morphemes	target	prediction	target_canon	prediction_canon
s_e_dvute	PreLoc-s_LocPre_Adv	PreLoc-s_LocPre_Adv	PreLoc-s_LocPre_Adv	NegPre_NStem
na_tin_makethe	AdvPre_BPre10_NStem	AdvPre_BPre10_NStem	AdvPre_BPre10_NStem	AdvPre_BPre10_NStem
ta_s_e_Afrika	PossConc10_PreLoc-s_LocPre_ProperName	PossConc10_PreLoc-s_LocPre_ProperName	PossConc10_PreLoc-s_LocPre_ProperName	PossConc8_PreLoc-s_LocPre_NStem
leti_khul_a	RelConc10_VRoot_VerbTerm	RelConc10_VRoot_VerbTerm	RelConc10_VRoot_VerbTerm	RelConc10_NStem
nga_ku_shesh_a	AdvPre_OC15_VRoot_VerbTerm	AdvPre_OC15_VRoot_VerbTerm	AdvPre_OC15_VRoot_VerbTerm	AdvPre_OC15_VRoot_VerbTerm
,	Punc	Punc	Punc	Punc
e_ma_nyuvesi	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem
a_li_zinga	PossConc6_BPre5_NStem	PossConc6_BPre5_NStem	PossConc6_BPre5_NStem	LocPre_BPre5_NStem
leli_s_e_tulu	RelConc5_PreLoc-s_LocPre_Adv	RelConc5_PreLoc-s_LocPre_Adv	RelConc5_PreLoc-s_LocPre_Adv	RelConc5_PreLoc-s_LocPre_Adv
kanye	Conj	Conj	Conj	Adv
na_mu_khakha	AdvPre_BPre3_NStem	AdvPre_BPre3_NStem	AdvPre_BPre3_NStem	AdvPre_BPre3_NStem
wa_ta_ku_lima	PossConc3_PossConc10_BPre15_NStem	PossConc3_PossConc10_BPre15_NStem	PossConc3_PossConc10_BPre15_NStem	PossConc3_PossConc10_OC15_Intrans_VerbTerm
wa_si_manje	PossConc3_BPre7_NStem	PossConc3_BPre7_NStem	PossConc3_BPre7_NStem	PossConc3_BPre7_NStem
na_lo_khicit_a_ko	AdvPre_RelConc3_VRoot_VerbTerm_RelSuf	AdvPre_RelConc3_VRoot_VerbTerm_RelSuf	AdvPre_RelConc3_VRoot_VerbTerm_RelSuf	AdvPre_RelConc3_VRoot_VerbTerm_RelSuf
.	Punc	Punc	Punc	Punc
i_Ningizimu	BPre9_ProperName	BPre9_ProperName	BPre9_ProperName	BPre9_NStem
Afrika	ProperName	ProperName	ProperName	ProperName
i_phindze	BPre9_NStem	BPre9_NStem	BPre9_NStem	BPre9_NStem
i_b_e	SC1_VRoot_VerbTerm	SC1_VRoot_VerbTerm	SC1_VRoot_VerbTerm	SC1_VRoot_VerbTerm
na_tin_kampani	AdvPre_NPre10_NStem	AdvPre_BPre10_NStem	AdvPre_NPre10_NStem	AdvPre_NPre10_NStem
leti_hol_a_ko	RelConc10_VRoot_VerbTerm_RelSuf	RelConc10_VRoot_VerbTerm_RelSuf	RelConc10_VRoot_VerbTerm_RelSuf	RelConc8_VRoot_VerbTerm_RelSuf
e_u_mu_hlaba_ini	LocPre_NPrePre3_BPre3_NStem_LocSuf	LocPre_NPrePre3_BPre3_NStem_LocSuf	LocPre_NPrePre3_BPre3_NStem_LocSuf	LocPre_BPre3_NStem_LocSuf
e_i_mi_khakha_ini	LocPre_NPrePre4_BPre4_NStem_LocSuf	LocPre_NPrePre4_BPre4_NStem_LocSuf	LocPre_NPrePre4_BPre4_NStem_LocSuf	LocPre_NPrePre4_BPre4_NStem_LocSuf
le_njenge_ku_akh_a	PossConc5_AdvPre_OC15_VRoot_VerbTerm	PossConc5_AdvPre_BPre15_VRoot_VerbTerm	PossConc5_AdvPre_OC15_VRoot_VerbTerm	PossConc5_AdvPre_SC15_VRoot_VerbTerm
.	Punc	Punc	Punc	Punc
lu_ati	BPre11_NStem	BPre11_NStem	BPre11_NStem	BPre11_NStem
si_bonelo	BPre7_NStem	BPre7_NStem	BPre7_NStem	BPre7_BPre2_NStem
,	Punc	Punc	Punc	Punc
u_m_khandlu	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem
we_in_dzawo	PossConc3_NPre9_NStem	PossConc3_NPre9_NStem	PossConc3_NPre9_NStem	PossConc3_NPre9_NStem
ku_nga_ent_ek_a	SC15_Pot_VRoot_NPas_VerbTerm	SC15_Pot_VRoot_NPas_VerbTerm	SC15_Pot_VRoot_NPas_VerbTerm	SC15_Pot_VRoot_NPas_VerbTerm
u_nga_nik_i	SC3_NegPre_VRoot_VerbTerm	SC2ps_NegPre_VRoot_VerbTerm	SC3_NegPre_VRoot_VerbTerm	SC2ps_NegPre_VRoot_VerbTerm
u_mu_mango	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem
a_ma_minitsi	PossConc6_BPre6_NStem	NPrePre6_BPre6_NStem	PossConc6_BPre6_NStem	NPrePre6_BPre6_NStem
,	Punc	Punc	Punc	Punc
nobe	Conj	Conj	Conj	Conj
li_phakelomali	BPre5_NStem	BPre5_NStem	BPre5_NStem	BPre5_NStem
,	Punc	Punc	Punc	Punc
nobe	Conj	Conj	Conj	Conj
i_mi_biko	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem
ya_ta_ma_fa	PossConc4_PossConc10_BPre6_NStem	PossConc9_PossConc10_BPre6_NStem	PossConc4_PossConc10_BPre6_NStem	PossConc9_PossConc10_BPre6_NStem
nobe	Conj	Conj	Conj	Conj
lemi_nye	AdjPref4_AdjStem	AdjPref4_AdjStem	AdjPref4_AdjStem	AdjPref4_AdjStem
i_mi_bhalo	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem
.	Punc	Punc	Punc	Punc
ngakoke	Conj	Conj	Conj	Conj
u_mu_mango	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem
a_wu_ku_at_i	NegPre_SC3_OC15_VRoot_VerbTerm	NegPre_OC3_OC15_VRoot_VerbTerm	NegPre_SC3_OC15_VRoot_VerbTerm	SC6_OC3_OC15_VRoot_VerbTerm
ku_ent_a	BPre15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm
ti_ncumo	NPre8_NStem	BPre8_NStem	NPre8_NStem	BPre8_NStem
leti_na_lu_ati	RelConc8_AdvPre_BPre11_NStem	RelConc8_AdvPre_BPre11_NStem	RelConc8_AdvPre_BPre11_NStem	RelConc8_AdvPre_BPre11_NStem
nga_kutsi	AdvPre_Conj	AdvPre_Conj	AdvPre_Conj	AdvPre_Conj
yini	Interrog	Interrog	Interrog	Interrog
lu_sito	BPre11_NStem	BPre11_NStem	BPre11_NStem	BPre11_NStem
lwa_ti_mali	PossConc11_BPre10_NStem	PossConc11_BPre10_NStem	PossConc11_BPre10_NStem	PossConc11_BPre10_NStem
lolu_khona	RelConc11_Adv	RelConc11_Adv	RelConc11_Adv	RelConc11_Adv
lwa_ku_akh_a	PossConc11_OC15_VRoot_VerbTerm	PossConc11_OC15_VRoot_VerbTerm	PossConc11_OC15_VRoot_VerbTerm	PossConc11_BPre15_VRoot_VerbTerm
u_mu_tfolamphilo	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem
nobe	Conj	Conj	Conj	Conj
si_kolo	BPre7_NStem	BPre7_NStem	BPre7_NStem	BPre7_NStem
.	Punc	Punc	Punc	Punc
uma	Conj	Conj	Conj	Conj
ba_bek_a	SC2_VRoot_VerbTerm	SC2_VRoot_VerbTerm	SC2_VRoot_VerbTerm	SC2_VRoot_VerbTerm
u_mu_bono	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem
ba_tjel_w_a	SC2_VRoot_PassExt_VerbTerm	SC2_VRoot_PassExt_VerbTerm	SC2_VRoot_PassExt_VerbTerm	BPre2_NStem
kutsi	Conj	Conj	Conj	Conj
kute	Conj	Conj	Conj	Conj
ti_mali	BPre10_NStem	BPre10_NStem	BPre10_NStem	BPre10_NStem
,	Punc	Punc	Punc	Punc
kepha	Conj	Conj	Conj	Conj
a_ba_ku_at_i	NegPre_SC2_OC15_VRoot_VerbTerm	NegPre_SC2_OC15_VRoot_VerbTerm	NegPre_SC2_OC15_VRoot_VerbTerm	NegPre_SC2_OC15_VRoot_VerbTerm
ku_phik_is_a	BPre15_VRoot_CausExt_VerbTerm	BPre15_VRoot_CausExt_VerbTerm	BPre15_VRoot_CausExt_VerbTerm	BPre15_VRoot_CausExt_VerbTerm
u_mu_condvo	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem
ngoba	Conj	Conj	Conj	Conj
a_ba_ka_lu_tfol_i	NegPre_SC2_ExclNeg_OC11_VRoot_VerbTerm	NegPre_OC2_ExclNeg_SC11_VRoot_VerbTerm	NegPre_SC2_ExclNeg_OC11_VRoot_VerbTerm	NegPre_SC2_ExclNeg_OC11_VRoot_VerbTerm
lu_ati	BPre11_NStem	BPre11_NStem	BPre11_NStem	BPre11_NStem
lwa_e_ma_ciniso	PossConc11_NPrePre6_BPre6_NStem	PossConc11_NPrePre6_BPre6_NStem	PossConc11_NPrePre6_BPre6_NStem	PossConc11_NPrePre6_BPre6_NStem
.	Punc	Punc	Punc	Punc
tsats_a	VRoot_VerbTerm	VRoot_VerbTerm	VRoot_VerbTerm	VRoot_VerbTerm
ti_m_phendvulo	BPre10_BPre3_NStem	BPre10_BPre3_NStem	BPre10_BPre3_NStem	BPre10_NStem
e_ma_cembu_ini	LocPre_BPre6_NStem_LocSuf	LocPre_BPre6_NStem_LocSuf	LocPre_BPre6_NStem_LocSuf	LocPre_BPre6_NStem_LocSuf
.	Punc	Punc	Punc	Punc
khomb_a	VRoot_VerbTerm	VRoot_VerbTerm	VRoot_VerbTerm	VRoot_VerbTerm
ba_bambi	BPre2_NStem	BPre2_NStem	BPre2_NStem	BPre2_NStem
li_chaza	BPre5_NStem	BPre5_NStem	BPre5_NStem	BPre5_NStem
3.3	Num	Num	Num	Num
e_ma_notsi_ini	LocPre_BPre6_NStem_LocSuf	NPrePre6_BPre6_NStem_LocSuf	LocPre_BPre6_NStem_LocSuf	NPrePre6_BPre6_NStem_LocSuf
a_si_fundvo	PossConc6_BPre7_NStem	PossConc6_BPre7_NStem	PossConc6_BPre7_NStem	PossConc6_BPre7_NStem
njenga_si_bonelo	AdvPre_NPre7_NStem	AdvPre_BPre7_NStem	AdvPre_NPre7_NStem	AdvPre_BPre7_NStem
lesi_phel_el_e	RelConc7_VRoot_ApplExt_VerbTerm	RelConc7_VRoot_ApplExt_VerbTerm	RelConc7_VRoot_ApplExt_VerbTerm	RelConc7_VRoot_ApplExt_VerbTerm
.	Punc	Punc	Punc	Punc
e_ma_su	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem
a_hlose	RelConc6_NStem	RelConc6_NStem	RelConc6_NStem	SC6_VRoot_VerbTerm
ku_nemb_a	SC15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm	SC15_VRoot_VerbTerm	BPre15_AdvPre_AuxVStem
futsi	Conj	Conj	Conj	Conj
la_hamb_is_an_a	SC5_VRoot_CausExt_RecipExt_VerbTerm	SC5_VRoot_CausExt_RecipExt_VerbTerm	SC5_VRoot_CausExt_RecipExt_VerbTerm	SC5_VRoot_CausExt_RecipExt_VerbTerm
ne_ku_buk_an_a	NegPre_OC15_VRoot_RecipExt_VerbTerm	AdvPre_BPre15_VRoot_RecipExt_VerbTerm	NegPre_OC15_VRoot_RecipExt_VerbTerm	AdvPre_BPre15_VRoot_RecipExt_VerbTerm
na_bocalangaye	AdvPre_NStem	AdvPre_NStem	AdvPre_NStem	AdvPre_BPre2a_NStem
ba_wo	PossConc14_PronStem3	PossConc2_PronStem3	PossConc14_PronStem3	PossConc2_PronStem3
o_nkhe	QuantConc6_QuantStem	QuantConc6_QuantStem	QuantConc6_QuantStem	QuantConc6_QuantStem
e_ma_cembu	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem
,	Punc	Punc	Punc	Punc
loku_fak_a	RelConc15_VRoot_VerbTerm	RelConc15_VRoot_VerbTerm	RelConc15_VRoot_VerbTerm	RelConc15_VRoot_VerbTerm
e_khatsi	LocPre_Adv	LocPre_Adv	LocPre_Adv	LocPre_Adv
na_lawo	AdvPre_Dem3_Pos2	AdvPre	AdvPre_Dem3_Pos2	AdvPre
la_s_e_bu_cayi_ini	PossConc5_PreLoc-s_LocPre_BPre14_NStem_LocSuf	PossConc5_PreLoc-s_LocPre_BPre14_NStem_LocSuf	PossConc5_PreLoc-s_LocPre_BPre14_NStem_LocSuf	PossConc5_PreLoc-s_LocPre_BPre14_NStem_LocSuf
ka_khulu	AdvPre_AdjStem	AdvPre_AdjStem	AdvPre_AdjStem	AdvPre_AdjStem
.	Punc	Punc	Punc	Punc
u_mlandvo	NPrePre1a_NStem	NPrePre1a_NStem	NPrePre1a_NStem	NPrePre1a_NStem
we_ma_khono	PossConc3_BPre6_NStem	PossConc3_BPre6_NStem	PossConc3_BPre6_NStem	PossConc3_NPrePre6_BPre6_NStem
e_mu_sebenti_ini	LocPre_BPre3_NStem_LocSuf	LocPre_BPre3_NStem_LocSuf	LocPre_BPre3_NStem_LocSuf	LocPre_BPre3_NStem_LocSuf
wa_hulumende	PossConc1_NStem	PossConc3_NStem	PossConc1_NStem	PossConc3_NStem
u_khomb_is_a	SC3_VRoot_CausExt_VerbTerm	SC3_VRoot_CausExt_VerbTerm	SC3_VRoot_CausExt_VerbTerm	SC3_VRoot_CausExt_VerbTerm
e_ma_khono	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem
la_khona	RelConc6_Adv	RelConc6_Adv	RelConc6_Adv	RelConc6_Adv
ku_velonkhe	LocPre_NStem	LocPre_NStem	LocPre_NStem	LocPre_NStem
.	Punc	Punc	Punc	Punc
ku_nga_bi_kho	BPre15_NegPre_NStem_RelSuf	BPre15_NegPre_NStem_RelSuf	BPre15_NegPre_NStem_RelSuf	SC15_Pot_VRoot_RelSuf
kwa_bo_dokotela	PossConc15_BPre2_NStem	PossConc15_BPre2a_NStem	PossConc15_BPre2_NStem	PossConc15_BPre2_NStem
laba_s_e_zinga_ini	RelConc2_PreLoc-s_LocPre_NStem_LocSuf	RelConc2_PreLoc-s_LocPre_NStem_LocSuf	RelConc2_PreLoc-s_LocPre_NStem_LocSuf	RelConc2_PreLoc-s_LocPre_NStem_LocSuf
laba_enel_e	RelConc2_VRoot_VerbTerm	RelConc2_VRoot_VerbTerm	RelConc2_VRoot_VerbTerm	RelConc2_VRoot_VerbTerm
,	Punc	Punc	Punc	Punc
bo_i_n_jiniyela	BPre2a_NPrePre9_BPre9_NStem	PossConc2a_NPrePre9_BPre9_NStem	BPre2a_NPrePre9_BPre9_NStem	BPre2a_Intrans_VerbTerm
,	Punc	Punc	Punc	Punc
ti_sebenti	BPre8_NStem	BPre8_NStem	BPre8_NStem	BPre8_NStem
leti_cecesh_iw_e	RelConc10_VRoot_PassExt_VerbTerm	RelConc10_VRoot_PassExt_VerbTerm	RelConc10_VRoot_PassExt_VerbTerm	RelConc10_VRoot_PassExt_VerbTerm
ku_thekhinoloji	LocPre_NStem	LocPre_NStem	LocPre_NStem	LocPre_NStem
,	Punc	Punc	Punc	Punc
ti_ati	BPre8_NStem	BPre8_NStem	BPre8_NStem	SC8_VRoot_VerbTerm
ku_te_lu_phenyo	BPre17_PossConc10_BPre11_NStem	BPre17_PossConc10_BPre11_NStem	BPre17_PossConc10_BPre11_NStem	BPre17_PossConc10_BPre11_NStem
lw_e_i_sayensi	PossConc11_LocPre_NPrePre4_NStem	PossConc11_LocPre_NPrePre4_NStem	PossConc11_LocPre_NPrePre4_NStem	PossConc11_NStem
,	Punc	Punc	Punc	Punc
ba_phenyi	BPre2_NStem	BPre2_NStem	BPre2_NStem	BPre2_NStem
,	Punc	Punc	Punc	Punc
ba_hleli	BPre2_NStem	BPre2_NStem	BPre2_NStem	BPre2_NStem
,	Punc	Punc	Punc	Punc
ba_phenyimabhuku	PossConc2a_NStem	BPre2_NStem	PossConc2a_NStem	BPre2_NStem
,	Punc	Punc	Punc	Punc
ba_shushisi	BPre2_NStem	BPre2_NStem	BPre2_NStem	BPre2_NStem
,	Punc	Punc	Punc	Punc
ba_luleki	BPre2_NStem	BPre2_NStem	BPre2_NStem	BPre2_NStem
be_kharikhulamu	PossConc2_NStem	PossConc2_NStem	PossConc2_NStem	PossConc2_NPre9_NStem
njalo	Adv	Adv	Adv	Adv
njalo	Adv	Adv	Adv	Adv
njalo	Adv	Adv	Adv	Adv
.	Punc	Punc	Punc	Punc
nga_i_li_tulu	AdvPre_NPrePre5_BPre5_NStem	AdvPre_NPrePre5_BPre5_NStem	AdvPre_NPrePre5_BPre5_NStem	AdvPre_NPrePre5_BPre5_NStem
lwa_loko	PossConc11_NStem	PossConc11	PossConc11_NStem	PossConc11
,	Punc	Punc	Punc	Punc
likhono	NStem	NStem	NStem	BPre5_NStem
leku_phats_a	RelConc15_VRoot_VerbTerm	RelConc15_VRoot_VerbTerm	RelConc15_VRoot_VerbTerm	RelConc15_VRoot_VerbTerm
leti_sebenti	RelConc8_NStem	RelConc8_NStem	RelConc8_NStem	RelConc8_NStem
leti_s_e_tulu	RelConc10_PreLoc-s_LocPre_Adv	RelConc10_PreLoc-s_LocPre_Adv	RelConc10_PreLoc-s_LocPre_Adv	RelConc10_PreLoc-s_LocPre_Adv
leti_sebent_a	RelConc10_VRoot_VerbTerm	RelConc10_VRoot_VerbTerm	RelConc10_VRoot_VerbTerm	RelConc10_VRoot_VerbTerm
e_in_hlangano_ini	LocPre_BPre9_NStem_LocSuf	LocPre_BPre9_NStem_LocSuf	LocPre_BPre9_NStem_LocSuf	LocPre_BPre9_NStem_LocSuf
le_nkimbit_ek_ile	PossConc5_VRoot_NeutExt_Perf	RelConc9_VRoot_NeutExt_Perf	PossConc5_VRoot_NeutExt_Perf	PossConc5_BPre9_VRoot_Perf
,	Punc	Punc	Punc	Punc
esi_ma_ini	RelConc7_NStem_LocSuf	RelConc7_NStem_LocSuf	RelConc7_NStem_LocSuf	RelConc7_NStem_LocSuf
setembusave	NStem	NStem	NStem	PossConc7_PossConc10_BPre3_NStem
ne_setenhlalo	AdvPre_NStem	AdvPre_NStem	AdvPre_NStem	AdvPre_PreLoc-s_LocPre_BPre10_NStem
ku_dzing_a	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm
ku_nak_w_a	BPre15_VRoot_PassExt_VerbTerm	BPre15_VRoot_PassExt_VerbTerm	BPre15_VRoot_PassExt_VerbTerm	BPre15_VRoot_PassExt_VerbTerm
loku_khulu	AdjPref15_AdjStem	AdjPref15_AdjStem	AdjPref15_AdjStem	AdjPref15_AdjStem
.	Punc	Punc	Punc	Punc
kute	Conj	Conj	Conj	Conj
ku_sonjulul_w_e	SC15_VRoot_PassExt_VerbTerm	SC15_VRoot_PassExt_VerbTerm	SC15_VRoot_PassExt_VerbTerm	SC15_VRoot_PassExt_VerbTerm
ku_b_a_te	BPre15_VRoot_VerbTerm_NegPre	BPre15_VRoot_VerbTerm_NegPre	BPre15_VRoot_VerbTerm_NegPre	BPre15_VRoot_VerbTerm_NegPre
nga_lo_kw_enel_e	AdvPre_Dem1_Pos1_BPre15_VRoot_VerbTerm	AdvPre_Pos1_BPre15_VRoot	AdvPre_Dem1_Pos1_BPre15_VRoot_VerbTerm	AdvPre_RelConc15_VRoot_VerbTerm
kwa_e_ma_khono	PossConc15_NPrePre6_BPre6_NStem	PossConc15_NPrePre6_BPre6_NStem	PossConc15_NPrePre6_BPre6_NStem	PossConc15_NPrePre6_BPre6_NStem
la_cecesh_el_w_e	SC5_VRoot_ApplExt_PassExt_VerbTerm	RelConc5_VRoot_ApplExt_PassExt_VerbTerm	SC5_VRoot_ApplExt_PassExt_VerbTerm	RelConc5_VRoot_ApplExt_PassExt_VerbTerm
ne_we_ku_phats_a	AdvPre_PossConc1_BPre15_VRoot_VerbTerm	AdvPre_PossConc3_BPre15_Intrans_VerbTerm	AdvPre_PossConc1_BPre15_VRoot_VerbTerm	AdvPre_PossConc3_OC15_VRoot_VerbTerm
,	Punc	Punc	Punc	Punc
hulumende	NStem	NStem	NStem	NStem
ku_mel_e	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm
a_tsats_e	RelConc6_VRoot_VerbTerm	RelConc6_VRoot_VerbTerm	RelConc6_VRoot_VerbTerm	RelConc6_VRoot_VerbTerm
u_mu_bono	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem
wa_i_si_khatsi	PossConc1_NPrePre7_BPre7_NStem	PossConc1_NPrePre7_BPre7_NStem	PossConc1_NPrePre7_BPre7_NStem	PossConc3_BPre7_NStem
lesi_dze	AdjPref7_AdjStem	AdjPref7_AdjStem	AdjPref7_AdjStem	AdjPref7_AdjStem
we_ku_tfutfuk_is_a	PossConc3_BPre15_VRoot_CausExt_VerbTerm	PossConc3_BPre15_VRoot_CausExt_VerbTerm	PossConc3_BPre15_VRoot_CausExt_VerbTerm	PossConc3_OC15_VRoot_CausExt_VerbTerm
e_ma_khono	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem
la_wa_dzing_a_ko	PossConc5_BPre3_VRoot_VerbTerm_RelSuf	RelConc6_OC6_VRoot_VerbTerm_RelSuf	PossConc5_BPre3_VRoot_VerbTerm_RelSuf	RelConc6_OC3_VRoot_VerbTerm_RelSuf
nge_ku_condzis_a	AdvPre_BPre15_Intrans_VerbTerm	AdvPre_BPre15_VRoot_VerbTerm	AdvPre_BPre15_Intrans_VerbTerm	AdvPre_OC15_VRoot_CausExt_VerbTerm
i_mi_sebenti	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem
,	Punc	Punc	Punc	Punc
ku_fundz_is_a	BPre15_VRoot_CausExt_VerbTerm	BPre15_VRoot_CausExt_VerbTerm	BPre15_VRoot_CausExt_VerbTerm	BPre15_VRoot_CausExt_VerbTerm
kanye	Adv	Conj	Adv	Conj
ne_bu_dlelwane	AdvPre_BPre14_NStem	AdvPre_BPre14_NStem	AdvPre_BPre14_NStem	AdvPre_BPre14_NStem
lobu_sondzelene	RelConc14_NStem	RelConc14_NStem	RelConc14_NStem	RelConc14_NStem
na_ma_nyuvesi	AdvPre_BPre6_NStem	AdvPre_BPre6_NStem	AdvPre_BPre6_NStem	AdvPre_BPre6_NStem
ne_ti_kolwatekufundzela	AdvPre_BPre8_NStem	AdvPre_BPre8_NStem	AdvPre_BPre8_NStem	AdvPre_SC8_Intrans_VRoot_ApplExt_VerbTerm
ku_phats_a	BPre15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm
.	Punc	Punc	Punc	Punc
lu_hlelo	BPre11_NStem	BPre11_NStem	BPre11_NStem	BPre11_NStem
lu_ba	SC11_AuxVStem	SC11_AuxVStem	SC11_AuxVStem	SC11_VRoot_VerbTerm
ngu_lolu_tsemb_ek_ile	CopPre_RelConc15_VRoot_NPas_Perf	CopPre_RelConc11_VRoot_NeutExt_Perf	CopPre_RelConc15_VRoot_NPas_Perf	CopPre_RelConc11_VRoot_Perf
njengobe	Adv	Conj	Adv	Conj
i_n_dlela	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem
ye_kwe_tful_w_a	PossConc9_BPre15_VRoot_PassExt_VerbTerm	PossConc9_BPre15_VRoot_PassExt_VerbTerm	PossConc9_BPre15_VRoot_PassExt_VerbTerm	PossConc4_OC15_VRoot_PassExt_VerbTerm
kwa_lo	PossConc15_PronStem11	PossConc15_PronStem11	PossConc15_PronStem11	PossConc15_PronStem11
i_ne_ku_ent_ek_a	SC9_AdvPre_OC15_VRoot_NPas_VerbTerm	SC9_AdvPre_BPre15_VRoot_NPas_VerbTerm	SC9_AdvPre_OC15_VRoot_NPas_VerbTerm	SC4_AdvPre_OC15_VRoot_NPas_VerbTerm
.	Punc	Punc	Punc	Punc
ku_ne_ngoti	BPre17_AdvPre_NStem	LocPre_AdvPre_NStem	BPre17_AdvPre_NStem	LocPre_NStem
le_n_khulu	PossConc5_BPre9_Adv	PossConc5_BPre9_Adv	PossConc5_BPre9_Adv	PossConc5_BPre9_Adv
ya_ku_ts_i	PossConc9_BPre15_VRoot_VerbTerm	PossConc9_BPre15_VRoot_VerbTerm	PossConc9_BPre15_VRoot_VerbTerm	PossConc9_BPre15_VRoot_VerbTerm
lu_hlelo	BPre11_NStem	BPre11_NStem	BPre11_NStem	BPre11_NStem
lwa_in_tfutfuko	PossConc11_NPre9_NStem	PossConc11_NPre9_NStem	PossConc11_NPre9_NStem	PossConc11_NPre9_NStem
lwe_ningizimu	PossConc11_NStem	PossConc11_NStem	PossConc11_NStem	PossConc11_NPrePre5_BPre5_NStem
Afrika	ProperName	ProperName	ProperName	ProperName
lu_nga_hluleka	BPre11_AdvPre_NStem	BPre11_NegPre_NStem	BPre11_AdvPre_NStem	SC11_Pot_VRoot_VerbTerm
ngoba	Adv	Conj	Adv	BPre5_NStem
hulumende	NStem	NStem	NStem	NStem
aka_khon_i	NegPre_VRoot_VerbTerm	NegPre_VRoot_VerbTerm	NegPre_VRoot_VerbTerm	NegPre_ExclNeg_VRoot_VerbTerm
ku_lu_e_tful_a	SC15_OC11_LocPre_VRoot_VerbTerm	SC15_BPre11_LocPre_VRoot_VerbTerm	SC15_OC11_LocPre_VRoot_VerbTerm	BPre15_PossConc11_VRoot_VerbTerm
.	Punc	Punc	Punc	Punc
i_khomishini	NPrePre4_NStem	NPrePre4_NStem	NPrePre4_NStem	NPrePre4_NStem
i_ent_a	SC9_VRoot_VerbTerm	SC9_VRoot_VerbTerm	SC9_VRoot_VerbTerm	SC9_VRoot_VerbTerm
ti_phakamiso	BPre8_NStem	BPre8_NStem	BPre8_NStem	BPre8_NStem
te_ku_hlel_w_a	PossConc8_BPre15_VRoot_PassExt_VerbTerm	PossConc8_BPre15_VRoot_PassExt_VerbTerm	PossConc8_BPre15_VRoot_PassExt_VerbTerm	PossConc8_BPre15_VRoot_PassExt_VerbTerm
ka_bu_sha	AdvPre_BPre14_AdjStem	AdvPre_BPre14_AdjStem	AdvPre_BPre14_AdjStem	AdvPre_BPre14_AdjStem
kwe_ti_khungo	PossConc15_BPre8_NStem	PossConc15_BPre8_NStem	PossConc15_BPre8_NStem	PossConc15_BPre8_NStem
kute	Conj	Conj	Conj	Conj
ku_lung_is_w_e	SC15_VRoot_CausExt_PassExt_VerbTerm	SC15_VRoot_CausExt_PassExt_VerbTerm	SC15_VRoot_CausExt_PassExt_VerbTerm	SC15_VRoot_CausExt_PassExt_VerbTerm
ku_nga_lingan_i	BPre15_NegPre_VRoot_VerbTerm	BPre15_NegPre_VRoot_VerbTerm	BPre15_NegPre_VRoot_VerbTerm	BPre15_NegPre_VRoot_VerbTerm
kanye	Adv	Conj	Adv	Adv
