morphemes	target	prediction	morphemes_predseg	prediction_predseg
.	Punc	Punc	.	Punc
u_mu_sebenzi	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	u_mu_sebenzi	NPrePre3_BPre3_NStem
wa_uku_hlel_a	PossConc1a_NPrePre15_Intrans_VerbTerm	PossConc1a_NPrePre15_Intrans_VerbTerm	wa_u_ku_hlel_a	PossConc3_NPrePre15_BPre15_VRoot_VerbTerm
u_s_e_zing_e_ini	RelConc3_PreLoc-s_LocPre_VRoot_VerbTerm_LocSuf	BPre1_PreLoc-s_LocPre_VRoot_VerbTerm_LocSuf	u_s_e_zinga_ini	BPre1_PreLoc-s_LocPre_NStem_LocSuf
la_i_zin_dawo	PossConc5_NPrePre10_BPre10_NStem	PossConc5_NPrePre10_BPre10_NStem	la_i_zin_dawo	PossConc5_NPrePre10_BPre10_NStem
,	Punc	Punc	,	Punc
u_mu_sebenzi	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	u_mu_sebenzi	NPrePre3_BPre3_NStem
wa_e_za_izi_ndlu	PossConc3_RelConc9_PossConc10_BPre10_NStem	PossConc3_RelConc9_PossConc10_BPre10_NStem	wa_i_za_izi_ndlu	PossConc3_NPrePre10_PossConc10_BPre10_NStem
u_s_e_zing_e_ini	RelConc3_PreLoc-s_LocPre_VRoot_VerbTerm_LocSuf	SC3_PreLoc-s_LocPre_VRoot_VerbTerm_LocSuf	u_s_e_zinga_ini	SC3_PreLoc-s_LocPre_NStem_LocSuf
la_i_si_fundazwe	PossConc5_NPrePre7_BPre7_NStem	PossConc5_NPrePre7_BPre7_NStem	la_i_si_fundazwe	PossConc5_NPrePre7_BPre7_NStem
,	Punc	Punc	,	Punc
u_ku_zi_boph_ezel_a	NPrePre15_BPre15_ReflPre_VRoot_Perf_VerbTerm	NPrePre15_BPre15_ReflPre_VRoot_Pers_VerbTerm	u_ku_zi_bophezel_a	NPrePre15_BPre15_ReflPre_VRoot_VerbTerm
nga_u_ku_hlinzekwa	AdvPre_NPrePre15_BPre15_NStem	AdvPre_NPrePre15_BPre15_NStem	nga_u_ku_hlinzek_w_a	AdvPre_NPrePre15_BPre15_VRoot_PassExt_VerbTerm
kwa_a_ma_nzi	PossConc15_NPrePre6_BPre6_NStem	PossConc15_NPrePre6_BPre6_NStem	kwa_a_ma_nzi	PossConc15_NPrePre6_BPre6_NStem
na_u_gesi	AdvPre_NPrePre1a_NStem	AdvPre_NPrePre1a_NStem	na_u_gesi	AdvPre_NPrePre1a_NStem
ku_hlukan_is_w_e	SC15_VRoot_CausExt_PassExt_VerbTerm	SC15_VRoot_CausExt_PassExt_VerbTerm	ku_hlukan_is_w_e	SC15_VRoot_CausExt_PassExt_VerbTerm
phakathi	Adv	Adv	phakathi	Adv
kwa_labo	PossConc15_Dem2_Pos2	PossConc15_Dem2	kwa_labo	PossConc15_Dem2
oku_m_el_e	RelConc15_VRoot_ApplExt_VerbTerm	RelConc15_VRoot_ApplExt_VerbTerm	oku_m_el_e	RelConc15_VRoot_ApplExt_VerbTerm
ba_enz_e	SC2_VRoot_VerbTerm	SC2_VRoot_VerbTerm	ba_enz_e	SC2_VRoot_VerbTerm
i_mi_sebenz_i	NPrePre4_BPre4_Intrans_VerbTerm	NPrePre4_BPre4_Intrans_VerbTerm	i_mi_sebenzi	NPrePre4_BPre4_NStem
emi_khulu	AdjPref4_AdjStem	AdjPref4_AdjStem	emi_khulu	AdjPref4_AdjStem
na_i_si_khwama	CopPre_NPrePre7_BPre7_NStem	AdvPre_NPrePre7_BPre7_NStem	na_i_si_khwama	AdvPre_NPrePre7_BPre7_NStem
.	Punc	Punc	.	Punc
Ngo_kwa_nge_m_pela	AdvPre_PossConc15_CopPre_BPre3_Adv	AdvPre_PossConc15_AdvPre_BPre3_Adv	nga_u_ku_ange_m_pela	AdvPre_NPrePre15_BPre15_AdvPre_BPre3_Adv
,	Punc	Punc	,	Punc
lezi	Dem10_Pos1	Dem10	lezi	Dem10
zin_hlelo	BPre10_NStem	BPre10_NStem	zin_hlelo	BPre10_NStem
azi_zi_sebenz_i	NegPre_SC8_VRoot_VerbTerm	BPre8_ReflPre_VRoot_VerbTerm	a_zi_sebenz_i	NegPre_ReflPre_VRoot_VerbTerm
.	Punc	Punc	.	Punc
nga_u_ku_vam_ile	AdvPre_NPrePre15_BPre15_VRoot_Perf	AdvPre_NPrePre15_BPre15_VRoot_Perf	nga_u_ku_vam_ile	AdvPre_NPrePre15_BPre15_VRoot_Perf
,	Punc	Punc	,	Punc
e_za_uku_hlal_is_w_a	RelConc4_PossConc10_BPre15_VRoot_CausExt_PassExt_VerbTerm	RelConc9_PossConc10_BPre15_VRoot_CausExt_PassExt_VerbTerm	e_zoku_hlal_is_w_a	LocPre_Fut_VRoot_CausExt_PassExt_VerbTerm
ko_u_mu_phakathi	PossConc15_NPrePre3_BPre3_NStem	PossConc15_NPrePre3_BPre3_NStem	ko_u_mu_phakathi	PossConc15_NPrePre3_BPre3_NStem
azi_hlel_ek_il_e	SC8_Intrans_NPas_Perf_VerbTerm	SC10_VRoot_NeutExt_Perf_VerbTerm	a_zi_hlel_ek_il_e	NegPre_ReflPre_VRoot_NeutExt_Perf_VerbTerm
ka_hle	AdvPre_Adv	AdvPre_AdjStem	ka_hle	AdvPre_AdjStem
,	Punc	Punc	,	Punc
ku_na_uku_bamb_is_an_a	BPre17_CopPre_BPre15_Intrans_CausExt_RecipExt_VerbTerm	LocPre_AdvPre_BPre15_VRoot_CausExt_RecipExt_VerbTerm	ku_no_ku_bamb_is_an_a	LocPre_AdvPre_BPre15_VRoot_CausExt_RecipExt_VerbTerm
oku_ncane	AdjPref15_AdjStem	AdjPref15_AdjStem	oku_ncane	AdjPref15_AdjStem
phakathi	Adv	Adv	phakathi	Adv
kwa_labo	PossConc15_Dem2_Pos2	PossConc15_Dem2	kwa_labo	PossConc15_Dem2
aba_fak_a	RelConc2_Intrans_VerbTerm	RelConc2_VRoot_VerbTerm	aba_fak_a	RelConc2_VRoot_VerbTerm
i_zin_gqalasizinda	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	i_zi_ngqalasizinda	NPrePre8_BPre8_NStem
za_a_ma_nzi	PossConc8_NPrePre6_BPre6_NStem	PossConc10_NPrePre6_BPre6_NStem	za_a_ma_nzi	PossConc8_NPrePre6_BPre6_NStem
na_labo	CopPre_Dem2_Pos2	AdvPre_Dem2	na_labo	AdvPre_Dem2
aba_hlinz_ek_a	RelConc2_VRoot_NeutExt_VerbTerm	RelConc2_VRoot_NeutExt_VerbTerm	aba_hlinz_ek_a	RelConc2_VRoot_NeutExt_VerbTerm
nge_ngqalasizinda	AdvPre_NStem	AdvPre_NStem	nga_i_ngqalasizinda	AdvPre_NPrePre9_NStem
en_khulu	AdjPref9_AdjStem	AdjPref9_AdjStem	en_khulu	AdjPref9_AdjStem
.	Punc	Punc	.	Punc
u_mu_sebenzi	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	u_mu_sebenzi	NPrePre3_BPre3_NStem
wa_e_za_izi_ndlu	PossConc3_RelConc9_PossConc10_BPre10_NStem	PossConc3_RelConc9_PossConc10_BPre10_NStem	wa_i_za_izi_ndlu	PossConc3_NPrePre10_PossConc10_BPre10_NStem
ku_mel_e	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm	ku_mel_e	SC15_VRoot_VerbTerm
u_y_e	SC2_VRoot_VerbTerm	SC2_VRoot_VerbTerm	u_y_e	SC2_VRoot_VerbTerm
e_zinga_ini	LocPre_NStem_LocSuf	LocPre_NStem_LocSuf	e_zinga_ini	LocPre_NStem_LocSuf
lapho	Dem16_Pos2	Conj	lapho	Conj
oku_hlel_w_a	RelConc15_VRoot_PassExt_VerbTerm	RelConc15_VRoot_PassExt_VerbTerm	oku_hlel_w_a	RelConc15_VRoot_PassExt_VerbTerm
kho_na	PronStem15_PronSuf	PronStem15_PronSuf	khona	AbsPron15
:	Punc	Punc	:	Punc
e_zinga_ini	LocPre_NStem_LocSuf	LocPre_NStem_LocSuf	e_zinga_ini	LocPre_NStem_LocSuf
li_ka_masipala	NPrePre5_PossKA_NStem	NPrePre5_PossKA_NStem	li_ka_masipala	NPrePre5_PossKA_NStem
.	Punc	Punc	.	Punc
lolu	Dem11_Pos1	Dem11	lolu	Dem11
hlelo	NStem	NStem	hlelo	NStem
lu_vez_a	SC11_Intrans_VerbTerm	CopPre_VRoot_VerbTerm	lu_vez_a	CopPre_VRoot_VerbTerm
i_zi_ncomo	NPrePre8_BPre8_NStem	NPrePre10_BPre10_NStem	i_zi_ncomo	NPrePre10_BPre10_NStem
za_ku_thuthuk_is_w_a	PossConc8_NPre15_VRoot_CausExt_PassExt_VerbTerm	PossConc10_BPre15_VRoot_CausExt_PassExt_VerbTerm	za_u_ku_thuthuk_is_w_a	PossConc10_NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm
Nge_mpumelelo	AdvPre_NStem	AdvPre_NStem	nga_m_pumelelo	AdvPre_BPre3_NStem
kwa_i_zin_dawo	PossConc15_NPrePre10_BPre10_NStem	PossConc15_NPrePre10_BPre10_NStem	kwa_i_zin_dawo	PossConc15_NPrePre10_BPre10_NStem
za_s_e_ma_dolobha_ini	PossConc8_PreLoc-s_LocPre_BPre6_NStem_LocSuf	PossConc10_PreLoc-s_LocPre_BPre6_NStem_LocSuf	za_s_e_ma_dolobh_ini	PossConc10_PreLoc-s_LocPre_BPre6_NStem_LocSuf
.	Punc	Punc	.	Punc
e_nye	RelConc5_EnumStem	AdjPref9_AdjStem	en_nye	AdjPref9_AdjStem
i_projekthi	NPrePre5_NStem	NPrePre9_NStem	i_projekthi	NPrePre5_NStem
ya_u_ku_thuthuk_is_a	PossConc4_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	PossConc9_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	ya_u_ku_thuthuk_is_a	PossConc9_NPrePre15_BPre15_VRoot_CausExt_VerbTerm
i_zin_dawo	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	i_zin_dawo	NPrePre10_BPre10_NStem
za_s_e_ma_khaya	PossConc10_PreLoc-s_LocPre_BPre6_NStem	PossConc10_PreLoc-s_LocPre_BPre6_NStem	za_s_e_a_ma_khaya	PossConc10_PreLoc-s_LocPre_NPrePre6_BPre6_NStem
ya_khiph_a	SC5_VRoot_VerbTerm	PossConc9_VRoot_VerbTerm	yakhiph_a	VRoot_VerbTerm
i_zi_mali	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	i_zi_mali	NPrePre10_BPre10_NStem
ezi_bolek_is_a_yo	RelConc10_VRoot_CausExt_VerbTerm_RelSuf	RelConc10_VRoot_CausExt_VerbTerm_RelSuf	ezi_bolek_is_a_yo	RelConc10_VRoot_CausExt_VerbTerm_RelSuf
kwa_a_be_si_lisa	PossConc15_NPrePre2_BPre2_BPre7_NStem	PossConc15_NPrePre2_BPre2_BPre7_NStem	kwa_a_be_si_lisa	PossConc15_NPrePre2_BPre2_BPre7_NStem
njenga_i_zin_hloko	AdvPre_NPrePre10_BPre10_NStem	NPre10_NPrePre10_BPre10_NStem	njenga_i_zin_hloko	NPre10_NPrePre10_BPre10_NStem
za_i_mi_zi	PossConc10_NPrePre4_BPre4_NStem	PossConc8_NPrePre4_BPre4_NStem	za_i_mi_zi	PossConc8_NPrePre4_BPre4_NStem
ukuba	Conj	Conj	ukuba	Conj
a_qal_e	SC2_VRoot_VerbTerm	SC6_VRoot_VerbTerm	a_qal_e	SC1a_VRoot_VerbTerm
a_ma_pulazi	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	a_ma_pulazi	NPrePre6_BPre6_NStem
oku_lim_a	RelConc15_VRoot_VerbTerm	RelConc15_VRoot_VerbTerm	oku_lima	RelConc15_NStem
ama_ncane	AdjPref6_AdjStem	AdjPref6_AdjStem	ama_ncane	AdjPref6_AdjStem
.	Punc	Punc	.	Punc
lokhu	Dem15_Pos1	Dem15	lokhu	Dem15
kwa_u_ku_yi_mpendulo	PossConc15_NPrePre15_BPre15_CopPre_NStem	PossConc15_NPrePre15_BPre15_CopPre_NStem	kwa_u_ku_yi_mpendulo	PossConc15_NPrePre15_BPre15_CopPre_NStem
ya_u_ku_hlol_w_a	PossConc9_NPrePre15_BPre15_VRoot_PassExt_VerbTerm	PossConc9_NPrePre15_BPre15_VRoot_PassExt_VerbTerm	ya_u_ku_hlol_w_a	PossConc9_NPrePre15_BPre15_VRoot_PassExt_VerbTerm
kwa_i_zi_dingo	PossConc15_NPrePre8_BPre8_NStem	PossConc15_NPrePre8_BPre8_NStem	kwa_i_zi_dingo	PossConc15_NPrePre8_BPre8_NStem
e_ya_thol_a	RelConc9_Pres_VRoot_VerbTerm	RelConc9_Pres_VRoot_VerbTerm	e_ya_thol_a	RelConc9_Pres_VRoot_VerbTerm
ukuthi	Conj	Conj	ukuthi	Conj
e_za_u_limo	RelConc9_PossConc9_NPrePre11_NStem	RelConc9_PossConc10_NPrePre11_NStem	e_za_u_limo	RelConc9_PossConc10_NPrePre11_NStem
e_n_dawo_ini	LocPre_BPre9_NStem_LocSuf	LocPre_BPre9_NStem_LocSuf	e_n_dawo_ini	LocPre_BPre9_NStem_LocSuf
za_zi_ding_a	SC8_SC8_VRoot_VerbTerm	PossConc10_SC10_VRoot_VerbTerm	za_zi_ding_a	PossConc10_SC10_VRoot_VerbTerm
u_ku_xhas_w_a	NPrePre15_BPre15_VRoot_PassExt_VerbTerm	NPrePre15_BPre15_VRoot_PassExt_VerbTerm	u_ku_xhas_w_a	NPrePre15_BPre15_VRoot_PassExt_VerbTerm
nga_i_zi_mali	AdvPre_NPrePre10_BPre10_NStem	AdvPre_NPrePre10_BPre10_NStem	nga_i_zi_mali	AdvPre_NPrePre10_BPre10_NStem
ukuze	Conj	Conj	ukuze	Conj
zi_ku_az_i	SC10_OC15_VRoot_VerbTerm	SC8_OC15_VRoot_VerbTerm	zi_ku_az_i	SC8_OC15_VRoot_VerbTerm
u_ku_khiqiz_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	u_ku_khiqiz_a	NPrePre15_BPre15_VRoot_VerbTerm
.	Punc	Punc	.	Punc
nga_i_si_khathi	AdvPre_NPrePre7_BPre7_NStem	AdvPre_NPrePre7_BPre7_NStem	nga_i_si_khathi	AdvPre_NPrePre7_BPre7_NStem
a_ma_projekthi	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	a_ma_projekthi	NPrePre6_BPre6_NStem
ama_ningi	AdjPref6_AdjStem	AdjPref6_AdjStem	ama_ningi	AdjPref6_AdjStem
ku_lawa	BPre15_Dem5_Pos1	LocPre_NStem	ku_lawa	BPre15_NStem
e_hlul_ek_a	RelConc5_VRoot_NeutExt_VerbTerm	RelConc9_VRoot_NeutExt_VerbTerm	e_hlulek_a	RelConc9_VRoot_VerbTerm
a_ba_xhasi	NPrePre2_BPre2_NStem	NPrePre2_BPre2_NStem	a_ba_xhasi	NPrePre2_BPre2_NStem
nga_i_zi_mali	AdvPre_NPrePre10_BPre10_NStem	AdvPre_NPrePre10_BPre10_NStem	nga_i_zi_mali	AdvPre_NPrePre10_BPre10_NStem
ba_pheny_a	SC2_VRoot_VerbTerm	SC2_VRoot_VerbTerm	ba_phenya	BPre2_NStem
ba_thol_a	SC2_VRoot_VerbTerm	SC2_VRoot_VerbTerm	ba_thol_a	SC2_VRoot_VerbTerm
ukuthi	Conj	Conj	ukuthi	Conj
i_zi_mali	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	i_zi_mali	NPrePre10_BPre10_NStem
e_za_zi_bolek_iw_e	RelConc9_SC10_SC10_VRoot_PassExt_VerbTerm	RelConc9_PossConc8_BPre8_Intrans_PassExt_VerbTerm	ezi_azi_bol_ek_iw_e	RelConc10_SC10_VRoot_NeutExt_PassExt_VerbTerm
za_zi_nga_sebenz_is_el_w_a	SC10_SC10_Pot_VRoot_CausExt_ApplExt_PassExt_VerbTerm	PossConc8_BPre8_Pot_VRoot_CausExt_ApplExt_PassExt_VerbTerm	za_zi_nga_sebenz_is_w_a	PossConc10_BPre10_Pot_VRoot_CausExt_PassExt_VerbTerm
u_ku_lim_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	u_ku_lima	NPrePre15_BPre15_NStem
,	Punc	Punc	,	Punc
noma	Conj	Conj	noma	Conj
zi_sebenz_is_iw_e	SC10_VRoot_CausExt_PassExt_VerbTerm	SC8_VRoot_CausExt_PassExt_VerbTerm	zi_sebenz_is_iw_e	SC8_VRoot_CausExt_PassExt_VerbTerm
,	Punc	Punc	,	Punc
kwa_ku_ba	SC15_SC15_AuxVStem	PossConc15_SC15_AuxVStem	kwa_ku_ba	PossConc15_SC15_AuxVStem
zi_sebenz_is_el_w_e	SC10_VRoot_CausExt_ApplExt_PassExt_VerbTerm	SC8_VRoot_CausExt_ApplExt_PassExt_VerbTerm	zi_sebenz_is_el_w_e	SC8_VRoot_CausExt_ApplExt_PassExt_VerbTerm
i_zi_nto	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	i_zi_nto	NPrePre10_BPre10_NStem
ezi_nga_fanel_ek_il_e	RelConc10_NegPre_VRoot_NeutExt_Perf_VerbTerm	RelConc10_NegPre_VRoot_NeutExt_Perf_VerbTerm	ezi_nga_fanel_ek_ile	RelConc8_NegPre_VRoot_NeutExt_Perf
.	Punc	Punc	.	Punc
ba_buy_e	SC2_VRoot_VerbTerm	SC2_VRoot_VerbTerm	ba_buy_e	SC2_VRoot_VerbTerm
ba_thol_a	SC2_VRoot_VerbTerm	SC2_VRoot_VerbTerm	ba_thol_a	SC2_VRoot_VerbTerm
ukuthi	Conj	Conj	ukuthi	Conj
yi_ze	CopPre_NStem	CopPre_NStem	y_i_ze	CopPre_NPrePre5_NStem
noma	Conj	Conj	noma	Conj
u_ku_lim_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	u_ku_lima	NPrePre15_BPre15_NStem
kwa_ku_enz_iw_a	SC15_SC15_VRoot_PassExt_VerbTerm	PossConc15_SC15_VRoot_PassExt_VerbTerm	ku_aku_enz_iw_a	SC15_NegPre_VRoot_PassExt_VerbTerm
ka_hle	AdvPre_AdjStem	AdvPre_AdjStem	ka_hle	AdvPre_AdjStem
nga_a_ba_ntu	AdvPre_NPrePre2_BPre2_NStem	AdvPre_NPrePre2_BPre2_NStem	nga_a_ba_ntu	AdvPre_NPrePre2_BPre2_NStem
ba_i_si_fazane	PossConc2_NPrePre7_BPre7_NStem	PossConc2_NPrePre7_BPre7_NStem	ba_i_si_fazane	PossConc2_NPrePre7_BPre7_NStem
futhi	Conj	Conj	futhi	Conj
i_ningi	NPrePre5_AdjStem	NPrePre5_NStem	i_ningi	NPrePre5_NStem
la_be_si_lisa	PossConc5_BPre2_BPre7_NStem	PossConc5_BPre2_BPre7_NStem	la_be_si_lisa	PossConc5_BPre2_BPre7_NStem
li_hamb_il_e	SC5_VRoot_Perf_VerbTerm	SC5_VRoot_Perf_VerbTerm	li_hamb_il_e	SC5_VRoot_Perf_VerbTerm
la_yo_sebenz_a	SC5_Fut_VRoot_VerbTerm	SC5_Fut_VRoot_VerbTerm	la_yo_sebenz_a	SC5_Fut_VRoot_VerbTerm
e_ma_dolobha_ini	LocPre_BPre6_NStem_LocSuf	LocPre_BPre6_NStem_LocSuf	e_ma_dolobha_ini	LocPre_BPre6_NStem_LocSuf
kodwa	Conj	Conj	kodwa	Conj
i_zi_mali	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	i_zi_mali	NPrePre10_BPre10_NStem
ezi_bolek_is_a_yo	RelConc8_VRoot_CausExt_VerbTerm_RelSuf	RelConc10_VRoot_CausExt_VerbTerm_RelSuf	ezi_bolek_is_a_yo	RelConc10_VRoot_CausExt_VerbTerm_RelSuf
za_zi_nikez_w_e	SC8_SC8_VRoot_PassExt_VerbTerm	PossConc10_SC10_VRoot_PassExt_VerbTerm	za_zi_nikez_w_e	PossConc8_SC10_VRoot_PassExt_VerbTerm
a_be_si_lisa	NPrePre2_BPre2_BPre7_NStem	NPrePre2_BPre2_BPre7_NStem	a_be_si_lisa	NPrePre2_BPre2_BPre7_NStem
ngenxa	Conj	Conj	ngenxa	Conj
ya_u_mu_sebenzi	PossConc3_NPrePre3_BPre3_NStem	PossConc4_NPrePre3_BPre3_NStem	ya_u_mu_sebenzi	PossConc4_NPrePre3_BPre3_NStem
wa_bo	PossConc2_PronStem2	PossConc3_PronStem2	wa_bo	PossConc3_PronStem2
wa_ukuba	PossConc3_Conj	PossConc3_Conj	wa_u_ku_b_a	PossConc3_NPrePre15_BPre15_VRoot_VerbTerm
yi_zin_hloko	CopPre_BPre10_NStem	CopPre_BPre10_NStem	y_i_zin_hloko	CopPre_NPrePre10_BPre10_NStem
za_i_mi_ndeni	PossConc10_NPrePre4_BPre4_NStem	PossConc8_NPrePre4_BPre4_NStem	za_i_mi_ndeni	PossConc8_NPrePre4_BPre4_NStem
nga_u_kwa_u_siko	AdvPre_NPrePre11_PossConc15_NPrePre15_NStem	AdvPre_NPrePre15_PossConc15_NPrePre11_NStem	nga_ko_siko	AdvPre_PossConc15_NStem
,	Punc	Punc	,	Punc
ba_be_enz_a	SC2_SC2_VRoot_VerbTerm	SC2_SC2_VRoot_VerbTerm	ba_be_enz_a	SC2_SC2_VRoot_VerbTerm
i_zin_qumo	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	i_zin_qumo	NPrePre10_BPre10_NStem
nga_ukuthi	AdvPre_Conj	AdvPre_Conj	nga_u_ku_th_i	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm
ba_nga_yi_sebenz_is_a	SC2_Pot_OC9_VRoot_CausExt_VerbTerm	SC2_Pot_OC4_VRoot_CausExt_VerbTerm	ba_nga_yi_sebenz_is_a	SC2_Pot_OC4_VRoot_CausExt_VerbTerm
ka_njani	AdvPre_Interrog	AdvPre_Interrog	ka_njani	AdvPre_Interrog
i_mali	NPrePre9_NStem	NPrePre9_NStem	i_n_mali	NPrePre9_BPre9_NStem
.	Punc	Punc	.	Punc
i_zi_thangami	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem	i_zi_thangami	NPrePre8_BPre8_NStem
se_sabelomali	PossConc7_NStem	PossConc7_NStem	sa_i_si_abelomali	PossConc7_NPrePre7_BPre7_NStem
y_i_mi_hlangano	NPre4_NPrePre4_BPre4_NStem	CopPre_NPrePre4_BPre4_NStem	y_i_mi_hlangano	CopPre_NPrePre4_BPre4_NStem
e_kheth_ek_il_e	SC4_VRoot_NPas_Perf_VerbTerm	RelConc9_VRoot_NeutExt_Perf_VerbTerm	e_kheth_ek_il_e	RelConc4_VRoot_NPas_Perf_VerbTerm
e_nikez_el_a	RelConc9_VRoot_ApplExt_VerbTerm	RelConc9_VRoot_ApplExt_VerbTerm	e_nikez_el_a	RelConc9_VRoot_ApplExt_VerbTerm
nga_lu_azi	AdvPre_BPre11_NStem	AdvPre_BPre11_NStem	nga_lu_azi	AdvPre_BPre11_NStem
oku_m_el_e	RelConc15_VRoot_ApplExt_VerbTerm	RelConc15_VRoot_ApplExt_VerbTerm	oku_m_el_e	RelConc15_VRoot_ApplExt_VerbTerm
ukuba	Conj	Conj	ukuba	Conj
i_sebenz_is_w_e	SC4_VRoot_CausExt_PassExt_VerbTerm	SC4_VRoot_CausExt_PassExt_VerbTerm	i_sebenz_is_w_e	SC4_VRoot_CausExt_PassExt_VerbTerm
nga_ma_khansela	AdvPre_BPre6_NStem	AdvPre_BPre6_NStem	nga_a_ma_khansela	AdvPre_NPrePre6_BPre6_NStem
ezi_gceme	RelConc8_NStem	RelConc8_NStem	ezi_gceme	RelConc8_NStem
u_ku_xox_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	u_ku_xox_a	NPrePre15_BPre15_VRoot_VerbTerm
mayela_ana	NStem_DimSuf	NStem_DimSuf	mayela_ana	NStem_DimSuf
na_i_n_tuthuko	AdvPre_NPrePre9_BPre9_NStem	AdvPre_NPrePre9_BPre9_NStem	na_i_n_tuthuko	AdvPre_NPrePre9_BPre9_NStem
e_se_y_enz_iw_e	LocPre_AuxVStem_CopPre_VRoot_PassExt_VerbTerm	RelConc9_AuxVStem_CopPre_VRoot_PassExt_VerbTerm	e_sebenz_iw_e	RelConc9_VRoot_ApplExt_VerbTerm
ku_sabelomali	BPre17_NStem	BPre17_NStem	ku_sabelomali	BPre17_NStem
a_phind_e	SC6_VRoot_VerbTerm	SC6_VRoot_VerbTerm	a_phind_e	SC6_VRoot_VerbTerm
a_chaz_e	SC2_Intrans_VerbTerm	SC6_VRoot_VerbTerm	a_chaz_e	SC6_VRoot_VerbTerm
na_ngalokho	AdvPre_NStem	AdvPre_NStem	nanga_lokho	AdvPre_Dem15
oku_shintsh_iw_e	RelConc15_VRoot_PassExt_VerbTerm	RelConc15_VRoot_PassExt_VerbTerm	oku_shintshiwe	RelConc15_NStem
ezi_n_hlelo_ini	RelConc8_BPre9_NStem_LocSuf	RelConc10_BPre10_NStem_LocSuf	e_i_zin_hlelo_ini	LocPre_NPrePre10_BPre10_NStem_LocSuf
za_s_e_ku_qala_ini	PossConc8_PreLoc-s_LocPre_BPre15_NStem_LocSuf	PossConc10_PreLoc-s_LocPre_BPre15_NStem_LocSuf	za_s_e_ku_qal_a_ini	PossConc10_PreLoc-s_LocPre_BPre15_VRoot_VerbTerm_LocSuf
.	Punc	Punc	.	Punc
uma	Conj	Conj	uma	Conj
ku_w_ukuthi	SC15_CopPre_Conj	SC15_CopPre_Conj	ku_w_ukuthi	SC15_CopPre_Conj
a_wu_na_wo	NegPre_CopPre_AdvPre_PronStem6	NegPre_CopPre_AdvPre_PronStem6	a_wu_na_wo	NegPre_CopPre_AdvPre_PronStem6
a_ma_khophi	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	a_ma_khophi	NPrePre6_BPre6_NStem
o_hlelo	RelConc11_NStem	LocPre_NStem	a_u_lu_hlelo	PossConc6_NPrePre11_BPre11_NStem
lwa_i_IDP	PossConc11_NPrePre9_Abbr	PossConc11_NPrePre9_Abbr	lwa_i_idp	PossConc11_NPrePre9_NStem
noma	Conj	Conj	noma	Conj
ku_be	SC15_AuxVStem	SC15_AuxVStem	ku_be	SC15_AuxVStem
w_u_ku_th_i	CopPre_NPrePre15_BPre15_VRoot_VerbTerm	CopPre_NPrePre15_BPre15_VRoot_VerbTerm	w_ukuthi	CopPre_Conj
aba_bamb_e	RelConc2_VRoot_VerbTerm	RelConc2_VRoot_VerbTerm	aba_bamb_e	RelConc2_VRoot_VerbTerm
i_li_qhaza	NPrePre5_BPre5_NStem	NPrePre5_BPre5_NStem	i_li_qhaza	NPrePre5_BPre5_NStem
aba_lu_az_i	RelConc2_BPre11_VRoot_VerbTerm	RelConc2_SC11_VRoot_VerbTerm	a_ba_lu_azi	NPrePre2_BPre2_BPre11_NStem
u_hlelo	NPrePre11_NStem	NPrePre11_NStem	u_hlelo	NPrePre11_NStem
lwa_i_IDP	PossConc11_NPrePre9_Abbr	PossConc11_NPrePre9_Abbr	lwa_i_idp	PossConc11_NPrePre9_NStem
,	Punc	Punc	,	Punc
fund_a	VRoot_VerbTerm	VRoot_VerbTerm	fund_a	VRoot_VerbTerm
i_zi_gaba	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem	i_zi_gaba	NPrePre8_BPre8_NStem
za_lo	PossConc8_PronStem11	PossConc8_PronStem5	za_lo	PossConc8_PronStem5
