morphemes	target_surface_gold	prediction_surface_gold	target_surface_pred	prediction_surface_pred
e_ma_zi_jong_w_e	RelConc9_ImpPre_OC10_VRoot_PassExt_VerbTerm	NPrePre6_BPre6_OC9_VRoot_PassExt_VerbTerm	RelConc9_ImpPre_OC10_VRoot_PassExt_VerbTerm	LocPre_BPre6_OC7_VRoot_PassExt_VerbTerm
ku_qal_a	SC15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm	SC15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm
kw_i_in_kalo	LocPre_NPrePre10_BPre10_NStem	PossConc15_BPre9_BPre9_NStem	LocPre_NPrePre10_BPre10_NStem	PossConc15_BPre9_BPre9_NStem
zo_qoqosho	PossConc10_NPrePre11_BPre11_NStem	RelConc3_NStem	PossConc10_NPrePre11_BPre11_NStem	PossConc9_NStem
.	Punc	PUNC	Punc	PUNC
A_ba_thathi__n_xaxheba	NPrePre2_BPre2_NStem_BPre9_NStem	RelConc6_BPre2_NStem_BPre9_NStem	NPrePre2_BPre2_NStem_BPre9_NStem	PossConc6_BPre2_NStem_BPre9_NStem
ba_fund_a	SC2_VRoot_VerbTerm	SC2_VRoot_VerbTerm	SC2_VRoot_VerbTerm	SC2_VRoot_VerbTerm
i_i_meko	NPrePre10_BPre10_NStem	NPrePre4_NPrePre4_NStem	NPrePre10_BPre10_NStem	NPrePre4_NPrePre4_NStem
ezin_tathu	AdjPref10_AdjStem	BPre10_NStem	AdjPref10_AdjStem	LocPre_NStem
ba_ze	SC2_AuxVStem	BPre2_NStem	SC2_AuxVStem	BPre2_NStem
ba_phendul_e	SC2_VRoot_VerbTerm	SC2_VRoot_VerbTerm	SC2_VRoot_VerbTerm	SC2_VRoot_VerbTerm
i_mi_buzo	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem
.	Punc	PUNC	Punc	PUNC
I_in_kqubo	NPrePre10_BPre10_NStem	NPrePre9_BPre9_NStem	NPrePre10_BPre10_NStem	NPrePre9_BPre9_NStem
zo_kw_enz_a	PossConc10_NPrePre15_BPre15_VRoot_VerbTerm	PossConc15_OC15_VRoot_VerbTerm	PossConc10_NPrePre15_BPre15_VRoot_VerbTerm	PossConc9_OC15_VRoot_VerbTerm
i_zi_cwangciso	NPrePre8_BPre8_NStem	NPrePre4_Pres_NStem	NPrePre8_BPre8_NStem	NPrePre4_Pres_NStem
_	Punc		Punc	
z_enz_a	SC10_VRoot_VerbTerm	SC10_VRoot_VerbTerm	SC10_VRoot_VerbTerm	CopPre_VRoot_VerbTerm
u_kuba	Conj	NPrePre1a_AuxVStem	Conj	NPrePre1a_NStem
i_projekthi	NPrePre9_NStem	NPre9_NStem	NPrePre9_NStem	NPrePre4_NStem
i_qhub_e	SC9_VRoot_VerbTerm	SC9_VRoot_VerbTerm	SC9_VRoot_VerbTerm	SC9_VRoot_VerbTerm
nga_phandle	AdvPre_Adv	AdvPre_Adv	AdvPre_Adv	AdvPre_Adv
kwa_ma_gingxi__gingxi	PossConc15_NPrePre6_BPre6_NStem_NStem	PossConc15_BPre6_NStem_NStem	PossConc15_NPrePre6_BPre6_NStem_NStem	PossConc15_BPre6_NStem_NStem
kwaye	Conj	Conj	Conj	Conj
ne_e_n_gxaki	AdvPre_NPrePre9_BPre9_NStem	NStem_NStem_NStem_NStem	AdvPre_NPrePre9_BPre9_NStem	AdvPre_PossConc6_BPre9_NStem
zi_be	CopPre_Cop	SC1_AuxVStem	CopPre_Cop	RelConc8_AuxVStem
m_balwa	RelStem	BPre3_NStem	RelStem	BPre3_NStem
ka_ngangoko	AdvPre_Adv	AdvPre_NStem	AdvPre_Adv	AdvPre_NStem
ku_no_kw_enz_ek_a	SC15_AdvPre_NPrePre15_BPre15_VRoot_NeutExt_VerbTerm	SC15_AdvPre_BPre15_VRoot_NPas_VerbTerm	SC15_AdvPre_NPrePre15_BPre15_VRoot_NeutExt_VerbTerm	SC15_AdvPre_OC15_VRoot_NPas_VerbTerm
.	Punc	PUNC	Punc	PUNC
Njeng_oko	AdvPre_Dem15_Pos2	AdvPre_CDEM15	AdvPre_Dem15_Pos2	AdvPre_Adv
xa	Conj	Adv	Conj	Adv
zi_chaz_w_a	SC10_VRoot_PassExt_VerbTerm	CopPre_VRoot_PassExt_VerbTerm	SC10_VRoot_PassExt_VerbTerm	SC7_VRoot_PassExt_VerbTerm
i_i_projekthi	NPrePre10_BPre10_NStem	NPrePre4_BPre9_NStem	NPrePre10_BPre10_NStem	NPrePre4_NPrePre4_NStem
zi_fan_a	SC10_VRoot_VerbTerm	SC10_VRoot_VerbTerm	SC10_VRoot_VerbTerm	CopPre_Intrans_VerbTerm
zo_dwa	QuantConc10_QuantStem	NPre2a_NStem	QuantConc10_QuantStem	CopPre_NStem
kwaye	Conj	Adv	Conj	Conj
zi_bandakany_a	SC10_VRoot_VerbTerm	CopPre_VRoot_VerbTerm	SC10_VRoot_VerbTerm	CopPre_VRoot_VerbTerm
i_n_to	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_PronStem8
en_tsha	AdjPref9_AdjStem	AdjPref3_NStem	AdjPref9_AdjStem	AdvPre_NStem
e_th_ile	RelConc9_VRoot_Perf	SC6_VRoot_Perf	RelConc9_VRoot_Perf	RelConc6_VRoot_Perf
ma_lunga	Adv	BPre6_NStem	Adv	BPre6_NStem
na_bo	AdvPre_PronStem2	AdvPre_PronStem2	AdvPre_PronStem2	AdvPre_PronStem2
ba_bandakany_ek_a_yo	SC2_VRoot_NeutExt_VerbTerm_RelSuf	BPre2_VRoot_NeutExt_VerbTerm_RelSuf	SC2_VRoot_NeutExt_VerbTerm_RelSuf	CopPre_Intrans_VerbExt_VerbTerm_NStem
,	Punc	PUNC	Punc	PUNC
ku_y_i_m_funeko	CopPre_CopPre_NPrePre9_BPre9_NStem	BPre17_CopPre_BPre9_BPre3_NStem	CopPre_CopPre_NPrePre9_BPre9_NStem	BPre15_CopPre_NPre9_BPre3_NStem
u_kuba	Conj	NPrePre1a_NStem	Conj	NPrePre1a_NStem
ne_si_cwangciso	AdvPre_NPrePre7_BPre7_NStem	NStem_NStem_NStem	AdvPre_NPrePre7_BPre7_NStem	AdvPre_BPre7_NStem
esi_qinisek_is_a	RelConc7_VRoot_CausExt_VerbTerm	RelConc7_VRoot_CausExt_VerbTerm	RelConc7_VRoot_CausExt_VerbTerm	RelConc7_VRoot_CausExt_VerbTerm
u_kuba	Conj	NPrePre1a_NStem	Conj	NPrePre1a_NStem
bo_nke	QuantConc2_QuantStem	QuantConc2_NStem	QuantConc2_QuantStem	BPre2_NStem
aba_bandakany_ek_a	RelConc2_VRoot_NeutExt_VerbTerm	RelConc2_VRoot_NeutExt_VerbTerm	RelConc2_VRoot_NeutExt_VerbTerm	RelConc2_Intrans_NeutExt_VerbTerm
kw_i_projekthi	LocPre_NPrePre9_NStem	PossConc15_NPrePre4_NStem	LocPre_NPrePre9_NStem	PossConc15_NPrePre4_NStem
ba_ya_kw_az_i	SC2_Pres_BPre15_VRoot_VerbTerm	SC2_Pres_OC15_VRoot_VerbTerm	SC2_Pres_BPre15_VRoot_VerbTerm	SC2_Pres_OC15_VRoot_VerbTerm
oku_lindel_ek_e	RelConc15_VRoot_ApplExt_NeutExt_VerbTerm	RelConc15_VRoot_NeutExt_VerbTerm	RelConc15_VRoot_ApplExt_NeutExt_VerbTerm	RelConc15_VRoot_NeutExt_VerbTerm
ku_bo	LocPre_PronStem2	LocPre_PronStem2	LocPre_PronStem2	LocPre_PronStem2
,	Punc	PUNC	Punc	PUNC
i_n_dlel_a	NPrePre9_BPre9_NStem	NPrePre9_BPre9_VRoot_VerbTerm	NPrePre9_BPre9_NStem	SC4_BPre9_VRoot_VerbTerm
aba_fanel_e	RelConc2_VRoot_VerbTerm	SC6_VRoot_VerbTerm	RelConc2_VRoot_VerbTerm	NegPre_VRoot_VerbTerm
u_ku_kw_enz_a	NPrePre15_BPre15_OC15_VRoot_VerbTerm	SC3_BPre15_OC15_VRoot_VerbTerm	NPrePre15_BPre15_OC15_VRoot_VerbTerm	SC2ps_BPre15_OC15_VRoot_VerbTerm
nga_yo	AdvPre_PronStem9	AdvPre_PronStem9	AdvPre_PronStem9	AdvPre_PronStem9
,	Punc	PUNC	Punc	PUNC
nini	Adv	Interrog	Adv	Interrog
kwaye	Conj	Conj	Conj	Conj
i_yi_n_to_ni	CopPre_SC9_BPre9_NStem_InterrogSuf	BPre4_CopPre_BPre9_NStem_LocSuf	CopPre_SC9_BPre9_NStem_InterrogSuf	BPre4_CopPre_BPre9_NStem_LocSuf
e_ku_funek_a	RelConc9_SC15_VRoot_VerbTerm	LocPre_BPre15_VRoot_VerbTerm	RelConc9_SC15_VRoot_VerbTerm	PossConc6_BPre15_VRoot_VerbTerm
y_enz_iw_e	SC9_VRoot_PassExt_VerbTerm	SC9_VRoot_PassExt_VerbTerm	SC9_VRoot_PassExt_VerbTerm	SC9_VRoot_PassExt_VerbTerm
.	Punc	PUNC	Punc	PUNC
E_nyan_isw_eni	LocPre_NStem_LocSuf	LocPre_VRoot_CausExt_LocSuf	LocPre_NStem_LocSuf	LocPre_NStem_NStem_LocSuf
i_si_cwangciso	NPrePre7_BPre7_NStem	NPrePre4_BPre7_NStem	NPrePre7_BPre7_NStem	NPrePre4_BPre7_NStem
se_projekthi	PossConc7_NPrePre9_NStem	NegPre_NStem	PossConc7_NPrePre9_NStem	PossConc7_NStem
si_yi_n_tsi_ka	CopPre_CopPre_NPrePre9_BPre9_NStem	SC7_OC9_BPre9_NStem_ExclNeg	CopPre_CopPre_NPrePre9_BPre9_NStem	SC7_CopPre_BPre9_NStem_NStem
yo_lawulo	PossConc9_NPrePre11_BPre11_NStem	PossConc9_NStem	PossConc9_NPrePre11_BPre11_NStem	PossConc4_NStem
lwe_projekthi	PossConc11_NPrePre9_NStem	PossConc11_NStem	PossConc11_NPrePre9_NStem	PossConc11_NStem
.	Punc	PUNC	Punc	PUNC
S_enz_a	SC7_VRoot_VerbTerm	SC1_VRoot_VerbTerm	SC7_VRoot_VerbTerm	SC1_VRoot_VerbTerm
i_si_se_ko	NPrePre7_BPre7_NStem	SC4_OC7_AuxVStem_RelSuf	NPrePre7_BPre7_NStem	NPrePre4_BPre7_Pro_RelSuf
a_pho	Dem16_Pos2	PossConc6_PronStem2	Dem16_Pos2	PossConc6_NStem
i_m_pumelelo	NPrePre9_BPre9_NStem	NPrePre4_BPre3_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem
ye_projekthi	PossConc9_NPrePre9_NStem	PossConc9_NStem	PossConc9_NPrePre9_NStem	PossConc9_NStem
i_l_el_e	SC9_VRoot_VerbTerm	SC4_VRoot_ApplExt_VerbTerm	SC9_VRoot_VerbTerm	SC9_VRoot_ApplExt_VerbTerm
khona	Adv	Adv	Adv	Adv
.	Punc	PUNC	Punc	PUNC
Zi_ninzi	CopPre_AdjStem	ProperName_NStem	CopPre_AdjStem	CopPre_NStem
i_zi_zathu	NPrePre8_BPre8_NStem	NPrePre5_BPre7_NStem	NPrePre8_BPre8_NStem	NPrePre4_Pres_NStem
zo_ku_vel_a	PossConc8_NPrePre15_BPre15_VRoot_VerbTerm	AdvPre_OC15_VRoot_VerbTerm	PossConc8_NPrePre15_BPre15_VRoot_VerbTerm	PossConc15_OC15_VRoot_VerbTerm
ko_ngquzulwano	PossConc15_NPrePre11_NStem	BPre15_NStem	PossConc15_NPrePre11_NStem	BPre15_NStem
.	Punc	PUNC	Punc	PUNC
Olu_nye	AdjPref11_AdjStem	AdjPref11_EnumStem	AdjPref11_AdjStem	AdjPref11_AdjStem
'	Punc	PUNC	Punc	PUNC
lu_nga_yi_nene	CopPre_Pot_CopPre_NPrePre9_NStem	NStem_NStem_NStem_NStem	CopPre_Pot_CopPre_NPrePre9_NStem	BPre11_NegPre_OC9_NStem
'	Punc	PUNC	Punc	PUNC
olu_nye	AdjPref11_AdjStem	AdjPref11_EnumStem	AdjPref11_AdjStem	AdjPref11_EnumStem
'	Punc	PUNC	Punc	PUNC
lu_nga_bon_w_a	SC11_Pot_VRoot_PassExt_VerbTerm	SC11_Pot_VRoot_PassExt_VerbTerm	SC11_Pot_VRoot_PassExt_VerbTerm	SC11_Pot_VRoot_PassExt_VerbTerm
'	Punc	PUNC	Punc	PUNC
njenge_n_dlel_a	AdvPre_NPrePre9_BPre9_NStem	AdvPre_BPre9_VRoot_VerbTerm	AdvPre_NPrePre9_BPre9_NStem	AdvPre_NPre9_VRoot_VerbTerm
u_m_ntu	NPrePre1_BPre1_NStem	NPrePre3_BPre1_NStem	NPrePre1_BPre1_NStem	NPrePre1_BPre1_NStem
/	Punc	PUNC	Punc	PUNC
aba_ntu	NPrePre2_BPre2_NStem	RelConc2_NStem	NPrePre2_BPre2_NStem	RelConc2_NStem
aba_bon_a	RelConc2_VRoot_VerbTerm	RelConc2_VRoot_VerbTerm	RelConc2_VRoot_VerbTerm	RelConc2_VRoot_VerbTerm
nga_yo	AdvPre_PronStem9	AdvPre_PronStem9	AdvPre_PronStem9	AdvPre_PronStem9
i_meko	NPrePre9_NStem	NPre9_NStem	NPrePre9_NStem	NPre9_NStem
e_th_ile	RelConc9_VRoot_Perf	RelConc6_VRoot_Perf	RelConc9_VRoot_Perf	SC6_VRoot_Perf
.	Punc	PUNC	Punc	PUNC
I_in_gxelo	NPrePre10_BPre10_NStem	NPrePre9_BPre9_NStem	NPrePre10_BPre10_NStem	NPrePre9_BPre9_NStem
ezi_khutsh_w_a	RelConc10_VRoot_PassExt_VerbTerm	RelConc10_VRoot_PassExt_VerbTerm	RelConc10_VRoot_PassExt_VerbTerm	RelConc10_VRoot_PassExt_VerbTerm
rhoqo	Ideoph	Adv	Ideoph	Adv
_	Punc		Punc	
I_i_Komiti	NPrePre10_BPre10_NStem	NPrePre9_BPre4_NStem	NPrePre10_BPre10_NStem	NPre9_NPre9_NStem
ze_Wadi	PossConc10_NPrePre9_NStem	AdvPre_NStem	PossConc10_NPrePre9_NStem	PossConc6_NStem
ku_funek_a	SC15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm	SC15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm
zi_fuman_e	SC10_VRoot_VerbTerm	SC10_VRoot_VerbTerm	SC10_VRoot_VerbTerm	CopPre_VRoot_VerbTerm
i_n_gxelo	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem
ya_rhoqo	PossConc9_Ideoph	PossConc4_NStem	PossConc9_Ideoph	PossConc4_NStem
ma_lunga	Adv	BPre6_NStem	Adv	BPre6_NStem
ne_n_kqubel_a__phambili	AdvPre_NPrePre9_BPre9_NStem_Adv	NStem_NStem_NStem_NStem_NStem	AdvPre_NPrePre9_BPre9_NStem_Adv	AdvPre_BPre9_VRoot_VerbTerm_NStem
ye_bhunga	PossConc9_NPrePre5_NStem	PossConc9_NStem	PossConc9_NPrePre5_NStem	PossConc9_NStem
.	Punc	PUNC	Punc	PUNC
I_n_ga_buz_a	SC9_Pot_VRoot_VerbTerm	SC4_BPre9_Pot_VRoot_VerbTerm	SC9_Pot_VRoot_VerbTerm	NPrePre9_BPre9_RelConc2_VRoot_VerbTerm
oo_ceba_malunga	BPre2a_NStem_Adv	RelConc3_NStem_NStem	BPre2a_NStem_Adv	RelConc3_NStem_NStem
no_ku_coth_a	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	AdvPre_OC15_VRoot_VerbTerm	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	AdvPre_OC15_VRoot_VerbTerm
kwe_n_kqubel_a__phambili	PossConc15_NPrePre9_BPre9_NStem_Adv	PossConc15_BPre9_VRoot_VerbTerm_NStem	PossConc15_NPrePre9_BPre9_NStem_Adv	PossConc15_BPre9_VRoot_VerbTerm_Adv
i_ze	SC9_AuxVStem	NPrePre4_NStem	SC9_AuxVStem	NPrePre4_NStem
i_cebis_e	SC9_VRoot_VerbTerm	SC9_VRoot_VerbTerm	SC9_VRoot_VerbTerm	SC9_VRoot_VerbTerm
i_in_dlel_a	NPrePre10_BPre10_NStem	SC4_BPre9_VRoot_VerbTerm	NPrePre10_BPre10_NStem	SC4_BPre9_VRoot_VerbTerm
zo_ku_hlangabez_ana	PossConc10_NPrePre15_BPre15_VRoot_RecipExt_VerbTerm	PossConc15_BPre15_VRoot_DimSuf	PossConc10_NPrePre15_BPre15_VRoot_RecipExt_VerbTerm	Fut_OC15_VRoot_DimSuf
ne_zi_cwangciso	AdvPre_NPrePre8_BPre8_NStem	NStem_NStem_NStem	AdvPre_NPrePre8_BPre8_NStem	AdvPre_BPre7_NStem
nge_n_dlel_a	AdvPre_NPrePre9_BPre9_NStem	AdvPre_BPre9_VRoot_VerbTerm	AdvPre_NPrePre9_BPre9_NStem	AdvPre_BPre9_VRoot_VerbTerm
e_sebenz_a_yo	RelConc9_VRoot_VerbTerm_RelSuf	LocPre_VRoot_VerbTerm_PronStem9	RelConc9_VRoot_VerbTerm_RelSuf	LocPre_VRoot_VerbTerm_RelSuf
.	Punc	PUNC	Punc	PUNC
U_ku_thath_a	NPrePre15_BPre15_VRoot_VerbTerm	SC1_OC15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	SC2ps_OC15_VRoot_VerbTerm
i_n_xaxheba	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem
y_i_n_kqubo	CopPre_NPrePre9_BPre9_NStem	CopPre_NPrePre9_BPre9_NStem	CopPre_NPrePre9_BPre9_NStem	CopPre_NPrePre9_BPre9_NStem
e_dinga	RelConc9_VRoot_VerbTerm	LocPre_NStem	RelConc9_VRoot_VerbTerm	LocPre_NStem
u_ku_quk_w_a	NPrePre15_BPre15_VRoot_PassExt_VerbTerm	SC3_OC15_VRoot_PassExt_VerbTerm	NPrePre15_BPre15_VRoot_PassExt_VerbTerm	SC3_OC15_VRoot_PassExt_VerbTerm
kwa_ba_hlali	PossConc15_NPrePre2_BPre2_NStem	PossConc15_BPre2_NStem	PossConc15_NPrePre2_BPre2_NStem	PossConc15_BPre2_NStem
ku_wo	LocPre_PronStem6	LocPre_PronStem6	LocPre_PronStem6	LocPre_PronStem6
o_nke	QuantConc6_QuantStem	QuantConc6_NStem	QuantConc6_QuantStem	QuantConc6_Adv
a_ma_nyathelo	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem
.	Punc	PUNC	Punc	PUNC
I_i_Komiti	NPrePre10_BPre10_NStem	NPrePre4_BPre9_NStem	NPrePre10_BPre10_NStem	NPre9_NPre9_NStem
ze_Wadi	PossConc10_NPrePre9_NStem	PossConc3_NStem	PossConc10_NPrePre9_NStem	PossConc8_NStem
zi_dinga	SC10_VRoot_VerbTerm	CopPre_NStem	SC10_VRoot_VerbTerm	CopPre_NStem
u_ku_fuman_a	NPrePre15_BPre15_VRoot_VerbTerm	SC3_OC15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	SC2ps_OC15_VRoot_VerbTerm
i_n_dlel_a	NPrePre9_BPre9_NStem	NPrePre9_BPre9_VRoot_VerbTerm	NPrePre9_BPre9_NStem	SC4_BPre9_VRoot_VerbTerm
e_ngcono	RelConc9_RelStem	LocPre_NStem	RelConc9_RelStem	LocPre_NStem
yo_ku_dlul_is_a	PossConc9_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	PossConc9_OC15_VRoot_CausExt_VerbTerm	PossConc9_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	PossConc4_OC15_VRoot_CausExt_VerbTerm
u_m_yalezo	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem
ngo_ku_xhomekek_e	AdvPre_RelConc15_VRoot_VerbTerm	AdvPre_OC15_VRoot_VerbTerm	AdvPre_RelConc15_VRoot_VerbTerm	CopPre_OC15_VRoot_VerbTerm
k_ukuba	CopPre_Conj	BPre15_NStem	CopPre_Conj	AdvPre_NStem
w_enz_el_w_e	SC3_VRoot_ApplExt_PassExt_VerbTerm	SC3_VRoot_ApplExt_PassExt_VerbTerm	SC3_VRoot_ApplExt_PassExt_VerbTerm	SC3_VRoot_ApplExt_PassExt_VerbTerm
bani	Interrog	Interrog	Interrog	Interrog
na	Interrog	AdvPre	Interrog	AdvPre
loo	Dem3_Pos2	CDEM01	Dem3_Pos2	CDEM01
m_yalezou_m_zekelo	BPre3_NStem_NPrePre3_BPre3_NStem	BPre3_NStem_BPre3_NStem	BPre3_NStem_NPrePre3_BPre3_NStem	BPre3_NStem_BPre3_NStem
u_kuba	Conj	NPrePre1a_NStem	Conj	NPrePre1a_NStem
u_m_ba	NPrePre3_BPre3_NStem	SC1a_OC1_AuxVStem	NPrePre3_BPre3_NStem	SC1_VRoot_AuxVStem
u_bandakany_a	SC3_VRoot_VerbTerm	SC2ps_VRoot_VerbTerm	SC3_VRoot_VerbTerm	SC2ps_VRoot_VerbTerm
u_lu_tsha	NPrePre11_BPre11_AdjStem	NPrePre1a_BPre11_NStem	NPrePre11_BPre11_AdjStem	NPrePre1a_BPre11_NStem
i_n_gxelo	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem
i_nga_nik_w_a	SC9_BPre9_VRoot_PassExt_VerbTerm	SC4_Pot_VRoot_PassExt_VerbTerm	SC9_BPre9_VRoot_PassExt_VerbTerm	SC4_Pot_VRoot_PassExt_VerbTerm
kw_i_si_tishi	LocPre_NPrePre7_BPre7_NStem	PossConc15_NPrePre5_BPre7_NStem	LocPre_NPrePre7_BPre7_NStem	PossConc15_BPre4_BPre7_NStem
si_ka_nomathotholo	PossConc7_PossKA_NStem	BPre7_ExclNeg_NStem	PossConc7_PossKA_NStem	BPre7_AdvPre_NStem
wa_s_e_ku_hlal_e_ni	PossConc1a_PreLoc-s_LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	PossConc3_PreLocs_LocPre_BPre15_VRoot_VerbTerm_LocSuf	PossConc1a_PreLoc-s_LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	PossConc3_PreLocs_LocPre_BPre15_VRoot_VerbTerm_LocSuf
okanye	Conj	Conj	Conj	Conj
k_om_nye	LocPre_AdjPref3_AdjStem	LocPre_AdjPref1_AdjStem	LocPre_AdjPref3_AdjStem	AdvPre_AdjPref1_AdjStem
u_m_cimbi	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem
olu_bandakany_ek_a	RelConc11_VRoot_NeutExt_VerbTerm	RelConc15_VRoot_VerbExt_VerbTerm	RelConc11_VRoot_NeutExt_VerbTerm	RelConc11_VRoot_NeutExt_VerbTerm
ku_wo	LocPre_PronStem3	LocPre_PronStem6	LocPre_PronStem3	LocPre_PronStem6
u_lu_tsha	NPrePre11_BPre11_AdjStem	NPrePre1a_BPre11_NStem	NPrePre11_BPre11_AdjStem	NPrePre1a_BPre11_NStem
.	Punc	PUNC	Punc	PUNC
O_nke	QuantConc6_QuantStem	QuantConc6_QuantStem	QuantConc6_QuantStem	QuantConc6_Adv
a_ma_candelo	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem
olu_ntu	PossConc6_NPrePre11_BPre11_NStem	RelConc11_NStem	PossConc6_NPrePre11_BPre11_NStem	BPre11_NStem
,	Punc	PUNC	Punc	PUNC
u_ku_quk_a	NPrePre15_BPre15_VRoot_VerbTerm	SC3_OC15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	SC2ps_OC15_VRoot_VerbTerm
i_qumrhu	NPrePre5_BPre5_NStem	NPrePre4_NStem	NPrePre5_BPre5_NStem	NPrePre4_NStem
l_o_wiso__m_thetho	PossConc5_NPrePre11_BPre11_NStem_BPre3_NStem	PossConc5_LocPre_NStem_BPre3_NStem	PossConc5_NPrePre11_BPre11_NStem_BPre3_NStem	PossConc5_LocPre_NStem_BPre3_NStem
ne_e_jaji	AdvPre_NPrePre10_BPre10_NStem	NStem_NStem_NStem	AdvPre_NPrePre10_BPre10_NStem	AdvPre_LocPre_NStem
ze_li_zwe	PossConc10_NPrePre5_BPre5_NStem	PossConc5_BPre5_NStem	PossConc10_NPrePre5_BPre5_NStem	PossConc5_BPre5_NStem
jikelel_e	Adv	VRoot_VerbTerm	Adv	VRoot_VerbTerm
,	Punc	PUNC	Punc	PUNC
ku_mel_e	SC15_AuxVStem	SC15_VRoot_VerbTerm	SC15_AuxVStem	SC15_VRoot_VerbTerm
a_qinisek_is_e	SC6_VRoot_CausExt_VerbTerm	SC6_VRoot_CausExt_VerbTerm	SC6_VRoot_CausExt_VerbTerm	SC6_VRoot_CausExt_VerbTerm
u_kuba	Conj	NPrePre1a_NStem	Conj	NPrePre1a_NStem
i_zi_qhamo	NPrePre8_BPre8_NStem	NPrePre4_BPre7_NStem	NPrePre8_BPre8_NStem	NPrePre4_BPre4_NStem
zo_phuhliso	PossConc10_NPrePre11_BPre11_NStem	RelConc3_NStem	PossConc10_NPrePre11_BPre11_NStem	PossConc9_NStem
z_ongez_el_ek_a	SC8_VRoot_ApplExt_NeutExt_VerbTerm	CopPre_VRoot_ApplExt_NPas_VerbTerm	SC8_VRoot_ApplExt_NeutExt_VerbTerm	SC10_VRoot_ApplExt_NPas_VerbTerm
kwa_bo	PossConc15_PronStem2	PossConc15_PronStem2	PossConc15_PronStem2	PossConc15_PronStem2
ba_nga_bon_a	CopPre_CopPre_PronStem2_PronSuf	SC2_Pot_VRoot_VerbTerm	CopPre_CopPre_PronStem2_PronSuf	SC2_Pot_VRoot_VerbTerm
ba_hlelelek_il_e_yo	RelConc2_VRoot_Perf_VerbTerm_RelSuf	SC2_VRoot_ApplExt_VerbTerm_RelSuf	RelConc2_VRoot_Perf_VerbTerm_RelSuf	SC2_VRoot_ApplExt_VerbTerm_RelSuf
kwaye	Conj	Conj	Conj	Conj
be_nga_bon_a	CopPre_CopPre_PronStem2_PronSuf	PossConc2_Pot_VRoot_VerbTerm	CopPre_CopPre_PronStem2_PronSuf	AuxVStem_Pot_VRoot_VerbTerm
ba_chweth_el_w_a	SC2_VRoot_ApplExt_PassExt_VerbTerm	SC2_VRoot_ApplExt_PassExt_VerbTerm	SC2_VRoot_ApplExt_PassExt_VerbTerm	SC2_VRoot_ApplExt_PassExt_VerbTerm
e_cale_ni	LocPre_NPrePre5_BPre5_NStem_LocSuf	LocPre_NStem_LocSuf	LocPre_NPrePre5_BPre5_NStem_LocSuf	LocPre_NStem_LocSuf
,	Punc	PUNC	Punc	PUNC
be_bhang_is_a	SC2_VRoot_CausExt_VerbTerm	SC2_VRoot_CausExt_VerbTerm	SC2_VRoot_CausExt_VerbTerm	SC2_VRoot_CausExt_VerbTerm
i_in_zame	NPrePre10_BPre10_NStem	NPrePre9_BPre9_NStem	NPrePre10_BPre10_NStem	BPre9_BPre9_NStem
ezi_nga_kho	RelConc10_Pot_Adv	RelConc10_NegPre_Adv	RelConc10_Pot_Adv	RelConc10_NegPre_Adv
nga_bo	AdvPre_PronStem2	AdvPre_PronStem2	AdvPre_PronStem2	AdvPre_PronStem2
ba_zi_ngcungcu	RelConc2_CopPre_NPrePre10_BPre10_NStem	PossConc2a_Fut_NStem	RelConc2_CopPre_NPrePre10_BPre10_NStem	BPre2_Pres_NStem
