morphemes	target_surface_gold	prediction_surface_gold	target_surface_pred	prediction_surface_pred
ba_ya_kw_az_i	SC2_Pres_BPre15_VRoot_VerbTerm	SC2_Pres_BPre15_VRoot_VerbTerm	SC2_Pres_BPre15_VRoot_VerbTerm	SC2_Pres_BPre15_VRoot_VerbTerm
oku_lindel_ek_e	RelConc15_VRoot_ApplExt_NeutExt_VerbTerm	RelConc15_VRoot_NeutExt_VerbTerm	RelConc15_VRoot_ApplExt_NeutExt_VerbTerm	RelConc15_VRoot_NeutExt_VerbTerm
ku_bo	LocPre_PronStem2	LocPre_PronStem2	LocPre_PronStem2	LocPre_PronStem2
,	Punc	PUNC	Punc	PUNC
i_n_dlel_a	NPrePre9_BPre9_NStem	NPrePre9_BPre9_VRoot_VerbTerm	NPrePre9_BPre9_NStem	NPrePre9_BPre9_VRoot_VerbTerm
aba_fanel_e	RelConc2_VRoot_VerbTerm	RelConc2_VRoot_VerbTerm	RelConc2_VRoot_VerbTerm	RelConc2_VRoot_VerbTerm
u_ku_kw_enz_a	NPrePre15_BPre15_OC15_VRoot_VerbTerm	NPrePre15_BPre15_OC15_VRoot_VerbTerm	NPrePre15_BPre15_OC15_VRoot_VerbTerm	NPrePre15_BPre15_OC15_VRoot_VerbTerm
nga_yo	AdvPre_PronStem9	AdvPre_PronStem9	AdvPre_PronStem9	AdvPre_PronStem9
,	Punc	PUNC	Punc	PUNC
nini	Adv	Adv	Adv	Adv
kwaye	Conj	Conj	Conj	Conj
i_yi_n_to_ni	CopPre_SC9_BPre9_NStem_InterrogSuf	CopPre_CopPre_BPre9_NStem_InterrogSuf	CopPre_SC9_BPre9_NStem_InterrogSuf	CopPre_CopPre_BPre9_NStem_InterrogSuf
e_ku_funek_a	RelConc9_SC15_VRoot_VerbTerm	RelConc9_SC15_VRoot_VerbTerm	RelConc9_SC15_VRoot_VerbTerm	RelConc9_SC15_VRoot_VerbTerm
y_enz_iw_e	SC9_VRoot_PassExt_VerbTerm	SC9_VRoot_PassExt_VerbTerm	SC9_VRoot_PassExt_VerbTerm	SC9_VRoot_PassExt_VerbTerm
.	Punc	PUNC	Punc	PUNC
E_nyan_isw_eni	LocPre_NStem_LocSuf	LocPre_VRoot_CausExt_LocSuf	LocPre_NStem_LocSuf	LocPre_NStem_CausExt_LocSuf
i_si_cwangciso	NPrePre7_BPre7_NStem	NPrePre7_BPre7_NStem	NPrePre7_BPre7_NStem	NPrePre7_BPre7_NStem
se_projekthi	PossConc7_NPrePre9_NStem	PossConc7_NStem	PossConc7_NPrePre9_NStem	PossConc7_NStem
si_yi_n_tsi_ka	CopPre_CopPre_NPrePre9_BPre9_NStem	CopPre_CopPre_BPre9_NStem_NStem	CopPre_CopPre_NPrePre9_BPre9_NStem	CopPre_CopPre_BPre9_NStem_PossKA
yo_lawulo	PossConc9_NPrePre11_BPre11_NStem	PossConc9_BPre11	PossConc9_NPrePre11_BPre11_NStem	PossConc9_BPre11
lwe_projekthi	PossConc11_NPrePre9_NStem	PossConc11_NStem	PossConc11_NPrePre9_NStem	PossConc11_NStem
.	Punc	PUNC	Punc	PUNC
S_enz_a	SC7_VRoot_VerbTerm	SC1pp_VRoot_VerbTerm	SC7_VRoot_VerbTerm	SC1pp_VRoot_VerbTerm
i_si_se_ko	NPrePre7_BPre7_NStem	NPrePre7_BPre7_CopPre_PronStem15	NPrePre7_BPre7_NStem	NPrePre7_BPre7_NStem_PronStem15
a_pho	Dem16_Pos2	PossConc6_CDEMLOC	Dem16_Pos2	PossConc6_PossPron
i_m_pumelelo	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem
ye_projekthi	PossConc9_NPrePre9_NStem	PossConc9_NStem	PossConc9_NPrePre9_NStem	PossConc9_NStem
i_l_el_e	SC9_VRoot_VerbTerm	SC9_VRoot_ApplExt_VerbTerm	SC9_VRoot_VerbTerm	SC9_VRoot_ApplExt_VerbTerm
khona	Adv	Adv	Adv	Adv
.	Punc	PUNC	Punc	PUNC
Zi_ninzi	CopPre_AdjStem	CopPre_AdjStem	CopPre_AdjStem	CopPre_AdjStem
i_zi_zathu	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem
zo_ku_vel_a	PossConc8_NPrePre15_BPre15_VRoot_VerbTerm	PossConc8_BPre15_VRoot_VerbTerm	PossConc8_NPrePre15_BPre15_VRoot_VerbTerm	PossConc8_BPre15_VRoot_VerbTerm
ko_ngquzulwano	PossConc15_NPrePre11_NStem	PossConc15_NStem	PossConc15_NPrePre11_NStem	PossConc15_NStem
.	Punc	PUNC	Punc	PUNC
Olu_nye	AdjPref11_AdjStem	AdjPref11_AdjStem	AdjPref11_AdjStem	AdjPref11_AdjStem
'	Punc	PUNC	Punc	PUNC
lu_nga_yi_nene	CopPre_Pot_CopPre_NPrePre9_NStem	CopPre_Pot_CopPre_NStem	CopPre_Pot_CopPre_NPrePre9_NStem	CopPre_Pot_CopPre_NStem
'	Punc	PUNC	Punc	PUNC
olu_nye	AdjPref11_AdjStem	AdjPref11_AdjStem	AdjPref11_AdjStem	AdjPref11_AdjStem
'	Punc	PUNC	Punc	PUNC
lu_nga_bon_w_a	SC11_Pot_VRoot_PassExt_VerbTerm	SC11_Pot_VRoot_PassExt_VerbTerm	SC11_Pot_VRoot_PassExt_VerbTerm	SC11_Pot_VRoot_PassExt_VerbTerm
'	Punc	PUNC	Punc	PUNC
njenge_n_dlel_a	AdvPre_NPrePre9_BPre9_NStem	AdvPre_BPre9_VRoot_VerbTerm	AdvPre_NPrePre9_BPre9_NStem	AdvPre_BPre9_VRoot_VerbTerm
u_m_ntu	NPrePre1_BPre1_NStem	NPrePre1_BPre1_NStem	NPrePre1_BPre1_NStem	NPrePre1_BPre1_NStem
/	Punc	PUNC	Punc	PUNC
aba_ntu	NPrePre2_BPre2_NStem	RelConc2_NStem	NPrePre2_BPre2_NStem	RelConc2_NStem
aba_bon_a	RelConc2_VRoot_VerbTerm	RelConc2_VRoot_VerbTerm	RelConc2_VRoot_VerbTerm	RelConc2_VRoot_VerbTerm
nga_yo	AdvPre_PronStem9	AdvPre_PronStem9	AdvPre_PronStem9	AdvPre_PronStem9
i_meko	NPrePre9_NStem	NPrePre9_NStem	NPrePre9_NStem	NPrePre9_NStem
e_th_ile	RelConc9_VRoot_Perf	RelConc9_VRoot_Perf	RelConc9_VRoot_Perf	RelConc9_VRoot_Perf
.	Punc	PUNC	Punc	PUNC
I_in_gxelo	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem
ezi_khutsh_w_a	RelConc10_VRoot_PassExt_VerbTerm	RelConc10_VRoot_PassExt_VerbTerm	RelConc10_VRoot_PassExt_VerbTerm	RelConc10_VRoot_PassExt_VerbTerm
rhoqo	Ideoph	Ideoph	Ideoph	Ideoph
_	Punc		Punc	
I_i_Komiti	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem
ze_Wadi	PossConc10_NPrePre9_NStem	PossConc10_ProperName	PossConc10_NPrePre9_NStem	PossConc8_NStem
ku_funek_a	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm
zi_fuman_e	SC10_VRoot_VerbTerm	SC10_VRoot_VerbTerm	SC10_VRoot_VerbTerm	SC10_VRoot_VerbTerm
i_n_gxelo	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem
ya_rhoqo	PossConc9_Ideoph	PossConc9_Ideoph	PossConc9_Ideoph	PossConc9_Ideoph
ma_lunga	Adv	BPre6_NStem	Adv	BPre6_NStem
ne_n_kqubel_a__phambili	AdvPre_NPrePre9_BPre9_NStem_Adv	AdvPre_BPre9_VRoot_VerbTerm_Adv	AdvPre_NPrePre9_BPre9_NStem_Adv	AdvPre_BPre9_VRoot_VerbTerm_Adv
ye_bhunga	PossConc9_NPrePre5_NStem	PossConc9_NStem	PossConc9_NPrePre5_NStem	PossConc9_NStem
.	Punc	PUNC	Punc	PUNC
I_n_ga_buz_a	SC9_Pot_VRoot_VerbTerm	SC9_BPre9_OC2_VRoot_VerbTerm	SC9_Pot_VRoot_VerbTerm	SC9_BPre9_Pres_VRoot_VerbTerm
oo_ceba_malunga	BPre2a_NStem_Adv	NPrePre2a_NStem_Adv	BPre2a_NStem_Adv	NPrePre2a_NStem_Adv
no_ku_coth_a	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	AdvPre_BPre15_VRoot_VerbTerm	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	AdvPre_BPre15_VRoot_VerbTerm
kwe_n_kqubel_a__phambili	PossConc15_NPrePre9_BPre9_NStem_Adv	PossConc15_BPre9_VRoot_VerbTerm_Adv	PossConc15_NPrePre9_BPre9_NStem_Adv	PossConc15_BPre9_VRoot_VerbTerm_Adv
i_ze	SC9_AuxVStem	SC9_AuxVStem	SC9_AuxVStem	SC9_AuxVStem
i_cebis_e	SC9_VRoot_VerbTerm	SC9_VRoot_VerbTerm	SC9_VRoot_VerbTerm	SC9_VRoot_VerbTerm
i_in_dlel_a	NPrePre10_BPre10_NStem	NPrePre10_BPre10_VRoot_VerbTerm	NPrePre10_BPre10_NStem	NPrePre10_BPre10_VRoot_VerbTerm
zo_ku_hlangabez_ana	PossConc10_NPrePre15_BPre15_VRoot_RecipExt_VerbTerm	PossConc10_BPre15_VRoot_DimSuf	PossConc10_NPrePre15_BPre15_VRoot_RecipExt_VerbTerm	PossConc8_BPre15_VRoot_DimSuf
ne_zi_cwangciso	AdvPre_NPrePre8_BPre8_NStem	AdvPre_BPre8_NStem	AdvPre_NPrePre8_BPre8_NStem	AdvPre_BPre8_NStem
nge_n_dlel_a	AdvPre_NPrePre9_BPre9_NStem	AdvPre_BPre9_VRoot_VerbTerm	AdvPre_NPrePre9_BPre9_NStem	AdvPre_BPre9_VRoot_VerbTerm
e_sebenz_a_yo	RelConc9_VRoot_VerbTerm_RelSuf	RelConc9_VRoot_VerbTerm_RelSuf	RelConc9_VRoot_VerbTerm_RelSuf	RelConc9_VRoot_VerbTerm_RelSuf
.	Punc	PUNC	Punc	PUNC
U_ku_thath_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm
i_n_xaxheba	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem
y_i_n_kqubo	CopPre_NPrePre9_BPre9_NStem	CopPre_NPrePre9_BPre9_NStem	CopPre_NPrePre9_BPre9_NStem	CopPre_NPrePre9_BPre9_NStem
e_dinga	RelConc9_VRoot_VerbTerm	PossConc6_BPre5	RelConc9_VRoot_VerbTerm	PossConc6_BPre5
u_ku_quk_w_a	NPrePre15_BPre15_VRoot_PassExt_VerbTerm	NPrePre15_BPre15_VRoot_PassExt_VerbTerm	NPrePre15_BPre15_VRoot_PassExt_VerbTerm	NPrePre15_BPre15_VRoot_PassExt_VerbTerm
kwa_ba_hlali	PossConc15_NPrePre2_BPre2_NStem	PossConc15_BPre2_NStem	PossConc15_NPrePre2_BPre2_NStem	PossConc15_BPre2_NStem
ku_wo	LocPre_PronStem6	LocPre_PronStem6	LocPre_PronStem6	LocPre_PronStem6
o_nke	QuantConc6_QuantStem	QuantConc6_QuantStem	QuantConc6_QuantStem	QuantConc6_QuantStem
a_ma_nyathelo	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem
.	Punc	PUNC	Punc	PUNC
I_i_Komiti	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem
ze_Wadi	PossConc10_NPrePre9_NStem	PossConc10_ProperName	PossConc10_NPrePre9_NStem	PossConc10_NStem
zi_dinga	SC10_VRoot_VerbTerm	BPre8_NStem	SC10_VRoot_VerbTerm	BPre8_NStem
u_ku_fuman_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm
i_n_dlel_a	NPrePre9_BPre9_NStem	NPrePre9_BPre9_VRoot_VerbTerm	NPrePre9_BPre9_NStem	NPrePre9_BPre9_VRoot_VerbTerm
e_ngcono	RelConc9_RelStem	RelConc9_RelStem	RelConc9_RelStem	RelConc9_RelStem
yo_ku_dlul_is_a	PossConc9_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	PossConc9_BPre15_VRoot_CausExt_VerbTerm	PossConc9_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	PossConc9_BPre15_VRoot_CausExt_VerbTerm
u_m_yalezo	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem
ngo_ku_xhomekek_e	AdvPre_RelConc15_VRoot_VerbTerm	AdvPre_BPre15_VRoot_VerbTerm	AdvPre_RelConc15_VRoot_VerbTerm	AdvPre_BPre15_VRoot_VerbTerm
k_ukuba	CopPre_Conj	CopPre_Conj	CopPre_Conj	CopPre_Conj
w_enz_el_w_e	SC3_VRoot_ApplExt_PassExt_VerbTerm	SC3_VRoot_ApplExt_PassExt_VerbTerm	SC3_VRoot_ApplExt_PassExt_VerbTerm	SC3_VRoot_ApplExt_PassExt_VerbTerm
bani	Interrog	Interrog	Interrog	Interrog
na	Interrog	Interrog	Interrog	Interrog
loo	Dem3_Pos2	CDEM03	Dem3_Pos2	CDEM03
m_yalezou_m_zekelo	BPre3_NStem_NPrePre3_BPre3_NStem	BPre3_NStem_BPre3_NStem	BPre3_NStem_NPrePre3_BPre3_NStem	BPre3_NStem_BPre3_NStem
u_kuba	Conj	CopPre_Conj	Conj	Conj_Conj
u_m_ba	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem
u_bandakany_a	SC3_VRoot_VerbTerm	SC3_VRoot_VerbTerm	SC3_VRoot_VerbTerm	SC3_VRoot_VerbTerm
u_lu_tsha	NPrePre11_BPre11_AdjStem	NPrePre11_BPre11_AdjStem	NPrePre11_BPre11_AdjStem	NPrePre11_BPre11_AdjStem
i_n_gxelo	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem
i_nga_nik_w_a	SC9_BPre9_VRoot_PassExt_VerbTerm	SC9_Pot_VRoot_PassExt_VerbTerm	SC9_BPre9_VRoot_PassExt_VerbTerm	SC9_Pot_VRoot_PassExt_VerbTerm
kw_i_si_tishi	LocPre_NPrePre7_BPre7_NStem	LocPre_NPrePre7_BPre7_NStem	LocPre_NPrePre7_BPre7_NStem	LocPre_NPrePre7_BPre7_NStem
si_ka_nomathotholo	PossConc7_PossKA_NStem	PossConc7_PossKA_NStem	PossConc7_PossKA_NStem	PossConc7_PossKA_NStem
wa_s_e_ku_hlal_e_ni	PossConc1a_PreLoc-s_LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	PossConc1a_PreLocs_LocPre_BPre15_VRoot_VerbTerm_LocSuf	PossConc1a_PreLoc-s_LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	PossConc1a_PreLocs_LocPre_BPre15_VRoot_VerbTerm_LocSuf
okanye	Conj	Conj	Conj	Conj
k_om_nye	LocPre_AdjPref3_AdjStem	LocPre_AdjPref1_AdjStem	LocPre_AdjPref3_AdjStem	LocPre_AdjPref1_AdjStem
u_m_cimbi	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem
olu_bandakany_ek_a	RelConc11_VRoot_NeutExt_VerbTerm	RelConc11_VRoot_NeutExt_VerbTerm	RelConc11_VRoot_NeutExt_VerbTerm	RelConc11_VRoot_NeutExt_VerbTerm
ku_wo	LocPre_PronStem3	LocPre_PronStem6	LocPre_PronStem3	LocPre_PronStem6
u_lu_tsha	NPrePre11_BPre11_AdjStem	NPrePre11_BPre11_AdjStem	NPrePre11_BPre11_AdjStem	NPrePre11_BPre11_AdjStem
.	Punc	PUNC	Punc	PUNC
O_nke	QuantConc6_QuantStem	QuantConc6_QuantStem	QuantConc6_QuantStem	QuantConc6_QuantStem
a_ma_candelo	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem
olu_ntu	PossConc6_NPrePre11_BPre11_NStem	RelConc11_NStem	PossConc6_NPrePre11_BPre11_NStem	RelConc11_NStem
,	Punc	PUNC	Punc	PUNC
u_ku_quk_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm
i_qumrhu	NPrePre5_BPre5_NStem	NPrePre5_NStem	NPrePre5_BPre5_NStem	NPrePre5_NStem
l_o_wiso__m_thetho	PossConc5_NPrePre11_BPre11_NStem_BPre3_NStem	PossConc11_PossConc6_NStem_BPre3_NStem	PossConc5_NPrePre11_BPre11_NStem_BPre3_NStem	PossConc11_RelConc1a_BPre11_BPre3_BPre3
ne_e_jaji	AdvPre_NPrePre10_BPre10_NStem	AdvPre_NPrePre9_NStem	AdvPre_NPrePre10_BPre10_NStem	AdvPre_BPre10_NStem
ze_li_zwe	PossConc10_NPrePre5_BPre5_NStem	PossConc10_BPre5_NStem	PossConc10_NPrePre5_BPre5_NStem	PossConc10_BPre5_NStem
jikelel_e	Adv	VRoot_VerbTerm	Adv	VRoot_VerbTerm
,	Punc	PUNC	Punc	PUNC
ku_mel_e	SC15_AuxVStem	SC15_VRoot_VerbTerm	SC15_AuxVStem	SC15_VRoot_VerbTerm
a_qinisek_is_e	SC6_VRoot_CausExt_VerbTerm	SC6_VRoot_CausExt_VerbTerm	SC6_VRoot_CausExt_VerbTerm	SC6_VRoot_CausExt_VerbTerm
u_kuba	Conj	CopPre_Conj	Conj	NPrePre15_Conj
i_zi_qhamo	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem
zo_phuhliso	PossConc10_NPrePre11_BPre11_NStem	PossConc10_BPre11	PossConc10_NPrePre11_BPre11_NStem	PossConc10_BPre11
z_ongez_el_ek_a	SC8_VRoot_ApplExt_NeutExt_VerbTerm	SC10_VRoot_ApplExt_NeutExt_VerbTerm	SC8_VRoot_ApplExt_NeutExt_VerbTerm	SC10_VRoot_ApplExt_NeutExt_VerbTerm
kwa_bo	PossConc15_PronStem2	PossConc15_PronStem2	PossConc15_PronStem2	PossConc15_PronStem2
ba_nga_bon_a	CopPre_CopPre_PronStem2_PronSuf	SC2_Pot_VRoot_VerbTerm	CopPre_CopPre_PronStem2_PronSuf	SC2_Pot_VRoot_VerbTerm
ba_hlelelek_il_e_yo	RelConc2_VRoot_Perf_VerbTerm_RelSuf	RelConc2_VRoot_Perf_VerbTerm_RelSuf	RelConc2_VRoot_Perf_VerbTerm_RelSuf	RelConc2_VRoot_Perf_VerbTerm_RelSuf
kwaye	Conj	Conj	Conj	Conj
be_nga_bon_a	CopPre_CopPre_PronStem2_PronSuf	SC2_Pot_VRoot_VerbTerm	CopPre_CopPre_PronStem2_PronSuf	SC2_Pot_VRoot_VerbTerm
ba_chweth_el_w_a	SC2_VRoot_ApplExt_PassExt_VerbTerm	SC2_VRoot_ApplExt_PassExt_VerbTerm	SC2_VRoot_ApplExt_PassExt_VerbTerm	SC2_VRoot_ApplExt_PassExt_VerbTerm
e_cale_ni	LocPre_NPrePre5_BPre5_NStem_LocSuf	LocPre_BPre5_NStem	LocPre_NPrePre5_BPre5_NStem_LocSuf	LocPre_BPre5_NStem
,	Punc	PUNC	Punc	PUNC
be_bhang_is_a	SC2_VRoot_CausExt_VerbTerm	SC2_VRoot_CausExt_VerbTerm	SC2_VRoot_CausExt_VerbTerm	SC2_VRoot_CausExt_VerbTerm
i_in_zame	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem
ezi_nga_kho	RelConc10_Pot_Adv	RelConc10_NegPre_Adv	RelConc10_Pot_Adv	RelConc10_Pot_Adv
nga_bo	AdvPre_PronStem2	AdvPre_PronStem2	AdvPre_PronStem2	AdvPre_PronStem2
ba_zi_ngcungcu	RelConc2_CopPre_NPrePre10_BPre10_NStem	PossConc2_BPre8_NStem	RelConc2_CopPre_NPrePre10_BPre10_NStem	PossConc2_BPre8_NStem
e_ku_khusel_e_ni	LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	LocPre_BPre15_VRoot_VerbTerm_LocSuf	LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	LocPre_BPre15_VRoot_VerbTerm_LocSuf
i_mi_dla	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem
e_y_e_ya_bo	RelConc4_CopPre_LocPre_PossConc4_PronStem2	RelConc4_CopPre_RelConc9_PossConc9_PronStem2	RelConc4_CopPre_LocPre_PossConc4_PronStem2	RelConc9_CopPre_RelConc9_PossConc9_PronStem2
kw_i_n_dleko	LocPre_NPrePre9_BPre9_NStem	LocPre_NPrePre9_BPre9_NStem	LocPre_NPrePre9_BPre9_NStem	LocPre_NPrePre9_BPre9_NStem
yo_lu_ntu	PossConc9_NPrePre11_BPre11_NStem	PossConc9_BPre11_NStem	PossConc9_NPrePre11_BPre11_NStem	PossConc9_BPre11_NStem
olu_nge_na_ma_ndla	RelConc11_NegPre_CopPre_NPrePre6_BPre6_NStem	RelConc11_NegPre_CopPre_BPre6_NStem	RelConc11_NegPre_CopPre_NPrePre6_BPre6_NStem	RelConc11_NegPre_CopPre_BPre6_NStem
.	Punc	PUNC	Punc	PUNC
U_Mzantsi	NPrePre3_ProperName	NPrePre3_ProperName	NPrePre3_ProperName	NPrePre3_ProperName
Afrika	ProperName	ProperName	ProperName	ProperName
ku_mel_e	SC15_AuxVStem	SC15_VRoot_VerbTerm	SC15_AuxVStem	SC15_VRoot_VerbTerm
u_sebenz_is_e	SC3_VRoot_CausExt_VerbTerm	SC2ps_VRoot_CausExt_VerbTerm	SC3_VRoot_CausExt_VerbTerm	SC2ps_VRoot_CausExt_VerbTerm
a_ma_ndla	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem
a_wo	PossConc6_PronStem3	PossConc6_PronStem6	PossConc6_PronStem3	PossConc6_PronStem6
u_kw_and_is_a	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_VerbTerm
oku_thuny_el_w_a	RelConc15_Intrans_ApplExt_PassExt_VerbTerm	RelConc15_VRoot_ApplExt_PassExt_VerbTerm	RelConc15_Intrans_ApplExt_PassExt_VerbTerm	RelConc15_VRoot_ApplExt_PassExt_VerbTerm
kwa_ma_nye	PossConc15_AdjPref6_AdjStem	PossConc15_AdjPref6_AdjStem	PossConc15_AdjPref6_AdjStem	PossConc15_AdjPref6_AdjStem
a_ma_zwe	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem
.	Punc	PUNC	Punc	PUNC
U_kuba	Conj	NPrePre15_Conj	Conj	NPrePre15_Conj
u_qoqosho	NPrePre11_NStem	NPrePre11_NStem	NPrePre11_NStem	NPrePre11_NStem
lu_no_khuphiswano	CopPre_CopPre_NPrePre11_BPre11_NStem	CopPre_CopPre_BPre11	CopPre_CopPre_NPrePre11_BPre11_NStem	CopPre_CopPre_BPre11
olu_ncinci	AdjPref11_AdjStem	AdjPref11_AdjStem	AdjPref11_AdjStem	AdjPref11_AdjStem
kw_i_n_gingqi	LocPre_NPrePre9_BPre9_NStem	LocPre_NPrePre9_BPre9_NStem	LocPre_NPrePre9_BPre9_NStem	LocPre_NPrePre9_BPre9_NStem
e_nye	AdjPref9_AdjStem	AdjPref9_AdjStem	AdjPref9_AdjStem	AdjPref9_AdjStem
,	Punc	PUNC	Punc	PUNC
ku_ya	SC15_Fut	SC15_Fut	SC15_Fut	SC15_Fut
ku_funek_a	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm
lw_enz_e	SC11_VRoot_VerbTerm	SC11_VRoot_VerbTerm	SC11_VRoot_VerbTerm	SC11_VRoot_VerbTerm
ngcono	Adv	Adv	Adv	Adv
kw_ezi_nye	LocPre_AdjPref10_AdjStem	LocPre_AdjPref10_AdjStem	LocPre_AdjPref10_AdjStem	PossConc15_AdjPref8_AdjStem
.	Punc	PUNC	Punc	PUNC
I_in_zuzo	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem
ezi_linganis_a_yo	RelConc10_VRoot_VerbTerm_RelSuf	RelConc10_VRoot_VerbTerm_RelSuf	RelConc10_VRoot_VerbTerm_RelSuf	RelConc10_VRoot_VerbTerm_RelSuf
ze_li_zwe	PossConc10_NPrePre5_BPre5_NStem	PossConc10_BPre5_NStem	PossConc10_NPrePre5_BPre5_NStem	PossConc10_BPre5_NStem
zi_quk_a	SC10_VRoot_VerbTerm	SC10_VRoot_VerbTerm	SC10_VRoot_VerbTerm	SC10_VRoot_VerbTerm
i_zi_mbiwa	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem
ne_m_veliso__mali	AdvPre_NPrePre9_BPre9_NStem_NStem	AdvPre_BPre9_NStem_NStem	AdvPre_NPrePre9_BPre9_NStem_NStem	AdvPre_BPre9_NStem_NStem
kw_i_mi_thombo	LocPre_NPre4_BPre4_NStem	LocPre_NPrePre4_BPre4_NStem	LocPre_NPre4_BPre4_NStem	LocPre_NPrePre4_BPre4_NStem
ye_n_dalo	PossConc4_NPrePre9_BPre9_NStem	PossConc9_BPre9_NStem	PossConc4_NPrePre9_BPre9_NStem	PossConc9_BPre9_NStem
,	Punc	PUNC	Punc	PUNC
i_candelo	NPrePre5_BPre5_NStem	NPrePre5_NStem	NPrePre5_BPre5_NStem	NPrePre5_NStem
l_e_ze_mali	PossConc5_RelConc9_PossConc8_NPrePre9_NStem	PossConc5_RelConc8_PossConc8_NStem	PossConc5_RelConc9_PossConc8_NPrePre9_NStem	PossConc5_RelConc8_PossConc8_NStem
no_shishino	AdvPre_NPrePre11_BPre11_NStem	AdvPre_BPre11	AdvPre_NPrePre11_BPre11_NStem	AdvPre_BPre11
eli_no_bu_n_kunkqele	RelConc5_AdvPre_NPrePre14_BPre14_NStem	RelConc5_CopPre_BPre14_BPre9_NStem	RelConc5_AdvPre_NPrePre14_BPre14_NStem	RelConc5_CopPre_BPre14_BPre9_NStem
,	Punc	PUNC	Punc	PUNC
u_kuba	Conj	Conj_Conj	Conj	NPrePre15_Conj
kufuphi	Adv	Adv	Adv	Adv
ku_shishino	LocPre_NPrePre11_BPre11_NStem	LocPre_BPre11	LocPre_NPrePre11_BPre11_NStem	LocPre_BPre11
