morphemes	target	prediction	morphemes_predseg	prediction_predseg
oku_lind_el_ek_e	RelConc15_VRoot_ApplExt_NeutExt_VerbTerm	RelConc15_VRoot_ApplExt_NeutExt_VerbTerm	oku_lindel_ek_e	RelConc15_VRoot_NeutExt_VerbTerm
ku_bo	LocPre_PronStem2	LocPre_PronStem2	ku_bo	LocPre_PronStem2
,	Punc	Punc	,	Punc
i_n_dlela	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	i_n_dlel_a	SC9_BPre9_VRoot_VerbTerm
aba_fanel_e	RelConc2_VRoot_VerbTerm	RelConc2_VRoot_VerbTerm	aba_fanel_e	RelConc2_VRoot_VerbTerm
u_ku_kw_enz_a	NPrePre15_BPre15_OC15_VRoot_VerbTerm	NPrePre15_BPre15_OC15_VRoot_VerbTerm	u_ku_kw_enz_a	NPrePre15_BPre15_OC15_VRoot_VerbTerm
nga_yo	AdvPre_PronStem9	AdvPre_PronStem9	nga_yo	AdvPre_PronStem9
,	Punc	Punc	,	Punc
nini	Adv	Num	nini	Num
kwaye	Conj	Conj	kwaye	Conj
i_yi_n_to_ni	CopPre_SC9_BPre9_NStem_InterrogSuf	CopPre_CopPre_BPre9_NStem_InterrogSuf	i_yi_n_to_ni	CopPre_CopPre_BPre9_NStem_InterrogSuf
e_ku_funek_a	RelConc9_SC15_VRoot_VerbTerm	RelConc9_SC15_VRoot_VerbTerm	e_ku_funek_a	RelConc9_SC15_VRoot_VerbTerm
y_enz_iw_e	SC9_VRoot_PassExt_VerbTerm	SC9_VRoot_PassExt_VerbTerm	y_enz_iw_e	SC9_VRoot_PassExt_VerbTerm
.	Punc	Punc	.	Punc
E_nyanisw_eni	LocPre_NStem_LocSuf	LocPre_NStem_LocSuf	E_nyan_isw_eni	LocPre_NStem_NStem_LocSuf
i_si_cwangciso	NPrePre7_BPre7_NStem	NPrePre7_BPre7_NStem	i_si_cwangciso	NPrePre7_BPre7_NStem
se_projekthi	PossConc7_NStem	PossConc7_NStem	se_projekthi	PossConc7_NStem
si_y_i_n_tsika	CopPre_CopPre_NPrePre9_BPre9_NStem	CopPre_CopPre_NPrePre9_BPre9_NStem	si_yi_n_tsi_ka	CopPre_CopPre_BPre9_NStem_AdvPre
yo_lawulo	PossConc9_NStem	PossConc9_NStem	yo_lawulo	PossConc9_NStem
lwe_projekthi	PossConc11_NStem	PossConc11_NStem	lwe_projekthi	PossConc11_NStem
.	Punc	Punc	.	Punc
S_enz_a	SC7_VRoot_VerbTerm	SC_VRoot_VerbTerm	S_enz_a	SC_VRoot_VerbTerm
i_si_seko	NPrePre7_BPre7_NStem	NPrePre7_BPre7_NStem	i_si_se_ko	NPrePre7_CopPre_Pro_PronStem15
apho	Dem16	Dem16	a_pho	SC1a_Cop
i_m_pumelelo	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	i_m_pumelelo	NPrePre9_BPre9_NStem
ye_projekthi	PossConc9_NStem	PossConc9_NStem	ye_projekthi	PossConc9_NStem
i_lel_e	SC9_VRoot_VerbTerm	SC9_VRoot_VerbTerm	i_l_el_e	SC9_VRoot_ApplExt_VerbTerm
khona	Adv	Adv	khona	Adv
.	Punc	Punc	.	Punc
Zi_ninzi	CopPre_AdjStem	CopPre_AdjStem	Zi_ninzi	CopPre_AdjStem
i_zi_zathu	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem	i_zi_zathu	NPrePre8_BPre8_NStem
zo_ku_vel_a	PossConc8_BPre15_VRoot_VerbTerm	PossConc8_BPre15_VRoot_VerbTerm	zo_ku_vel_a	PossConc8_BPre15_VRoot_VerbTerm
ko_ngquzulwano	PossConc15_NStem	PossConc15_NStem	ko_ngquzulwano	PossConc15_NStem
.	Punc	Punc	.	Punc
Olu_nye	AdjPref11_AdjStem	AdjPref11_AdjStem	Olu_nye	AdjPref11_AdjStem
'	Punc	Punc	'	Punc
lu_nga_y_i_nene	CopPre_Pot_CopPre_NPrePre9_NStem	CopPre_Pot_CopPre_NPrePre9_NStem	lu_nga_yi_nene	CopPre_AdvPre_OC9_NStem
'	Punc	Punc	'	Punc
olu_nye	AdjPref11_AdjStem	AdjPref11_AdjStem	olu_nye	AdjPref11_AdjStem
'	Punc	Punc	'	Punc
lu_nga_bon_w_a	SC11_Pot_VRoot_PassExt_VerbTerm	SC11_Pot_VRoot_PassExt_VerbTerm	lu_nga_bon_w_a	SC11_Pot_VRoot_PassExt_VerbTerm
'	Punc	Punc	'	Punc
njenge_n_dlela	AdvPre_BPre9_NStem	AdvPre_BPre9_NStem	njenge_n_dlel_a	AdvPre_BPre9_VRoot_VerbTerm
u_m_ntu	NPrePre1_BPre1_NStem	NPrePre1_BPre1_NStem	u_m_ntu	NPrePre1_BPre1_NStem
/	Punc	Punc	/	Punc
a_ba_ntu	NPrePre2_BPre2_NStem	NPrePre2_BPre2_NStem	aba_ntu	RelConc2_NStem
aba_bon_a	RelConc2_VRoot_VerbTerm	RelConc2_VRoot_VerbTerm	aba_bon_a	RelConc2_VRoot_VerbTerm
nga_yo	AdvPre_PronStem9	AdvPre_PronStem9	nga_yo	AdvPre_PronStem9
i_meko	NPrePre9_NStem	NPrePre9_NStem	i_meko	NPrePre9_NStem
e_th_ile	RelConc9_VRoot_Perf	RelConc9_VRoot_Perf	e_th_ile	RelConc9_VRoot_Perf
.	Punc	Punc	.	Punc
I_in_gxelo	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	I_in_gxelo	NPrePre10_BPre10_NStem
ezi_khutsh_w_a	RelConc10_VRoot_PassExt_VerbTerm	RelConc10_VRoot_PassExt_VerbTerm	ezi_khutsh_w_a	RelConc10_VRoot_PassExt_VerbTerm
rhoqo	Ideoph	Ideoph	rhoqo	Ideoph
-	Punc	Punc	_	CopPre_RelStem
I_i_Komiti	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	I_i_Komiti	NPrePre10_BPre10_NStem
ze_Wadi	PossConc10_NStem	PossConc10_NStem	ze_Wadi	PossConc10_NStem
ku_funek_a	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm	ku_funek_a	SC15_VRoot_VerbTerm
zi_fuman_e	SC10_VRoot_VerbTerm	SC10_VRoot_VerbTerm	zi_fuman_e	SC10_VRoot_VerbTerm
i_n_gxelo	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	i_n_gxelo	NPrePre9_BPre9_NStem
ya_rhoqo	PossConc9_Ideoph	PossConc9_Ideoph	ya_rhoqo	PossConc9_Ideoph
malunga	Adv	Adv	ma_lunga	BPre6_NStem
ne_n_kqubela-_phambili	AdvPre_BPre9_NStem_Adv	AdvPre_BPre9_NStem_Adv	ne_n_kqubel_a__phambili	AdvPre_BPre9_NStem_VerbTerm_VerbTerm_Adv
ye_bhunga	PossConc9_NStem	PossConc9_NStem	ye_bhunga	PossConc9_NStem
.	Punc	Punc	.	Punc
I_nga_buz_a	SC9_Pot_VRoot_VerbTerm	NPrePre9_Pot_VRoot_VerbTerm	I_n_ga_buz_a	NPrePre9_BPre9_NStem_VRoot_VerbTerm
oo_ceba_malunga	BPre2a_NStem_Adv	NPrePre2a_NStem_Adv	oo_ceba_malunga	NPrePre2a_NStem_Adv
no_ku_coth_a	AdvPre_BPre15_VRoot_VerbTerm	AdvPre_BPre15_VRoot_VerbTerm	no_ku_coth_a	AdvPre_BPre15_VRoot_VerbTerm
kwe_n_kqubela-_phambili	PossConc15_BPre9_NStem_Adv	PossConc15_BPre9_NStem_Adv	kwe_n_kqubel_a__phambili	PossConc15_BPre9_NStem_VerbTerm_VerbTerm_Adv
i_ze	SC9_AuxVStem	SC9_AuxVStem	i_ze	SC9_AuxVStem
i_cebis_e	SC9_VRoot_VerbTerm	SC9_VRoot_VerbTerm	i_cebis_e	SC9_VRoot_VerbTerm
i_in_dlela	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	i_in_dlel_a	NPrePre10_BPre10_VRoot_VerbTerm
zo_ku_hlangabez_an_a	PossConc10_BPre15_VRoot_RecipExt_VerbTerm	PossConc10_BPre15_VRoot_RecipExt_VerbTerm	zo_ku_hlangabez_ana	PossConc10_BPre15_VRoot_DimSuf
ne_zi_cwangciso	AdvPre_BPre8_NStem	AdvPre_BPre8_NStem	ne_zi_cwangciso	AdvPre_BPre8_NStem
nge_n_dlela	AdvPre_BPre9_NStem	AdvPre_BPre9_NStem	nge_n_dlel_a	AdvPre_BPre9_VRoot_VerbTerm
e_sebenz_a_yo	RelConc9_VRoot_VerbTerm_RelSuf	RelConc9_VRoot_VerbTerm_RelSuf	e_sebenz_a_yo	RelConc9_VRoot_VerbTerm_RelSuf
.	Punc	Punc	.	Punc
U_ku_thath_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	U_ku_thath_a	NPrePre15_BPre15_VRoot_VerbTerm
i_n_xaxheba	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	i_n_xaxheba	NPrePre9_BPre9_NStem
y_i_n_kqubo	CopPre_NPrePre9_BPre9_NStem	CopPre_NPrePre9_BPre9_NStem	y_i_n_kqubo	CopPre_NPrePre9_BPre9_NStem
e_ding_a	RelConc9_VRoot_VerbTerm	RelConc9_VRoot_VerbTerm	e_dinga	RelConc9_RelStem
u_ku_quk_w_a	NPrePre15_BPre15_VRoot_PassExt_VerbTerm	NPrePre15_BPre15_VRoot_PassExt_VerbTerm	u_ku_quk_w_a	NPrePre15_BPre15_VRoot_PassExt_VerbTerm
kwa_ba_hlali	PossConc15_BPre2_NStem	PossConc15_BPre2_NStem	kwa_ba_hlali	PossConc15_BPre2_NStem
ku_wo	LocPre_PronStem6	LocPre_PronStem6	ku_wo	LocPre_PronStem6
o_nke	QuantConc6_QuantStem	QuantConc6_QuantStem	o_nke	QuantConc6_QuantStem
a_ma_nyathelo	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	a_ma_nyathelo	NPrePre6_BPre6_NStem
.	Punc	Punc	.	Punc
I_i_Komiti	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	I_i_Komiti	NPrePre10_BPre10_NStem
ze_Wadi	PossConc10_NStem	PossConc10_NStem	ze_Wadi	PossConc10_NStem
zi_ding_a	SC10_VRoot_VerbTerm	SC10_VRoot_VerbTerm	zi_dinga	SC10_AuxVStem
u_ku_fuman_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	u_ku_fuman_a	NPrePre15_BPre15_VRoot_VerbTerm
i_n_dlela	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	i_n_dlel_a	NPrePre9_BPre9_VRoot_VerbTerm
e_ngcono	RelConc9_RelStem	RelConc9_RelStem	e_ngcono	RelConc9_RelStem
yo_ku_dlul_is_a	PossConc9_BPre15_VRoot_CausExt_VerbTerm	PossConc9_BPre15_VRoot_CausExt_VerbTerm	yo_ku_dlul_is_a	PossConc9_BPre15_VRoot_CausExt_VerbTerm
u_m_yalezo	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	u_m_yalezo	NPrePre3_BPre3_NStem
ng_oku_xhomekek_e	AdvPre_RelConc15_VRoot_VerbTerm	AdvPre_RelConc15_VRoot_VerbTerm	ngo_ku_xhomekek_e	AdvPre_BPre15_VRoot_VerbTerm
k_ukuba	CopPre_Conj	CopPre_Conj	k_ukuba	CopPre_Conj
w_enz_el_w_e	SC3_VRoot_ApplExt_PassExt_VerbTerm	SC1_VRoot_ApplExt_PassExt_VerbTerm	w_enz_el_w_e	SC3_VRoot_ApplExt_PassExt_VerbTerm
bani	Interrog	Interrog	bani	Interrog
na	Interrog	Interrog	na	Interrog
loo	Dem3	Dem1	loo	Dem1
m_yalezo_u_m_zekelo	BPre3_NStem_NPrePre3_BPre3_NStem	BPre3_NStem_NPrePre3_BPre3_NStem	m_yalezou_m_zekelo	BPre3_NStem_BPre3_NStem
ukuba	Conj	Conj	u_kuba	PossConc3_Conj
u_m_ba	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	u_m_ba	NPrePre3_BPre3_NStem
u_bandakany_a	SC3_VRoot_VerbTerm	SC3_VRoot_VerbTerm	u_bandakany_a	SC3_VRoot_VerbTerm
u_lu_tsha	NPrePre11_BPre11_AdjStem	NPrePre11_BPre11_AdjStem	u_lu_tsha	NPrePre11_BPre11_AdjStem
i_n_gxelo	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	i_n_gxelo	NPrePre9_BPre9_NStem
i_nga_nik_w_a	SC9_BPre9_VRoot_PassExt_VerbTerm	SC9_Pot_VRoot_PassExt_VerbTerm	i_nga_nik_w_a	SC9_Pot_VRoot_PassExt_VerbTerm
kw_i_si_tishi	LocPre_NPrePre7_BPre7_NStem	LocPre_NPrePre7_BPre7_NStem	kw_i_si_tishi	LocPre_NPrePre7_BPre7_NStem
si_ka_nomathotholo	PossConc7_PossKA_NStem	PossConc7_PossKA_NStem	si_ka_nomathotholo	PossConc7_PossKA_NStem
wa_s_e_ku_hlal_e_ni	PossConc1a_PreLoc-s_LocPre_BPre15_VRoot_VerbTerm_LocSuf	PossConc1a_PreLoc-s_LocPre_BPre15_VRoot_VerbTerm_LocSuf	wa_s_e_ku_hlal_e_ni	PossConc1a_PreLoc-s_LocPre_BPre15_VRoot_VerbTerm_LocSuf
okanye	Conj	Conj	okanye	Conj
k_om_nye	LocPre_AdjPref3_AdjStem	LocPre_AdjPref1_AdjStem	k_om_nye	LocPre_AdjPref1_AdjStem
u_m_cimbi	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	u_m_cimbi	NPrePre3_BPre3_NStem
olu_bandakany_ek_a	RelConc11_VRoot_NeutExt_VerbTerm	RelConc11_VRoot_NeutExt_VerbTerm	olu_bandakany_ek_a	RelConc11_VRoot_NeutExt_VerbTerm
ku_wo	LocPre_PronStem3	LocPre_PronStem3	ku_wo	LocPre_PronStem3
u_lu_tsha	NPrePre11_BPre11_AdjStem	NPrePre11_BPre11_AdjStem	u_lu_tsha	NPrePre11_BPre11_AdjStem
.	Punc	Punc	.	Punc
O_nke	QuantConc6_QuantStem	QuantConc6_QuantStem	O_nke	QuantConc6_QuantStem
a_ma_candelo	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	a_ma_candelo	NPrePre6_BPre6_NStem
o_lu_ntu	PossConc6_BPre11_NStem	PossConc6_BPre11_NStem	olu_ntu	Dem11_NStem
,	Punc	Punc	,	Punc
u_ku_quk_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	u_ku_quk_a	NPrePre15_BPre15_VRoot_VerbTerm
i_qumrhu	NPrePre5_NStem	NPrePre5_NStem	i_qumrhu	NPrePre5_NStem
lo_wiso-_m_thetho	PossConc5_NStem_BPre3_NStem	PossConc5_NStem_BPre3_NStem	l_o_wiso__m_thetho	CopPre_RelConc11_VRoot_VerbTerm_BPre3_NStem
ne_e_jaji	AdvPre_NPrePre10_NStem	AdvPre_NPrePre10_NStem	ne_e_jaji	AdvPre_NPrePre10_NStem
ze_li_zwe	PossConc10_BPre5_NStem	PossConc10_BPre5_NStem	ze_li_zwe	PossConc10_BPre5_NStem
jikelele	Adv	Adv	jikelel_e	VRoot_VerbTerm
,	Punc	Punc	,	Punc
ku_mele	SC15_AuxVStem	SC15_AuxVStem	ku_mel_e	SC15_VRoot_VerbTerm
a_qinisek_is_e	SC6_VRoot_CausExt_VerbTerm	SC6_VRoot_CausExt_VerbTerm	a_qinisek_is_e	SC6_VRoot_CausExt_VerbTerm
ukuba	Conj	Conj	u_kuba	NPrePre11_Conj
i_zi_qhamo	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem	i_zi_qhamo	NPrePre8_BPre8_NStem
zo_phuhliso	PossConc10_NStem	PossConc8_NStem	zo_phuhliso	PossConc8_NStem
z_ongez_el_ek_a	SC8_VRoot_ApplExt_NeutExt_VerbTerm	SC10_VRoot_ApplExt_NeutExt_VerbTerm	z_ongez_el_ek_a	SC10_VRoot_ApplExt_NeutExt_VerbTerm
kwa_bo	PossConc15_PronStem2	PossConc15_PronStem2	kwa_bo	PossConc15_PronStem2
ba_nga_bo_na	CopPre_CopPre_PronStem2_PronSuf	RelConc2_Pot_PronStem2_PronSuf	ba_nga_bon_a	SC2_Pot_VRoot_VerbTerm
ba_hlelelek_il_e_yo	RelConc2_VRoot_Perf_VerbTerm_RelSuf	RelConc2_VRoot_Perf_VerbTerm_RelSuf	ba_hlelelek_il_e_yo	SC2_VRoot_Perf_VerbTerm_RelSuf
kwaye	Conj	Conj	kwaye	Conj
be_nga_bo_na	CopPre_CopPre_PronStem2_PronSuf	SC2_Pot_PronStem14_PronSuf	be_nga_bon_a	SC2_Pot_VRoot_VerbTerm
ba_chweth_el_w_a	SC2_VRoot_ApplExt_PassExt_VerbTerm	SC2_VRoot_ApplExt_PassExt_VerbTerm	ba_chweth_el_w_a	SC2_VRoot_ApplExt_PassExt_VerbTerm
e_cale_ni	LocPre_NStem_LocSuf	LocPre_NStem_LocSuf	e_cale_ni	LocPre_NStem_LocSuf
,	Punc	Punc	,	Punc
be_bhang_is_a	SC2_VRoot_CausExt_VerbTerm	SC2_VRoot_CausExt_VerbTerm	be_bhang_is_a	SC2_VRoot_CausExt_VerbTerm
i_in_zame	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	i_in_zame	NPrePre10_BPre10_NStem
ezi_nga_kho	RelConc10_Pot_Adv	RelConc10_Pot_Adv	ezi_nga_kho	RelConc10_Pot_Adv
nga_bo	AdvPre_PronStem2	AdvPre_PronStem2	nga_bo	AdvPre_PronStem2
ba_z_i_n_gcungcu	RelConc2_CopPre_NPrePre10_BPre10_NStem	CopPre_CopPre_NPrePre9_BPre9_NStem	ba_zi_ngcungcu	SC2_ReflPre_NStem
e_ku_khusel_e_ni	LocPre_BPre15_VRoot_VerbTerm_LocSuf	LocPre_BPre15_VRoot_VerbTerm_LocSuf	e_ku_khusel_e_ni	LocPre_BPre15_VRoot_VerbTerm_LocSuf
i_mi_dla	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	i_mi_dla	NPrePre4_BPre4_NStem
e_y_e_ya_bo	RelConc4_CopPre_LocPre_PossConc4_PronStem2	RelConc4_CopPre_RelConc9_PossConc4_PronStem2	e_y_e_ya_bo	RelConc4_CopPre_RelConc9_PossConc4_PronStem2
kw_i_n_dleko	LocPre_NPrePre9_BPre9_NStem	LocPre_NPrePre9_BPre9_NStem	kw_i_n_dleko	LocPre_NPrePre9_BPre9_NStem
yo_lu_ntu	PossConc9_BPre11_NStem	PossConc9_BPre11_NStem	yo_lu_ntu	PossConc9_BPre11_NStem
olu_nge_na_m_andla	RelConc11_NegPre_CopPre_BPre6_NStem	RelConc11_NegPre_CopPre_BPre9_NStem	olu_nge_na_ma_ndla	RelConc11_NegPre_CopPre_BPre6_NStem
.	Punc	Punc	.	Punc
U_Mzantsi	NPrePre3_ProperName	NPrePre3_ProperName	U_Mzantsi	NPrePre3_ProperName
Afrika	ProperName	ProperName	Afrika	ProperName
ku_mele	SC15_AuxVStem	SC15_AuxVStem	ku_mel_e	SC15_VRoot_VerbTerm
u_sebenz_is_e	SC3_VRoot_CausExt_VerbTerm	SC3_VRoot_CausExt_VerbTerm	u_sebenz_is_e	SC3_VRoot_CausExt_VerbTerm
a_ma_ndla	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	a_ma_ndla	NPrePre6_BPre6_NStem
a_wo	PossConc6_PronStem3	RelConc6_PronStem6	a_wo	PossConc6_PronStem6
u_kw_and_is_a	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	u_kw_and_is_a	NPrePre15_BPre15_VRoot_CausExt_VerbTerm
oku_thuny_el_w_a	RelConc15_Intrans_ApplExt_PassExt_VerbTerm	RelConc15_Intrans_ApplExt_PassExt_VerbTerm	oku_thuny_el_w_a	RelConc15_Intrans_ApplExt_PassExt_VerbTerm
kwa_ma_nye	PossConc15_AdjPref6_AdjStem	PossConc15_AdjPref6_AdjStem	kwa_ma_nye	PossConc15_AdjPref6_AdjStem
a_ma_zwe	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	a_ma_zwe	NPrePre6_BPre6_NStem
.	Punc	Punc	.	Punc
Ukuba	Conj	Conj	U_kuba	NPrePre11_Conj
u_qoqosho	NPrePre11_NStem	NPrePre11_NStem	u_qoqosho	NPrePre11_NStem
lu_no_khuphiswano	CopPre_CopPre_NStem	CopPre_CopPre_NStem	lu_no_khuphiswano	CopPre_CopPre_NStem
olu_ncinci	AdjPref11_AdjStem	AdjPref11_AdjStem	olu_ncinci	AdjPref11_AdjStem
kw_i_n_gingqi	LocPre_NPrePre9_BPre9_NStem	LocPre_NPrePre9_BPre9_NStem	kw_i_n_gingqi	LocPre_NPrePre9_BPre9_NStem
e_nye	AdjPref9_AdjStem	AdjPref9_AdjStem	e_nye	AdjPref9_AdjStem
,	Punc	Punc	,	Punc
ku_ya	SC15_Fut	SC15_AuxVStem	ku_ya	SC15_AuxVStem
ku_funek_a	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm	ku_funek_a	SC15_VRoot_VerbTerm
lw_enz_e	SC11_VRoot_VerbTerm	SC11_VRoot_VerbTerm	lw_enz_e	SC11_VRoot_VerbTerm
ngcono	Adv	Adv	ngcono	Adv
kw_ezi_nye	LocPre_AdjPref10_AdjStem	PossConc15_AdjPref8_AdjStem	kw_ezi_nye	PossConc15_AdjPref8_AdjStem
.	Punc	Punc	.	Punc
I_in_zuzo	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	I_in_zuzo	NPrePre10_BPre10_NStem
ezi_linganis_a_yo	RelConc10_VRoot_VerbTerm_RelSuf	RelConc10_VRoot_VerbTerm_RelSuf	ezi_linganis_a_yo	RelConc10_VRoot_VerbTerm_RelSuf
ze_li_zwe	PossConc10_BPre5_NStem	PossConc10_BPre5_NStem	ze_li_zwe	PossConc10_BPre5_NStem
zi_quk_a	SC10_VRoot_VerbTerm	SC10_VRoot_VerbTerm	zi_quk_a	SC10_VRoot_VerbTerm
i_zi_mbiwa	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem	i_zi_mbiwa	NPrePre8_BPre8_NStem
ne_m_veliso-_mali	AdvPre_BPre9_NStem_NStem	AdvPre_NPrePre9_NStem_NStem	ne_m_veliso__mali	AdvPre_VRoot_NStem_BPre10_NStem
kw_i_mi_thombo	LocPre_NPre4_BPre4_NStem	LocPre_NPrePre4_BPre4_NStem	kw_i_mi_thombo	LocPre_NPrePre4_BPre4_NStem
ye_n_dalo	PossConc4_BPre9_NStem	PossConc9_BPre9_NStem	ye_n_dalo	PossConc4_BPre9_NStem
,	Punc	Punc	,	Punc
i_candelo	NPrePre5_NStem	NPrePre5_NStem	i_candelo	NPrePre5_NStem
l_e_ze_mali	PossConc5_RelConc9_PossConc8_NStem	PossConc5_RelConc8_PossConc8_NStem	l_e_ze_mali	PossConc5_RelConc8_PossConc8_NStem
no_shishino	AdvPre_NStem	AdvPre_NStem	no_shishino	AdvPre_NStem
eli_no_bu_nkunkqele	RelConc5_AdvPre_BPre14_NStem	RelConc5_AdvPre_BPre14_RelStem	eli_no_bu_n_kunkqele	RelConc5_AdvPre_BPre14_BPre9_NStem
,	Punc	Punc	,	Punc
ukuba	Conj	Conj	u_kuba	NPrePre11_Conj
kufuphi	Adv	Num	kufuphi	Num
ku_shishino	LocPre_NStem	LocPre_NStem	ku_shishino	LocPre_NStem
lwa_s_e_Afrika	PossConc11_PreLoc-s_LocPre_ProperName	PossConc11_PreLoc-s_LocPre_ProperName	lwa_s_e_Af_rika	PossConc11_PreLoc-s_LocPre_NStem_NStem
olu_khul_a	RelConc11_VRoot_VerbTerm	RelConc11_VRoot_VerbTerm	olu_khul_a	RelConc11_VRoot_VerbTerm
ngo_ku_khawulez_a	AdvPre_BPre15_VRoot_VerbTerm	AdvPre_BPre15_VRoot_VerbTerm	ngo_ku_khawulez_a	AdvPre_BPre15_VRoot_VerbTerm
,	Punc	Punc	,	Punc
u_bu_lunga	NPrePre14_BPre14_NStem	NPrePre14_BPre14_NStem	u_bu_lunga	NPrePre14_BPre14_NStem
obu_phezulu	RelConc14_Adv	RelConc14_Adv	obu_phezulu	RelConc14_Adv
kw_i_i_yunivesithi	LocPre_NPrePre10_BPre10_NStem	LocPre_NPrePre10_BPre10_NStem	kw_i_i_yunivesithi	LocPre_NPrePre10_BPre10_NStem
ne_candelo	AdvPre_NStem	AdvPre_NStem	ne_candelo	AdvPre_NStem
l_e_zo_limo	PossConc5_RelConc9_PossConc8_NStem	PossConc5_RelConc8_PossConc8_NStem	l_e_zo_limo	PossConc5_RelConc8_PossConc8_NStem
la_ng_oku	PossConc5_AdvPre_Dem15	PossConc5_AdvPre_Dem15	la_ng_oku	PossConc5_AdvPre_Dem15
,	Punc	Punc	,	Punc
eli_ne_m_veliso	RelConc5_AdvPre_BPre9_NStem	RelConc5_CopPre_BPre9_NStem	eli_ne_m_veliso	RelConc5_CopPre_BPre9_NStem
.	Punc	Punc	.	Punc
U_Mzantsi	NPrePre3_ProperName	NPrePre3_ProperName	U_Mzantsi	NPrePre3_ProperName
Afrika	ProperName	ProperName	Afrika	ProperName
u_kwa_ne_e_n_kampani	CopPre_AdvPre_CopPre_NPrePre10_BPre10_NStem	CopPre_AdvPre_AdvPre_NPrePre10_BPre10_NStem	u_kwa_ne_e_n_kampani	CopPre_AdvPre_AdvPre_NPrePre10_BPre10_NStem
ezi_z_i_in_kokheli	RelConc10_CopPre_NPrePre10_BPre10_NStem	RelConc10_CopPre_NPrePre10_BPre10_NStem	ezi_z_i_in_kokheli	RelConc10_CopPre_NPrePre10_BPre10_NStem
e_hlabath_ini	LocPre_NStem_LocSuf	LocPre_NStem_LocSuf	e_hlabath_ini	LocPre_NStem_LocSuf
ku_ma_candelo	LocPre_BPre6_NStem	LocPre_BPre6_NStem	ku_ma_candelo	LocPre_BPre6_NStem
a_fan_a	SC6_VRoot_VerbTerm	SC6_VRoot_VerbTerm	a_fan_a	SC6_VRoot_VerbTerm
no_kw_akh_iw_a	AdvPre_BPre15_VRoot_PassExt_VerbTerm	AdvPre_BPre15_VRoot_PassExt_VerbTerm	no_kw_akh_iw_a	AdvPre_BPre15_VRoot_PassExt_VerbTerm
kwe_e_n_dlela	PossConc15_NPrePre10_BPre10_NStem	PossConc15_NPrePre10_BPre10_NStem	kwe_e_n_dlel_a	PossConc15_NPrePre10_BPre10_VRoot_VerbTerm
.	Punc	Punc	.	Punc
U_lw_azi	NPrePre11_BPre11_NStem	NPrePre11_BPre11_NStem	U_lw_az_i	NPrePre1_BPre11_VRoot_VerbTerm
-	Punc	Punc	_	CopPre_VerbTerm
u_m_zekelo	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	u_m_zekelo	NPrePre3_BPre3_NStem
,	Punc	Punc	,	Punc
i_bhunga	NPrePre5_NStem	NPrePre5_NStem	i_bhunga	NPrePre5_NStem
le_n_gingqi	PossConc5_BPre9_NStem	PossConc5_BPre9_NStem	le_n_gingqi	PossConc5_BPre9_NStem
li_nga_nga_y_enz_i	SC5_Pot_NegPre_OC9_VRoot_VerbTerm	SC5_Pot_NegPre_OC9_VRoot_VerbTerm	li_nga_nga_y_enzi	SC5_Pot_Pot_OC9_NStem
i_mi_zuzu	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	i_mi_zuzu	NPrePre4_BPre4_NStem
okanye	Conj	Conj	okanye	Conj
u_hlahlo	NPrePre11_NStem	NPrePre11_NStem	u_hlahlo	NPrePre11_NStem
