morphemes	target	prediction	target_canon	prediction_canon
i_IDP	NPrePre4_Abbr	NPrePre4_Abbr	NPrePre4_Abbr	NPrePre4_Abbr
ya_bo	PossConc9_PronStem2	PossConc9_PronStem2	PossConc9_PronStem2	PossConc9_PronStem2
,	Punc	Punc	Punc	Punc
hlathulul_a	VRoot_VerbTerm	VRoot_VerbTerm	VRoot_VerbTerm	VRoot_VerbTerm
nga_u_ku_zeleko	AdvPre_NPrePre15_BPre15_NStem	AdvPre_NPrePre15_BPre15_NStem	AdvPre_NPrePre15_BPre15_NStem	AdvPre_NPrePre15_BPre15_NStem
i_in_gaba	NPrePre8_NPre8_NStem	NPrePre8_NPre8_NStem	NPrePre8_NPre8_NStem	NPrePre8_NPre8_NStem
be_s_e	SC2_VRoot_VerbTerm	SC2_VRoot_VerbTerm	SC2_VRoot_VerbTerm	SC2_VRoot_VerbTerm
u_ya_ba_buza	NPrePre1a_Pres_BPre2_NStem	NPrePre1a_Pres_BPre2_NStem	NPrePre1a_Pres_BPre2_NStem	NPrePre1a_Pres_NStem
bo_nyana	BPre2_NStem	BPre2_NStem	BPre2_NStem	BPre2_NStem
ba_hlanganyele	PossConc2_NStem	PossConc2_NStem	PossConc2_NStem	SC2_Intrans_VerbTerm
bu_njani	SC14_Adv	SC14_Adv	SC14_Adv	SC14_Adv
e_si_gaba_ini	LocPre_BPre7_NStem_LocSuf	LocPre_BPre7_NStem_LocSuf	LocPre_BPre7_NStem_LocSuf	RelConc7_NStem_LocSuf
nga_si_nye	AdvPre_BPre7_AdjStem	AdvPre_BPre7_AdjStem	AdvPre_BPre7_AdjStem	AdvPre_BPre7_AdjStem
.	Punc	Punc	Punc	Punc
u_ku_akha	NPrePre15_BPre15_NStem	NPrePre15_BPre15_NStem	NPrePre15_BPre15_NStem	NPrePre15_BPre15_VRoot_VerbTerm
u_m_tlamo	NPrePre1_BPre1_NStem	NPrePre1_BPre1_NStem	NPrePre1_BPre1_NStem	NPrePre1_BPre1_NStem
we_wadi	PossConc3_NStem	PossConc6_NStem	PossConc3_NStem	PossConc6_NStem
ku_thath_a	BPre15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm
i_si_khathi	NPrePre7_BPre7_NStem	NPrePre7_BPre7_NStem	NPrePre7_BPre7_NStem	NPrePre7_BPre7_NStem
esi_de	AdjPref7_AdjStem	AdjPref7_AdjStem	AdjPref7_AdjStem	AdjPref7_AdjStem
begodu	Conj	Conj	Conj	Conj
ku_fun_a	BPre15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm
bo_nyana	BPre2_NStem	BPre2_NStem	BPre2_NStem	BPre2_NStem
u_tlame	NPrePre1a_NStem	NPrePre1a_NStem	NPrePre1a_NStem	SC1_VRoot_VerbTerm
nga_ukucophelela	AdvPre_NStem	AdvPre_NStem	AdvPre_NStem	AdvPre_NPrePre15_BPre15_NStem
.	Punc	Punc	Punc	Punc
i_n_dlelakambiso	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem
i_fak_a	SC4_VRoot_VerbTerm	SC4_VRoot_VerbTerm	SC4_VRoot_VerbTerm	SC4_VRoot_VerbTerm
hlanga_ana	NStem_DimSuf	NStem_DimSuf	NStem_DimSuf	NStem_DimSuf
i_cozululo	NPrePre4_NStem	NPrePre4_NStem	NPrePre4_NStem	NPrePre4_NStem
lo_i_bu_jamo	PossConc5_NPrePre4_BPre14_NStem	PossConc5_NPrePre4_BPre14_NStem	PossConc5_NPrePre4_BPre14_NStem	PossConc5_NPrePre4_BPre14_NStem
(	Punc	Punc	Punc	Punc
a_ma_langa	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem
ama_bili	AdjPref6_AdjStem	AdjPref6_AdjStem	AdjPref6_AdjStem	AdjPref6_AdjStem
)	Punc	Punc	Punc	Punc
,	Punc	Punc	Punc	Punc
u_ku_hlanganisw_a	NPrePre15_BPre15_VRoot_VerbTerm	SC15_OC15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm
kwe_lwazi	PossConc15_NStem	PossConc15_NStem	PossConc15_NStem	PossConc15_NStem
(	Punc	Punc	Punc	Punc
i_li_langa	NPrePre5_BPre5_NStem	NPrePre5_BPre5_NStem	NPrePre5_BPre5_NStem	NPrePre5_BPre5_NStem
eli_lo_dwa	RelConc5_QuantConc5_QuantStem	RelConc5_QuantConc5_QuantStem	RelConc5_QuantConc5_QuantStem	RelConc5_QuantConc5_QuantStem
)	Punc	Punc	Punc	Punc
,	Punc	Punc	Punc	Punc
u_ku_tlama	NPrePre15_BPre15_NStem	NPrePre15_BPre15_NStem	NPrePre15_BPre15_NStem	NPrePre15_BPre15_NStem
i_n_dlelakambiso	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem
(	Punc	Punc	Punc	Punc
i_li_langa	NPrePre5_BPre5_NStem	NPrePre5_BPre5_NStem	NPrePre5_BPre5_NStem	NPrePre5_BPre5_NStem
eli_lo_dwa	RelConc5_QuantConc5_QuantStem	RelConc5_QuantConc5_QuantStem	RelConc5_QuantConc5_QuantStem	RelConc5_QuantConc5_QuantStem
)	Punc	Punc	Punc	Punc
ka_nye	AdvPre_AdjStem	AdvPre_AdjStem	AdvPre_AdjStem	AdvPre_AdjStem
na_u_ku_tlama	AdvPre_NPrePre15_BPre15_NStem	AdvPre_NPrePre15_BPre15_NStem	AdvPre_NPrePre15_BPre15_NStem	AdvPre_NPrePre15_BPre15_NStem
u_ku_phumelel_is_a	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_VerbTerm
(	Punc	Punc	Punc	Punc
i_li_langa	NPrePre5_BPre5_NStem	NPrePre5_BPre5_NStem	NPrePre5_BPre5_NStem	NPrePre5_BPre5_NStem
eli_lo_dwa	RelConc5_QuantConc5_QuantStem	RelConc5_QuantConc5_QuantStem	RelConc5_QuantConc5_QuantStem	RelConc5_QuantConc5_QuantStem
)	Punc	Punc	Punc	Punc
.	Punc	Punc	Punc	Punc
u_ku_kghonakaliswa	NPrePre15_BPre15_NStem	NPrePre15_BPre15_NStem	NPrePre15_BPre15_NStem	NPrePre15_BPre15_NStem
kwe_ndlelakambiso	PossConc15_NStem	PossConc15_NStem	PossConc15_NStem	PossConc15_NStem
yo_ku_tlama	PossConc4_BPre15_NStem	PossConc4_BPre15_NStem	PossConc4_BPre15_NStem	PossConc4_BPre15_NStem
ku_enz_iw_a	BPre15_VRoot_PassExt_VerbTerm	BPre15_VRoot_PassExt_VerbTerm	BPre15_VRoot_PassExt_VerbTerm	BPre15_VRoot_PassExt_VerbTerm
yi_komidi	CopPre_NStem	CopPre_NStem	CopPre_NStem	CopPre_NStem
ye_wadi	PossConc4_NStem	PossConc4_NStem	PossConc4_NStem	PossConc4_NStem
e_bandul_iw_ek_o	LocPre_VRoot_PassExt_NeutExt_VerbTerm	RelConc9_VRoot_PassExt_NeutExt_VerbTerm	LocPre_VRoot_PassExt_NeutExt_VerbTerm	RelConc9_VRoot_PassExt_NeutExt_VerbTerm
ka_nye	AdvPre_AdjStem	AdvPre_AdjStem	AdvPre_AdjStem	AdvPre_AdjStem
na_ba_kghonakalisi	AdvPre_BPre2_NStem	AdvPre_BPre2_NStem	AdvPre_BPre2_NStem	AdvPre_BPre2_NStem
ba_ka_masipala	PossConc2_PossKA_NStem	PossConc2_PossKA_NStem	PossConc2_PossKA_NStem	PossConc2_PossKA_NStem
aba_bandul_iw_e_ko	RelConc2_VRoot_PassExt_VerbTerm_RelSuf	RelConc2_VRoot_PassExt_VerbTerm_RelSuf	RelConc2_VRoot_PassExt_VerbTerm_RelSuf	RelConc2_VRoot_PassExt_NeutExt_VerbTerm
.	Punc	Punc	Punc	Punc
i_rherho	NPrePre4_NStem	NPrePre4_NStem	NPrePre4_NStem	NPrePre4_NStem
eli_banzi	RelConc5_RelStem	RelConc5_RelStem	RelConc5_RelStem	RelConc5_RelStem
la_i_m_aqhinga	Dem2_Pos1_NPrePre10_BPre10_NStem	Pos1_NPrePre10_BPre10	Dem2_Pos1_NPrePre10_BPre10_NStem	PossPron_NPrePre6_BPre6_NStem
a_ma_tjha	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem
eli_hlangan_is_a	RelConc8_VRoot_CausExt_VerbTerm	RelConc5_VRoot_CausExt_VerbTerm	RelConc8_VRoot_CausExt_VerbTerm	RelConc5_VRoot_CausExt_VerbTerm
a_ma_yunivesithi	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem
,	Punc	Punc	Punc	Punc
i_mi_khandlu	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem
ye_ze_sayensi	PossConc9_PossConc8_NStem	PossConc9_PossConc8_NStem	PossConc9_PossConc8_NStem	PossConc9_PossConc8_NStem
na_aba_nye	AdvPre_AdjPref2_AdjStem	AdvPre_AdjPref2_AdjStem	AdvPre_AdjPref2_AdjStem	AdvPre_AdjPref2_AdjStem
a_ba_dlalindima	NPrePre2_BPre2_NStem	NPrePre2_BPre2_NStem	NPrePre2_BPre2_NStem	RelConc2_NStem
be_ze_rhubhululo	PossConc2_BPre8_NStem	PossConc2_BPre8_NStem	PossConc2_BPre8_NStem	PossConc2_PossConc8_NStem
na_i_tuthuko	AdvPre_NPrePre4_NStem	AdvPre_NPrePre9_NStem	AdvPre_NPrePre4_NStem	AdvPre_NPrePre9_NStem
na_i_mi_khakha	AdvPre_NPrePre4_BPre4_NStem	AdvPre_NPrePre4_BPre4_NStem	AdvPre_NPrePre4_BPre4_NStem	AdvPre_NPrePre4_BPre4_NStem
ye_zo_mnotho	PossConc4_PossConc8_NStem	PossConc9_PossConc8_NStem	PossConc4_PossConc8_NStem	PossConc4_PossConc10_NPrePre3_BPre3_NStem
e_ku_fan_el_e	RelConc4_OC15_VRoot_ApplExt_VerbTerm	RelConc4_OC15_VRoot_ApplExt_VerbTerm	RelConc4_OC15_VRoot_ApplExt_VerbTerm	RelConc4_OC15_VRoot_ApplExt_VerbTerm
i_tjhejwe	NPrePre4_NStem	NPrePre4_NStem	NPrePre4_NStem	NPrePre4_NStem
ntangi	NStem	Adv	NStem	Adv
.	Punc	Punc	Punc	Punc
a_ba_hlanganyeli	NPre2_BPre2_NStem	NPrePre2_BPre2_NStem	NPre2_BPre2_NStem	NPrePre2_BPre2_NStem
ba_fund_a	SC2_VRoot_VerbTerm	SC2_VRoot_VerbTerm	SC2_VRoot_VerbTerm	SC2_VRoot_VerbTerm
a_ma_sinariyo	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem
ama_thathu	AdjPref6_AdjStem	AdjPref6_AdjStem	AdjPref6_AdjStem	AdjPref6_AdjStem
be_s_e	SC2_VRoot_VerbTerm	SC2_VRoot_VerbTerm	SC2_VRoot_VerbTerm	SC2_VRoot_VerbTerm
ba_phendul_a	SC2_VRoot_VerbTerm	SC2_Intrans_VerbTerm	SC2_VRoot_VerbTerm	BPre2_NStem
i_mi_buzo	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem
.	Punc	Punc	Punc	Punc
u_ku_tlama	NPrePre15_BPre15_NStem	NPrePre15_BPre15_NStem	NPrePre15_BPre15_NStem	NPrePre15_BPre15_NStem
i_in_kambiso	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem
-	Punc	Punc	Punc	Punc
ku_w_enz_a	BPre15_OC3_VRoot_VerbTerm	LocPre_OC3_VRoot_VerbTerm	BPre15_OC3_VRoot_VerbTerm	LocPre_OC3_VRoot_VerbTerm
i_phrojekthi	NPrePre5_NStem	NPrePre5_NStem	NPrePre5_NStem	NPrePre5_NStem
kobana	Conj	Conj	Conj	Conj
i_khambe	NPrePre4_NStem	NPrePre4_NStem	NPrePre4_NStem	SC9_VRoot_VerbTerm
ku_hle	AdjPref15_AdjStem	AdjPref15_AdjStem	AdjPref15_AdjStem	AdjPref15_AdjStem
na_u_ku_th_i	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm
i_b_e	SC4_VRoot_VerbTerm	SC4_VRoot_VerbTerm	SC4_VRoot_VerbTerm	SC4_VRoot_VerbTerm
na_i_mi_raro	AdvPre_NPrePre4_BPre4_NStem	AdvPre_NPrePre4_BPre4_NStem	AdvPre_NPrePre4_BPre4_NStem	AdvPre_NPrePre4_BPre4_NStem
e_mi_ncani	NPrePre4_BPre4_NStem	LocPre_BPre4_NStem	NPrePre4_BPre4_NStem	LocPre_BPre4_NStem
nga_pha	AdvPre_NStem	AdvPre_NStem	AdvPre_NStem	AdvPre_Adv
ku_kghoneka	BPre15_NStem	BPre15_NStem	BPre15_NStem	BPre15_NStem
nga_khona	AdvPre_Adv	AdvPre_Adv	AdvPre_Adv	SC1_Adv
.	Punc	Punc	Punc	Punc
njenga_omu_bana	AdvPre_AdjPref1_AdjStem	AdvPre_AdjPref1_AdjStem	AdvPre_AdjPref1_AdjStem	AdvPre_AdjPref1_AdjStem
nga_kwe_hlathululo	AdvPre_PossConc15_NStem	AdvPre_PossConc15_NStem	AdvPre_PossConc15_NStem	AdvPre_PossConc15_NStem
ku_velile	BPre15_NStem	BPre15_NStem	BPre15_NStem	BPre15_NStem
kobana	Conj	Conj	Conj	Conj
a_ma_phrojekthi	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem
aka_fan_i	NegPre_VRoot_VerbTerm	NegPre_VRoot_VerbTerm	NegPre_VRoot_VerbTerm	NegPre_VRoot_VerbTerm
,	Punc	Punc	Punc	Punc
begodu	Conj	Conj	Conj	Conj
ku_fak_a	BPre15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm
oku_tjha	RelConc15_NStem	RelConc15_NStem	RelConc15_NStem	RelConc15_VRoot_VerbTerm
ki_labo	PossConc2_Dem2_Pos2	PossConc2	PossConc2_Dem2_Pos2	PossConc2
a_ba_hlanganyeli	NPrePre2_BPre2_NStem	NPrePre2_BPre2_NStem	NPrePre2_BPre2_NStem	NPrePre2_BPre2_NStem
,	Punc	Punc	Punc	Punc
ku_qakath_ek_ile	SC15_VRoot_NeutExt_Perf	SC15_VRoot_NeutExt_Perf	SC15_VRoot_NeutExt_Perf	SC15_VRoot_NeutExt_Perf
ukuba	Conj	Conj	Conj	Conj
na_u_m_tlamo	AdvPre_NPrePre1_BPre1_NStem	AdvPre_NPrePre1_BPre1_NStem	AdvPre_NPrePre1_BPre1_NStem	AdvPre_NPrePre1_BPre1_NStem
u_ku_qinis_ek_is_a	NPrePre15_BPre15_VRoot_NeutExt_CausExt_VerbTerm	NPrePre15_BPre15_VRoot_NeutExt_CausExt_VerbTerm	NPrePre15_BPre15_VRoot_NeutExt_CausExt_VerbTerm	NPrePre15_BPre15_VRoot_NeutExt_CausExt_VerbTerm
kobana	Conj	Conj	Conj	Conj
bo_ke	QuantConc2_QuantStem	QuantConc2_QuantStem	QuantConc2_QuantStem	QuantConc2_QuantStem
aba_zi_bandakany_e	RelConc2_BPre10_VRoot_VerbTerm	RelConc2_OC10_VRoot_VerbTerm	RelConc2_BPre10_VRoot_VerbTerm	RelConc2_OC10_VRoot_VerbTerm
ki_yo	LocPre_PronStem9	LocPre_PronStem9	LocPre_PronStem9	LocPre_PronStem9
ba_az_i	OC2_VRoot_VerbTerm	OC2_VRoot_VerbTerm	OC2_VRoot_VerbTerm	OC2_VRoot_VerbTerm
kobana	Conj	Conj	Conj	Conj
ngi_ku_phi	SC15_OC15_EnumStem	SC15_OC15_EnumStem	SC15_OC15_EnumStem	SC15_OC15_EnumStem
oku_lindelek_e	RelConc15_VRoot_VerbTerm	RelConc15_VRoot_VerbTerm	RelConc15_VRoot_VerbTerm	RelConc15_NStem
ki_bo	LocPre_PronStem1	LocPre_PronStem1	LocPre_PronStem1	LocPre_PronStem1
,	Punc	Punc	Punc	Punc
ba_zoku_enz_a	SC2_Fut_Intrans_VerbTerm	SC2_Fut_Intrans_VerbTerm	SC2_Fut_Intrans_VerbTerm	SC2_Fut_Intrans_VerbTerm
njani	Adv	Adv	Adv	Adv
,	Punc	Punc	Punc	Punc
nini	Adv	Adv	Adv	Adv
begodu	Conj	Conj	Conj	Conj
yi_ni	CopPre_Interrog	CopPre_Interrog	CopPre_Interrog	CopPre_Interrog
e_ku_fuz_e	RelConc4_OC15_VRoot_VerbTerm	RelConc4_OC15_VRoot_VerbTerm	RelConc4_OC15_VRoot_VerbTerm	RelConc4_OC15_VRoot_VerbTerm
ku_enz_iw_e	SC15_VRoot_PassExt_VerbTerm	OC15_VRoot_PassExt_VerbTerm	SC15_VRoot_PassExt_VerbTerm	OC15_VRoot_PassExt_VerbTerm
.	Punc	Punc	Punc	Punc
u_ku_tlamela	NPrePre15_BPre15_NStem	NPrePre15_BPre15_NStem	NPrePre15_BPre15_NStem	NPrePre15_BPre15_NStem
i_phrojekthi	NPrePre5_NStem	NPrePre5_NStem	NPrePre5_NStem	NPrePre5_NStem
aba_nye	AdjPref2_AdjStem	AdjPref2_AdjStem	AdjPref2_AdjStem	AdjPref2_AdjStem
ba_th_i	OC2_VRoot_VerbTerm	OC2_VRoot_VerbTerm	OC2_VRoot_VerbTerm	OC2_VRoot_VerbTerm
ngi_kho	CopPre_NStem	CopPre_NStem	CopPre_NStem	CopPre_NStem
oku_mgogodlha	RelConc15_NStem	RelConc15_NStem	RelConc15_NStem	RelConc15_NStem
wa_u_ku_phath_a	PossConc3_NPrePre15_BPre15_VRoot_VerbTerm	PossConc3_NPrePre15_BPre15_VRoot_VerbTerm	PossConc3_NPrePre15_BPre15_VRoot_VerbTerm	PossConc3_NPrePre15_BPre15_VRoot_VerbTerm
i_phrojekthi	NPrePre5_NStem	NPrePre5_NStem	NPrePre5_NStem	NPrePre5_NStem
.	Punc	Punc	Punc	Punc
ku_akh_a	SC15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm	SC15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm
i_si_sekelo	NPrePre7_BPre7_NStem	NPrePre7_BPre7_NStem	NPrePre7_BPre7_NStem	NPrePre7_BPre7_NStem
sa_lapho	PossConc7_Dem16_Pos2	SC1_Adv	PossConc7_Dem16_Pos2	PossConc1a_Adv
i_tuthuko	NPrePre4_NStem	NPrePre4_NStem	NPrePre4_NStem	NPrePre4_NStem
ye_phrojekthi	PossConc9_NStem	PossConc9_NStem	PossConc9_NStem	PossConc9_NStem
i_n_zinze	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem	NPrePre8_BPre8_VRoot_VerbTerm
kho_na	PronStem15_PronSuf	PronStem15_PronSuf	PronStem15_PronSuf	PronStem15_PronSuf
.	Punc	Punc	Punc	Punc
ku_na_bo_nobangela	LocPre_AdvPre_PossConc2_NStem	LocPre_AdvPre_BPre2a_NStem	LocPre_AdvPre_PossConc2_NStem	LocPre_AdvPre_PossConc2_NStem
aba_nengi	AdjPref2_AdjStem	AdjPref2_AdjStem	AdjPref2_AdjStem	AdjPref2_AdjStem
bona	AbsPron2	AbsPron2	AbsPron2	AbsPron2
ku_bayini	BPre15_NStem	BPre15_NStem	BPre15_NStem	BPre15_NStem
ku_b_e	SC15_VRoot_VerbTerm	OC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm	OC15_VRoot_VerbTerm
na_i_nturhu	AdvPre_NPre9_NStem	AdvPre_NPre9_NStem	AdvPre_NPre9_NStem	AdvPre_NPre9_NStem
.	Punc	Punc	Punc	Punc
aba_nye	AdjPref2_AdjStem	AdjPref2_AdjStem	AdjPref2_AdjStem	AdjPref2_AdjStem
a_bo_nobangela	NPrePre2_BPre2_NStem	NPrePre2_BPre2a_NStem	NPrePre2_BPre2_NStem	NPrePre2a_BPre2a_NStem
ba_nga_b_a	SC2a_Pot_VRoot_VerbTerm	SC2_Pot_Intrans_VerbTerm	SC2a_Pot_VRoot_VerbTerm	SC2_Pot_Intrans_VerbTerm
'	Punc	Punc	Punc	Punc
nga_ba_mambala	AdvPre_BPre2_NStem	AdvPre_BPre2_NStem	AdvPre_BPre2_NStem	AdvPre_BPre2_NStem
'	Punc	Punc	Punc	Punc
aba_nye	AdjPref2_AdjStem	AdjPref2_AdjStem	AdjPref2_AdjStem	AdjPref2_AdjStem
ba_nga_b_a	SC2_Pot_VRoot_VerbTerm	SC2_Pot_Intrans_VerbTerm	SC2_Pot_VRoot_VerbTerm	SC2_Pot_VRoot_VerbTerm
nga_i_n_dlela	AdvPre_NPrePre9_BPre9_NStem	AdvPre_NPrePre9_BPre9_NStem	AdvPre_NPrePre9_BPre9_NStem	AdvPre_NPrePre9_BPre9_NStem
'	Punc	Punc	Punc	Punc
ku_bon_w_a	SC15_VRoot_PassExt_VerbTerm	BPre15_VRoot_PassExt_VerbTerm	SC15_VRoot_PassExt_VerbTerm	BPre15_VRoot_PassExt_VerbTerm
nga_yo	AdvPre_PronStem9	AdvPre_PronStem9	AdvPre_PronStem9	AdvPre_PronStem9
'	Punc	Punc	Punc	Punc
nga_i_n_dlela	AdvPre_NPrePre9_BPre3_NStem	AdvPre_NPrePre9_BPre9_NStem	AdvPre_NPrePre9_BPre3_NStem	AdvPre_NPrePre9_BPre9_NStem
a_ba_ntu	NPrePre2_BPre2_NStem	NPrePre2_BPre2_NStem	NPrePre2_BPre2_NStem	NPrePre2_BPre2_NStem
ba_qal_a	SC2_VRoot_VerbTerm	SC2_VRoot_VerbTerm	SC2_VRoot_VerbTerm	SC2_VRoot_VerbTerm
nga_yo	AdvPre_PronStem9	AdvPre_PronStem9	AdvPre_PronStem9	AdvPre_PronStem9
u_bu_jamo	NPre14_NPrePre14_NStem	NPrePre14_BPre14_NStem	NPre14_NPrePre14_NStem	NPrePre14_BPre14_NStem
o_buthize	RelConc14_NStem	RelConc3_NStem	RelConc14_NStem	RelConc14_NStem
.	Punc	Punc	Punc	Punc
i_mi_biko	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem
ya_qobe	PossConc1a_NStem	PossConc9_NStem	PossConc1a_NStem	PossConc9_NStem
-	Punc	Punc	Punc	Punc
a_ma_komidi	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem
we_wadi	PossConc6_NStem	PossConc6_NStem	PossConc6_NStem	PossConc6_NStem
ku_fan_el_e	SC15_VRoot_ApplExt_VerbTerm	OC15_VRoot_ApplExt_VerbTerm	SC15_VRoot_ApplExt_VerbTerm	OC15_VRoot_ApplExt_VerbTerm
a_thol_e	RelConc6_VRoot_VerbTerm	RelConc6_VRoot_VerbTerm	RelConc6_VRoot_VerbTerm	RelConc6_VRoot_VerbTerm
i_mi_biko	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem
e_buy_a_ko	RelConc4_VRoot_VerbTerm_RelSuf	RelConc4_VRoot_VerbTerm_RelSuf	RelConc4_VRoot_VerbTerm_RelSuf	RelConc9_VRoot_VerbTerm_RelSuf
njalo	Adv	Adv	Adv	Adv
mayelana	NStem	NStem	NStem	NStem
na_ragelo	AdvPre_NStem	AdvPre_NStem	AdvPre_NStem	AdvPre_NPre5_NStem
phambili	Adv	Adv	Adv	Adv
le_i_khansela	Dem5_Pos1_NPrePre4_NStem	Pos1_NPrePre4	Dem5_Pos1_NPrePre4_NStem	Pos1_NPrePre4
.	Punc	Punc	Punc	Punc
ba_nga_buz_a	SC2_Pot_Intrans_VerbTerm	SC2_AdvPre_VRoot_VerbTerm	SC2_Pot_Intrans_VerbTerm	SC2_AdvPre_VRoot_VerbTerm
a_ma_khansela	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem
bona	AbsPron2	AbsPron2	AbsPron2	AbsPron2
ku_bayini	BPre15_NStem	BPre15_NStem	BPre15_NStem	BPre15_NStem
i_ragelo	NPrePre5_NStem	NPrePre5_NStem	NPrePre5_NStem	NPrePre5_NStem
phambili	Adv	Adv	Adv	Adv
li_liyek_ile	SC5_VRoot_Perf	SC5_VRoot_Perf	SC5_VRoot_Perf	SC5_VRoot_Perf
be_s_e	SC2_VRoot_VerbTerm	SC2_VRoot_VerbTerm	SC2_VRoot_VerbTerm	SC2_VRoot_VerbTerm
ba_tjhukum_is_a	SC2_VRoot_CausExt_VerbTerm	SC2_Intrans_CausExt_VerbTerm	SC2_VRoot_CausExt_VerbTerm	SC2_Intrans_CausExt_VerbTerm
i_in_dlela	NPrePre10_NPre10_NStem	NPrePre10_NPre10_NStem	NPrePre10_NPre10_NStem	NPrePre10_NPre10_NStem
zoku_hlangabezan_a	Fut_VRoot_VerbTerm	Fut_VRoot_VerbTerm	Fut_VRoot_VerbTerm	PossConc15_BPre15_NStem
na_i_mi_tlamo	AdvPre_NPrePre4_BPre4_NStem	AdvPre_NPre4_BPre4_NStem	AdvPre_NPrePre4_BPre4_NStem	AdvPre_NPre4_BPre4_NStem
nga_i_n_dlela	AdvPre_NPrePre9_BPre9_NStem	AdvPre_NPrePre9_BPre9_NStem	AdvPre_NPrePre9_BPre9_NStem	AdvPre_NPrePre9_BPre9_NStem
e_phumelel_is_a_ko	LocPre_VRoot_CausExt_VerbTerm_RelSuf	RelConc9_VRoot_CausExt_VerbTerm_RelSuf	LocPre_VRoot_CausExt_VerbTerm_RelSuf	RelConc9_VRoot_CausExt_VerbTerm_RelSuf
.	Punc	Punc	Punc	Punc
u_ku_hlanganyela	NPrePre15_BPre15_NStem	NPrePre15_BPre15_NStem	NPrePre15_BPre15_NStem	NPrePre15_BPre15_VRoot_VerbTerm
kwa_u_mu_phakathi	PossConc15_NPrePre3_BPre3_NStem	PossConc15_NPrePre3_BPre3_NStem	PossConc15_NPrePre3_BPre3_NStem	PossConc15_NPrePre3_BPre3_NStem
ku_yi_kambiso	BPre15_CopPre_NStem	BPre15_CopPre_NStem	BPre15_CopPre_NStem	BPre15_OC15_NStem
e_tlhog_a	RelConc9_Intrans_VerbTerm	RelConc4_Intrans_VerbTerm	RelConc9_Intrans_VerbTerm	RelConc4_NStem
u_ku_fak_w_a	NPrePre15_BPre15_VRoot_PassExt_VerbTerm	NPrePre15_BPre15_VRoot_PassExt_VerbTerm	NPrePre15_BPre15_VRoot_PassExt_VerbTerm	NPrePre15_BPre15_VRoot_PassExt_VerbTerm
kwa_u_mu_phakathi	PossConc15_NPrePre3_BPre3_NStem	PossConc15_NPrePre3_BPre3_NStem	PossConc15_NPrePre3_BPre3_NStem	PossConc15_NPrePre3_BPre3_NStem
