morphemes	target	prediction	target_canon	prediction_canon
ka_khulu	AdvPre_AdjStem	Punc_Punc	AdvPre_AdjStem	NStem_NStem
.	Punc	Punc	Punc	Punc
u_mlandvo	NPrePre1a_NStem	NStem_NStem	NPrePre1a_NStem	NStem_NStem
we_ma_khono	PossConc3_BPre6_NStem	NStem_NStem_NStem	PossConc3_BPre6_NStem	NStem_NStem_NStem_NStem
e_mu_sebenti_ini	LocPre_BPre3_NStem_LocSuf	NStem_NStem_NStem_VRoot	LocPre_BPre3_NStem_LocSuf	NStem_NStem_NStem_NStem
wa_hulumende	PossConc1_NStem	NStem_NStem	PossConc1_NStem	NStem_NStem
u_khomb_is_a	SC3_VRoot_CausExt_VerbTerm	NStem_NStem_NStem_NStem	SC3_VRoot_CausExt_VerbTerm	NStem_NStem_NStem_NStem
e_ma_khono	NPrePre6_BPre6_NStem	NStem_NStem_NStem	NPrePre6_BPre6_NStem	NStem_NStem_NStem
la_khona	RelConc6_Adv	Punc_Punc	RelConc6_Adv	NStem_NStem
ku_velonkhe	LocPre_NStem	NStem_NStem	LocPre_NStem	NStem_NStem
.	Punc	Punc	Punc	Punc
ku_nga_bi_kho	BPre15_NegPre_NStem_RelSuf	NStem_NStem_NStem_NStem	BPre15_NegPre_NStem_RelSuf	Punc_Punc_Punc_NStem
kwa_bo_dokotela	PossConc15_BPre2_NStem	NStem_NStem_NStem	PossConc15_BPre2_NStem	NStem_NStem_VRoot
laba_s_e_zinga_ini	RelConc2_PreLoc-s_LocPre_NStem_LocSuf	VRoot_VRoot_VRoot_VRoot_VRoot	RelConc2_PreLoc-s_LocPre_NStem_LocSuf	VRoot_VRoot_VRoot_VRoot_VRoot
laba_enel_e	RelConc2_VRoot_VerbTerm	NStem_NStem_NStem	RelConc2_VRoot_VerbTerm	Punc_Punc_Punc
,	Punc	Punc	Punc	Punc
bo_i_n_jiniyela	BPre2a_NPrePre9_BPre9_NStem	NStem_NStem_NStem_NStem	BPre2a_NPrePre9_BPre9_NStem	VRoot_VRoot_VRoot
,	Punc	Punc	Punc	Punc
ti_sebenti	BPre8_NStem	NStem_NStem	BPre8_NStem	Punc_Punc
leti_cecesh_iw_e	RelConc10_VRoot_PassExt_VerbTerm	VRoot_VRoot_VRoot_VRoot	RelConc10_VRoot_PassExt_VerbTerm	VRoot_VRoot_VRoot_NStem
ku_thekhinoloji	LocPre_NStem	NStem_NStem	LocPre_NStem	NStem_NStem
,	Punc	Punc	Punc	Punc
ti_ati	BPre8_NStem	Punc_Punc	BPre8_NStem	NStem_NStem_NStem
ku_te_lu_phenyo	BPre17_PossConc10_BPre11_NStem	VRoot_VRoot_VRoot_VRoot	BPre17_PossConc10_BPre11_NStem	VRoot_VRoot_VRoot_VRoot
lw_e_i_sayensi	PossConc11_LocPre_NPrePre4_NStem	VRoot_VRoot_VRoot_VRoot	PossConc11_LocPre_NPrePre4_NStem	NStem_NStem
,	Punc	Punc	Punc	Punc
ba_phenyi	BPre2_NStem	NStem_NStem	BPre2_NStem	Punc_Punc
,	Punc	Punc	Punc	Punc
ba_hleli	BPre2_NStem	NStem_NStem	BPre2_NStem	NStem_NStem
,	Punc	Punc	Punc	Punc
ba_phenyimabhuku	PossConc2a_NStem	VRoot_VRoot	PossConc2a_NStem	VRoot_VRoot
,	Punc	Punc	Punc	Punc
ba_shushisi	BPre2_NStem	NStem_NStem	BPre2_NStem	NStem_NStem
,	Punc	Punc	Punc	Punc
ba_luleki	BPre2_NStem	NStem_NStem	BPre2_NStem	NStem_NStem
be_kharikhulamu	PossConc2_NStem	VRoot_VRoot	PossConc2_NStem	NStem_NStem_NStem
njalo	Adv	Punc	Adv	Punc
njalo	Adv	Punc	Adv	Punc
njalo	Adv	Punc	Adv	Punc
.	Punc	Punc	Punc	Punc
nga_i_li_tulu	AdvPre_NPrePre5_BPre5_NStem	NStem_NStem_NStem_NStem	AdvPre_NPrePre5_BPre5_NStem	NStem_NStem_NStem_NStem
lwa_loko	PossConc11_NStem	NStem_NStem	PossConc11_NStem	Punc_Punc
,	Punc	Punc	Punc	Punc
likhono	NStem	NStem	NStem	NStem_NStem
leku_phats_a	RelConc15_VRoot_VerbTerm	NStem_NStem_NStem	RelConc15_VRoot_VerbTerm	NStem_NStem_NStem
leti_sebenti	RelConc8_NStem	NStem_NStem	RelConc8_NStem	Punc_NStem
leti_s_e_tulu	RelConc10_PreLoc-s_LocPre_Adv	NStem_NStem_NStem_NStem	RelConc10_PreLoc-s_LocPre_Adv	NStem_NStem_NStem_NStem
leti_sebent_a	RelConc10_VRoot_VerbTerm	NStem_NStem_NStem	RelConc10_VRoot_VerbTerm	NStem_NStem_NStem
e_in_hlangano_ini	LocPre_BPre9_NStem_LocSuf	NStem_NStem_NStem_NStem	LocPre_BPre9_NStem_LocSuf	NStem_NStem_NStem_NStem
le_nkimbit_ek_ile	PossConc5_VRoot_NeutExt_Perf	VRoot_VRoot_VRoot_VRoot	PossConc5_VRoot_NeutExt_Perf	NStem_NStem_VRoot_VRoot
,	Punc	Punc	Punc	Punc
esi_ma_ini	RelConc7_NStem_LocSuf	NStem_Punc_NStem	RelConc7_NStem_LocSuf	NStem_NStem_NStem
setembusave	NStem	NStem	NStem	NStem_NStem_NStem_NStem
ne_setenhlalo	AdvPre_NStem	NStem_NStem	AdvPre_NStem	VRoot_VRoot_VRoot_VRoot_VRoot
ku_dzing_a	SC15_VRoot_VerbTerm	NStem_NStem_NStem	SC15_VRoot_VerbTerm	NStem_NStem_NStem
ku_nak_w_a	BPre15_VRoot_PassExt_VerbTerm	NStem_NStem_NStem_NStem	BPre15_VRoot_PassExt_VerbTerm	NStem_NStem_NStem_NStem
loku_khulu	AdjPref15_AdjStem	NStem_NStem	AdjPref15_AdjStem	NStem_NStem
.	Punc	Punc	Punc	Punc
kute	Conj	Punc	Conj	Punc
ku_sonjulul_w_e	SC15_VRoot_PassExt_VerbTerm	NStem_NStem_VRoot_VRoot	SC15_VRoot_PassExt_VerbTerm	VRoot_VRoot_VRoot_VRoot
ku_b_a_te	BPre15_VRoot_VerbTerm_NegPre	NStem_NStem_NStem_NStem	BPre15_VRoot_VerbTerm_NegPre	NStem_NStem_NStem_NStem
nga_lo_kw_enel_e	AdvPre_Dem1_Pos1_BPre15_VRoot_VerbTerm	NStem_NStem_VRoot_NStem_VRoot	AdvPre_Dem1_Pos1_BPre15_VRoot_VerbTerm	VRoot_VRoot_VRoot_VRoot
kwa_e_ma_khono	PossConc15_NPrePre6_BPre6_NStem	VRoot_VRoot_VRoot_VRoot	PossConc15_NPrePre6_BPre6_NStem	NStem_NStem_VRoot_VRoot
la_cecesh_el_w_e	SC5_VRoot_ApplExt_PassExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot	SC5_VRoot_ApplExt_PassExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot
ne_we_ku_phats_a	AdvPre_PossConc1_BPre15_VRoot_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot	AdvPre_PossConc1_BPre15_VRoot_VerbTerm	NStem_NStem_NStem_VRoot_NStem
,	Punc	Punc	Punc	Punc
hulumende	NStem	NStem	NStem	NStem
ku_mel_e	SC15_VRoot_VerbTerm	NStem_NStem_NStem	SC15_VRoot_VerbTerm	NStem_NStem_NStem
a_tsats_e	RelConc6_VRoot_VerbTerm	NStem_NStem_NStem	RelConc6_VRoot_VerbTerm	NStem_NStem_NStem
u_mu_bono	NPrePre3_BPre3_NStem	NStem_NStem_NStem	NPrePre3_BPre3_NStem	NStem_NStem_NStem
wa_i_si_khatsi	PossConc1_NPrePre7_BPre7_NStem	NStem_NStem_NStem_NStem	PossConc1_NPrePre7_BPre7_NStem	NStem_NStem_NStem
lesi_dze	AdjPref7_AdjStem	NStem_NStem	AdjPref7_AdjStem	NStem_NStem
we_ku_tfutfuk_is_a	PossConc3_BPre15_VRoot_CausExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot	PossConc3_BPre15_VRoot_CausExt_VerbTerm	NStem_NStem_VRoot_NStem_VRoot
e_ma_khono	NPrePre6_BPre6_NStem	NStem_NStem_NStem	NPrePre6_BPre6_NStem	NStem_NStem_NStem
la_wa_dzing_a_ko	PossConc5_BPre3_VRoot_VerbTerm_RelSuf	VRoot_VRoot_VRoot_VRoot_VRoot	PossConc5_BPre3_VRoot_VerbTerm_RelSuf	NStem_NStem_NStem_Punc_NStem
nge_ku_condzis_a	AdvPre_BPre15_Intrans_VerbTerm	NStem_NStem_NStem_NStem	AdvPre_BPre15_Intrans_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot
i_mi_sebenti	NPrePre4_BPre4_NStem	NStem_NStem_NStem	NPrePre4_BPre4_NStem	NStem_NStem_NStem
,	Punc	Punc	Punc	Punc
ku_fundz_is_a	BPre15_VRoot_CausExt_VerbTerm	NStem_NStem_NStem_NStem	BPre15_VRoot_CausExt_VerbTerm	NStem_VRoot_NStem_NStem
kanye	Adv	Punc	Adv	Punc
ne_bu_dlelwane	AdvPre_BPre14_NStem	NStem_NStem_NStem	AdvPre_BPre14_NStem	NStem_NStem_NStem
lobu_sondzelene	RelConc14_NStem	VRoot_VRoot	RelConc14_NStem	NStem_NStem
na_ma_nyuvesi	AdvPre_BPre6_NStem	NStem_NStem_NStem	AdvPre_BPre6_NStem	NStem_NStem_NStem
ne_ti_kolwatekufundzela	AdvPre_BPre8_NStem	VRoot_VRoot_VRoot	AdvPre_BPre8_NStem	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot
ku_phats_a	BPre15_VRoot_VerbTerm	NStem_NStem_NStem	BPre15_VRoot_VerbTerm	NStem_NStem_NStem
.	Punc	Punc	Punc	Punc
lu_hlelo	BPre11_NStem	NStem_NStem	BPre11_NStem	NStem_NStem
lu_ba	SC11_AuxVStem	Punc_Punc	SC11_AuxVStem	NStem_Punc_Punc
ngu_lolu_tsemb_ek_ile	CopPre_RelConc15_VRoot_NPas_Perf	VRoot_VRoot_VRoot_VRoot_VRoot	CopPre_RelConc15_VRoot_NPas_Perf	VRoot_VRoot_VRoot_VRoot
njengobe	Adv	Punc	Adv	Punc
i_n_dlela	NPrePre9_BPre9_NStem	NStem_NStem_NStem	NPrePre9_BPre9_NStem	NStem_NStem_NStem
ye_kwe_tful_w_a	PossConc9_BPre15_VRoot_PassExt_VerbTerm	NStem_NStem_NStem_NStem_NStem	PossConc9_BPre15_VRoot_PassExt_VerbTerm	VRoot_NStem_VRoot_NStem_NStem
kwa_lo	PossConc15_PronStem11	Punc_Punc	PossConc15_PronStem11	Punc_Punc
i_ne_ku_ent_ek_a	SC9_AdvPre_OC15_VRoot_NPas_VerbTerm	NStem_NStem_NStem_NStem_NStem_NStem	SC9_AdvPre_OC15_VRoot_NPas_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot
.	Punc	Punc	Punc	Punc
ku_ne_ngoti	BPre17_AdvPre_NStem	NStem_NStem_NStem	BPre17_AdvPre_NStem	NStem_NStem
le_n_khulu	PossConc5_BPre9_Adv	NStem_NStem_NStem	PossConc5_BPre9_Adv	NStem_NStem_NStem
ya_ku_ts_i	PossConc9_BPre15_VRoot_VerbTerm	NStem_NStem_NStem_NStem	PossConc9_BPre15_VRoot_VerbTerm	NStem_NStem_NStem_NStem
lu_hlelo	BPre11_NStem	NStem_NStem	BPre11_NStem	NStem_NStem
lwa_in_tfutfuko	PossConc11_NPre9_NStem	VRoot_VRoot_VRoot	PossConc11_NPre9_NStem	VRoot_NStem_VRoot
lwe_ningizimu	PossConc11_NStem	NStem_NStem	PossConc11_NStem	NStem_NStem_NStem_NStem
Afrika	ProperName	Punc	ProperName	Punc
lu_nga_hluleka	BPre11_AdvPre_NStem	VRoot_NStem_NStem	BPre11_AdvPre_NStem	NStem_VRoot_VRoot_VRoot
ngoba	Adv	Punc	Adv	NStem_NStem
hulumende	NStem	NStem	NStem	NStem
aka_khon_i	NegPre_VRoot_VerbTerm	NStem_NStem_NStem	NegPre_VRoot_VerbTerm	NStem_NStem_NStem_NStem
ku_lu_e_tful_a	SC15_OC11_LocPre_VRoot_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot	SC15_OC11_LocPre_VRoot_VerbTerm	VRoot_VRoot_VRoot_VRoot
.	Punc	Punc	Punc	Punc
i_khomishini	NPrePre4_NStem	NStem_NStem	NPrePre4_NStem	NStem_NStem
i_ent_a	SC9_VRoot_VerbTerm	NStem_NStem_NStem	SC9_VRoot_VerbTerm	NStem_NStem_NStem
ti_phakamiso	BPre8_NStem	NStem_NStem	BPre8_NStem	NStem_NStem
te_ku_hlel_w_a	PossConc8_BPre15_VRoot_PassExt_VerbTerm	NStem_NStem_NStem_NStem_NStem	PossConc8_BPre15_VRoot_PassExt_VerbTerm	VRoot_VRoot_NStem_VRoot_VRoot
ka_bu_sha	AdvPre_BPre14_AdjStem	NStem_NStem_NStem	AdvPre_BPre14_AdjStem	NStem_NStem_NStem
kwe_ti_khungo	PossConc15_BPre8_NStem	NStem_NStem_NStem	PossConc15_BPre8_NStem	NStem_NStem_NStem
kute	Conj	Punc	Conj	Punc
ku_lung_is_w_e	SC15_VRoot_CausExt_PassExt_VerbTerm	NStem_NStem_VRoot_VRoot_VRoot	SC15_VRoot_CausExt_PassExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot
ku_nga_lingan_i	BPre15_NegPre_VRoot_VerbTerm	NStem_NStem_NStem_NStem	BPre15_NegPre_VRoot_VerbTerm	VRoot_NStem_NStem_NStem
kanye	Adv	Punc	Adv	Punc
ne_ku_nga_sebent_i	AdvPre_BPre15_NegPre_VRoot_VerbTerm	VRoot_NStem_NStem_VRoot_VRoot	AdvPre_BPre15_NegPre_VRoot_VerbTerm	NStem_NStem_NStem_VRoot_NStem
ka_hle	AdvPre_AdjStem	NStem_NStem	AdvPre_AdjStem	NStem_NStem
loku_vam_ile	RelConc15_VRoot_Perf	NStem_NStem_NStem	RelConc15_VRoot_Perf	NStem_NStem_NStem
e_mu_sebenti_ini	LocPre_BPre3_NStem_LocSuf	NStem_NStem_NStem_NStem	LocPre_BPre3_NStem_LocSuf	VRoot_NStem_VRoot_VRoot
wa_hulumende	PossConc1_NStem	NStem_NStem	PossConc1_NStem	NStem_NStem
na_ku_bo_hulumende	AdvPre_LocPre_BPre2a_NStem	NStem_VRoot_NStem_NStem	AdvPre_LocPre_BPre2a_NStem	VRoot_VRoot_VRoot_VRoot
ba_s_e_li_khaya	PossConc14_PreLoc-s_LocPre_BPre5_NStem	NStem_VRoot_VRoot_VRoot_VRoot	PossConc14_PreLoc-s_LocPre_BPre5_NStem	NStem_NStem_NStem_NStem_NStem
.	Punc	Punc	Punc	Punc
sebent_is_a	VRoot_CausExt_VerbTerm	NStem_NStem_NStem	VRoot_CausExt_VerbTerm	NStem_NStem_NStem
lu_hlu	BPre11_NStem	Punc_Punc	BPre11_NStem	NStem_NStem
lwa_si_cinisekiso	PossConc11_BPre7_NStem	VRoot_VRoot_VRoot	PossConc11_BPre7_NStem	VRoot_VRoot_VRoot
e_ku_coc_is_an_eni	LocPre_BPre15_VRoot_CausExt_RecipExt_LocSuf	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot	LocPre_BPre15_VRoot_CausExt_RecipExt_LocSuf	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot_VRoot
loku_vulek_ile	RelConc15_VRoot_Perf	NStem_NStem_NStem	RelConc15_VRoot_Perf	NStem_NStem_NStem_NStem
li_mayela_na	BPre5_NStem_DimSuf	NStem_NStem_NStem	BPre5_NStem_DimSuf	NStem
na_ma_zinga	AdvPre_BPre6_NStem	NStem_NStem_NStem	AdvPre_BPre6_NStem	NStem_NStem_NStem
a_in_philo	PossConc6_BPre9_NStem	NStem_NStem_NStem	PossConc6_BPre9_NStem	NStem_NStem_NStem
a_li_cembu	PossConc6_BPre5_NStem	NStem_NStem_NStem	PossConc6_BPre5_NStem	NStem_NStem_NStem
.	Punc	Punc	Punc	Punc
rekhoda	NStem	NStem	NStem	Punc_Punc
tin_phendvulo	BPre10_NStem	NStem_NStem	BPre10_NStem	NStem_NStem
.	Punc	Punc	Punc	Punc
lesi_bonelo	RelConc7_NStem	NStem_NStem	RelConc7_NStem	NStem_NStem
sa_lu_hlu	PossConc7_BPre11_NStem	NStem_NStem_NStem	PossConc7_BPre11_NStem	NStem_NStem_NStem
lwa_si_cinisekiso	PossConc11_BPre7_NStem	NStem_NStem_NStem	PossConc11_BPre7_NStem	VRoot_VRoot_VRoot
tin_phahla	BPre10_NStem	NStem_NStem	BPre10_NStem	NStem_NStem
si_nga_ku_sit_a	SC1pp_Pot_OC2ps_VRoot_VerbTerm	NStem_NStem_NStem_NStem_NStem	SC1pp_Pot_OC2ps_VRoot_VerbTerm	NStem_NStem_NStem_NStem_NStem
ku_lo_m_sebenti	LocPre_Dem3_Pos1_BPre3_NStem	VRoot_VRoot_VRoot_VRoot	LocPre_Dem3_Pos1_BPre3_NStem	NStem_NStem_NStem_NStem
ku_cinisek_is_a	BPre15_VRoot_CausExt_VerbTerm	VRoot_VRoot_VRoot_VRoot	BPre15_VRoot_CausExt_VerbTerm	NStem_NStem_NStem_NStem
kutsi	Conj	Punc	Conj	Punc
u_na_yo	SC3_AdvPre_PronStem9	NStem_NStem_NStem	SC3_AdvPre_PronStem9	NStem_NStem_NStem
yo_nkhe	QuantConc4_QuantStem	NStem_NStem	QuantConc4_QuantStem	NStem_NStem
i_mi_niningwane	NPrePre4_BPre4_NStem	NStem_NStem_NStem	NPrePre4_BPre4_NStem	NStem_NStem_NStem
lo_yi_dzing_a_ko	RelConc1_OC4_VRoot_VerbTerm_RelSuf	VRoot_VRoot_VRoot_VRoot_VRoot	RelConc1_OC4_VRoot_VerbTerm_RelSuf	VRoot_VRoot_VRoot_VRoot_VRoot
.	Punc	Punc	Punc	Punc
u_finyelel_e	SC2ps_VRoot_VerbTerm	NStem_NStem_VRoot	SC2ps_VRoot_VerbTerm	VRoot_VRoot_VRoot_VRoot
njani	Adv	NStem	Adv	NStem
e_mu_gomo_ini	LocPre_BPre3_NStem_LocSuf	NStem_NStem_NStem_NStem	LocPre_BPre3_NStem_LocSuf	NStem_NStem_NStem_NStem
wa_ku_khwesh_is_a	PossConc3_OC15_VRoot_CausExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot	PossConc3_OC15_VRoot_CausExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot
u_mu_lingani	NPrePre1_BPre1_NStem	Punc_Punc_Punc	NPrePre1_BPre1_NStem	NStem_NStem_NStem
wa_kho	PossConc1_PronStem2ps	Punc_Punc	PossConc1_PronStem2ps	Punc_Punc
?	Punc	Punc	Punc	Punc
si_gaba	BPre7_NStem	Punc_Punc	BPre7_NStem	Punc_Punc
2	Num	Punc	Num	Punc
si_cala	BPre7_NStem	Punc_Punc	BPre7_NStem	Punc_Punc
nga_ku_hlatiy_a	AdvPre_OC15_VRoot_VerbTerm	VRoot_VRoot_VRoot_VRoot	AdvPre_OC15_VRoot_VerbTerm	VRoot_VRoot_NStem_VRoot
kanye	Conj	Punc	Conj	Punc
na_ku_hlangan_is_a	AdvPre_OC15_VRoot_CausExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot	AdvPre_OC15_VRoot_CausExt_VerbTerm	NStem_VRoot_VRoot_VRoot_VRoot
i_mi_niningwane	NPrePre4_BPre4_NStem	NStem_NStem_NStem	NPrePre4_BPre4_NStem	NStem_NStem_NStem
le_gcogc_w_e	RelConc4_VRoot_PassExt_VerbTerm	NStem_NStem_NStem_NStem	RelConc4_VRoot_PassExt_VerbTerm	VRoot_VRoot_VRoot_VRoot
ku_le_mi_sebenti	LocPre_Dem4_Pos1_BPre4_NStem	NStem_NStem_NStem_NStem	LocPre_Dem4_Pos1_BPre4_NStem	VRoot_NStem_NStem_NStem
ya_ku_hlel_ek_a	PossConc4_BPre15_VRoot_NPas_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot	PossConc4_BPre15_VRoot_NPas_VerbTerm	VRoot_VRoot_NStem_NStem
nga_li_balave	AdvPre_BPre5_NStem	NStem_NStem_NStem	AdvPre_BPre5_NStem	NStem_NStem_NStem
,	Punc	Punc	Punc	Punc
ya_ku_gabanc_a	PossConc4_BPre15_VRoot_VerbTerm	NStem_NStem_NStem_NStem	PossConc4_BPre15_VRoot_VerbTerm	NStem_NStem_NStem_NStem
,	Punc	Punc	Punc	Punc
ku_m_ncamulajucu	LocPre_BPre3_NStem	NStem_VRoot_VRoot	LocPre_BPre3_NStem	VRoot_VRoot
wa_si_khatsi	PossConc3_BPre7_NStem	NStem_NStem_NStem	PossConc3_BPre7_NStem	NStem_NStem_NStem
kanye	Conj	Punc	Conj	Punc
na_mi_khuba	AdvPre_BPre4_NStem	NStem_NStem_NStem	AdvPre_BPre4_NStem	NStem_NStem_NStem
ya_si_khatsi-dze	PossConc4_BPre7_NStem	VRoot_VRoot_VRoot	PossConc4_BPre7_NStem	VRoot_VRoot_VRoot_NStem
.	Punc	Punc	Punc	Punc
niket_a	VRoot_VerbTerm	NStem_NStem	VRoot_VerbTerm	NStem_NStem
i_mi_tfwalo	NPrePre4_BPre4_NStem	NStem_NStem_NStem	NPrePre4_BPre4_NStem	VRoot_VRoot_VRoot
ya_ku_bhal_w_a	PossConc4_OC15_VRoot_PassExt_VerbTerm	NStem_NStem_NStem_NStem_NStem	PossConc4_OC15_VRoot_PassExt_VerbTerm	VRoot_NStem_VRoot_NStem_NStem
kwa_ti_ncenye	PossConc15_NPre10_NStem	NStem_NStem_NStem	PossConc15_NPre10_NStem	NStem_NStem_NStem
leti_tsite	RelConc10_RelStem	NStem_NStem	RelConc10_RelStem	NStem_NStem
.	Punc	Punc	Punc	Punc
loku	RelConc15	Punc	RelConc15	Punc
ku_kwent_a	BPre15_VRoot_VerbTerm	NStem_NStem_NStem	BPre15_VRoot_VerbTerm	NStem_VRoot_VRoot_VRoot
ncono_ku_ent_a	AdvPre_BPre15_VRoot_VerbTerm	VRoot_VRoot_VRoot_VRoot	AdvPre_BPre15_VRoot_VerbTerm	VRoot_VRoot_VRoot_VRoot
ncono	Adv	NStem	Adv	Punc
bu_nikati	BPre14_NStem	NStem_NStem	BPre14_NStem	NStem_NStem
futsi	Conj	Punc	Conj	Punc
ku_cinisek_is_a	BPre15_VRoot_CausExt_VerbTerm	NStem_NStem_NStem_NStem	BPre15_VRoot_CausExt_VerbTerm	NStem_NStem_NStem_NStem
ku_cedz_el_w_a	BPre15_VRoot_ApplExt_PassExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot	BPre15_VRoot_ApplExt_PassExt_VerbTerm	VRoot_NStem_VRoot_VRoot_VRoot
nga_loku_fan_el_ek_ile	AdvPre_RelConc15_VRoot_ApplExt_NeutExt_Perf	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot	AdvPre_RelConc15_VRoot_ApplExt_NeutExt_Perf	NStem_NStem_NStem_NStem_NStem_NStem
kwe_m_sebenti	PossConc15_BPre3_NStem	NStem_NStem_NStem	PossConc15_BPre3_NStem	NStem_NStem_NStem
.	Punc	Punc	Punc	Punc
bo_bani	BPre2_Interrog	Punc_Punc	BPre2_Interrog	Punc_Punc
laba_yi_tfol_a_ko	RelConc2_OC9_VRoot_VerbTerm_RelSuf	VRoot_VRoot_VRoot_VRoot_VRoot	RelConc2_OC9_VRoot_VerbTerm_RelSuf	VRoot_VRoot_VRoot_VRoot_VRoot
leti_n_sita	RelConc10_BPre9_NStem	NStem_NStem_NStem	RelConc10_BPre9_NStem	NStem_NStem_NStem
ta_ma_komidi	PossConc10_BPre6_NStem	NStem_NStem_NStem	PossConc10_BPre6_NStem	NStem_NStem_NStem_NStem
e_ma_wadi	NPrePre6_BPre6_NStem	NStem_NStem_NStem	NPrePre6_BPre6_NStem	NStem_NStem_NStem
njenge	Adv	Punc	Adv	Punc
kwa_ku_hamb_a	PossConc15_BPre15_VRoot_VerbTerm	NStem_NStem_NStem_NStem	PossConc15_BPre15_VRoot_VerbTerm	NStem_NStem_NStem_NStem
?	Punc	Punc	Punc	Punc
bo_n_gcondvomshini	BPre2a_BPre9_NStem	VRoot_VRoot_VRoot	BPre2a_BPre9_NStem	VRoot_VRoot
?	Punc	Punc	Punc	Punc
tin_cingo	NPre10_NStem	NStem_NStem	NPre10_NStem	NStem_NStem
?	Punc	Punc	Punc	Punc
ku_tsints_an_a	BPre15_VRoot_RecipExt_VerbTerm	NStem_NStem_NStem_NStem	BPre15_VRoot_RecipExt_VerbTerm	NStem_NStem_NStem_NStem
na_ba_holi	AdvPre_BPre2_NStem	NStem_NStem_NStem	AdvPre_BPre2_NStem	NStem_NStem_NStem
ba_politiki	PossConc2_NStem	NStem_NStem	PossConc2_NStem	Punc_Punc
?	Punc	Punc	Punc	Punc
ku_tsints_an_a	BPre15_VRoot_RecipExt_VerbTerm	NStem_NStem_NStem_NStem	BPre15_VRoot_RecipExt_VerbTerm	NStem_NStem_NStem_NStem
na_ba_m_sakato	AdvPre_PossConc3_BPre3_NStem	NStem_NStem_NStem_NStem	AdvPre_PossConc3_BPre3_NStem	NStem_NStem_NStem_NStem
?	Punc	Punc	Punc	Punc
e_ku_hlatiy_a_ini	LocPre_OC15_VRoot_VerbTerm_LocSuf	VRoot_VRoot_VRoot_VRoot_VRoot	LocPre_OC15_VRoot_VerbTerm_LocSuf	NStem_NStem_NStem_VRoot_NStem
kwa_tin_nombolo	PossConc15_BPre10_NStem	NStem_NStem_NStem	PossConc15_BPre10_NStem	Punc_Punc_Punc
e_ma_statistics	NPrePre6_BPre6_NStem	NStem_NStem_NStem	NPrePre6_BPre6_NStem	NStem_NStem_NStem
a_ya_setjentis_w_a	SC6_Pres_VRoot_PassExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot	SC6_Pres_VRoot_PassExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot
e_ku_finyet_a_ini	LocPre_OC15_VRoot_VerbTerm_LocSuf	VRoot_VRoot_VRoot_VRoot_VRoot	LocPre_OC15_VRoot_VerbTerm_LocSuf	VRoot_VRoot_NStem_NStem_NStem
i_datha	NPre9_NStem	NStem_NStem	NPre9_NStem	NStem_NStem
na_s_e_ku_khomb_is_a_ini	AdvPre_PreLoc-s_LocPre_BPre15_VRoot_CausExt_VerbTerm_LocSuf	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot_VRoot_VRoot	AdvPre_PreLoc-s_LocPre_BPre15_VRoot_CausExt_VerbTerm_LocSuf	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot_VRoot_VRoot
bu_dlelwane	BPre14_NStem	NStem_NStem	BPre14_NStem	NStem_NStem
,	Punc	NStem	Punc	Punc
ku_sebent_is_w_a	SC15_VRoot_CausExt_PassExt_VerbTerm	VRoot_NStem_NStem_NStem_NStem	SC15_VRoot_CausExt_PassExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot
i_n_dlela	NPrePre9_BPre9_NStem	NStem_NStem_NStem	NPrePre9_BPre9_NStem	NStem_NStem_NStem
ya_ku_cabang_a	PossConc9_OC15_VRoot_VerbTerm	NStem_NStem_NStem_NStem	PossConc9_OC15_VRoot_VerbTerm	NStem_NStem_NStem_NStem
le_deductive	RelConc9_Foreign	NStem_NStem	RelConc9_Foreign	NStem_NStem
.	Punc	Punc	Punc	Punc
e_ku_hlatiy_a_ini	LocPre_OC15_VRoot_VerbTerm_LocSuf	VRoot_VRoot_VRoot_VRoot_VRoot	LocPre_OC15_VRoot_VerbTerm_LocSuf	VRoot_VRoot_VRoot_VRoot_VRoot
i_datha	NPre9_NStem	NStem_NStem	NPre9_NStem	NStem_NStem
