morphemes	target_surface_gold	prediction_surface_gold	target_surface_pred	prediction_surface_pred
we_en_thuthi	PossConc6_LocPre_BPre9_NStem	PossConc3_BPre9_NStem	PossConc6_LocPre_BPre9_NStem	PossConc3_BPre9_NStem
zo_m_phakathi	PossConc10_NPrePre3_BPre3_NStem	PossConc10_BPre3_NStem	PossConc10_NPrePre3_BPre3_NStem	PossConc10_BPre3_NStem
na_ma_rherho	NegPre_BPre6_NStem	AdvPre_BPre6_NStem	NegPre_BPre6_NStem	AdvPre_BPre6_NStem
,	Punc	Punc	Punc	Punc
ku_fak_a	BPre15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm
hlangan_a	NPre15_NStem_DimSuf	VRoot_VerbTerm	NPre15_NStem_DimSuf	VRoot_VerbTerm
u_ku_vuselel_w_a	NPrePre15_BPre15_NStem	NPrePre15_BPre15_VRoot_PassExt_VerbTerm	NPrePre15_BPre15_NStem	NPrePre15_BPre15_VRoot_PassExt_VerbTerm
kwe_mi_zila	PossConc15_NStem	PossConc15_BPre4_NStem	PossConc15_NStem	PossConc15_BPre4_NStem
ye_e_n_timela	PossConc4_LocPre_BPre9_NStem	PossConc4_LocPre_BPre9_NStem	PossConc4_LocPre_BPre9_NStem	PossConc4_LocPre_BPre9_NStem
ezi_setjenziselwa	RelConc8_Intrans_VerbTerm	RelConc8_NStem	RelConc8_Intrans_VerbTerm	RelConc8_NStem
u_ku_thutha	NPrePre15_BPre15_NStem	NPrePre15_BPre15_NStem	NPrePre15_BPre15_NStem	NPrePre15_BPre15_NStem
aba_khambi	NegPre_VRoot_VerbTerm	RelConc2_NStem	NegPre_VRoot_VerbTerm	RelConc2_NStem
ba_nga_ma_langa	BPre2_AdvPre_NPrePre6_BPre6_NStem	BPre2_AdvPre_BPre6_NStem	BPre2_AdvPre_NPrePre6_BPre6_NStem	BPre2_AdvPre_BPre6_NStem
,	Punc	Punc	Punc	Punc
oku_sekel_w_a	SC3_VRoot_PassExt_VerbTerm	RelConc15_VRoot_PassExt_VerbTerm	SC3_VRoot_PassExt_VerbTerm	RelConc15_VRoot_PassExt_VerbTerm
ku_hlangan_is_w_a	OC15_VRoot_VerbTerm	BPre17_VRoot_CausExt_PassExt_VerbTerm	OC15_VRoot_VerbTerm	BPre15_VRoot_CausExt_PassExt_VerbTerm
oku_thuk_is_iw_e_ko	RelConc7_VRoot_PassExt_VerbTerm_RelSuf	RelConc15_VRoot_CausExt_PassExt_VerbTerm_RelSuf	RelConc7_VRoot_PassExt_VerbTerm_RelSuf	RelConc15_VRoot_CausExt_PassExt_VerbTerm_RelSuf
ne_mi_sebenzi	AdvPre_NPrePre4_BPre4_NStem	AdvPre_BPre4_NStem	AdvPre_NPrePre4_BPre4_NStem	AdvPre_BPre4_NStem
ye_e_n_dlela	PossConc9_LocPre_BPre9_NStem	PossConc9_LocPre_BPre9_NStem	PossConc9_LocPre_BPre9_NStem	PossConc9_LocPre_BPre9_NStem
.	Punc	Punc	Punc	Punc
I_Komidi	NPrePre4_NStem	NPrePre4_NStem	NPrePre4_NStem	NPrePre4_NStem
ye_Wadi	PossConc4_NStem	PossConc4_NStem	PossConc4_NStem	PossConc4_NStem
i_nga_lungis_a	SC9_AdvPre_VRoot_CausExt_VerbTerm	SC9_AdvPre_VRoot_VerbTerm	SC9_AdvPre_VRoot_CausExt_VerbTerm	SC9_AdvPre_VRoot_VerbTerm
i_kambiso	NPrePre4_NStem	NPrePre9_NStem	NPrePre4_NStem	NPrePre9_NStem
yo_ku_bik_a	PossConc9_NPrePre15_BPre15_VRoot_VerbTerm	PossConc9_BPre15_VRoot_VerbTerm	PossConc9_NPrePre15_BPre15_VRoot_VerbTerm	PossConc9_BPre15_VRoot_VerbTerm
,	Punc	Punc	Punc	Punc
e_fan_a	RelConc9_VRoot_VerbTerm	RelConc9_VRoot_VerbTerm	RelConc9_VRoot_VerbTerm	RelConc9_VRoot_VerbTerm
na_leyo	AdvPre_Dem9_Pos2	AdvPre	AdvPre_Dem9_Pos2	AdvPre
e_setjenziselwa	RelConc9_NStem	LocPre_NStem	RelConc9_NStem	LocPre_NStem
u_ku_hlol_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm
u_m_sebenzi	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem
we_e_m_phathiswa	PossConc3_LocPre_BPre3_VRoot_CausExt_PassExt_VerbTerm	PossConc3_LocPre_BPre3_NStem	PossConc3_LocPre_BPre3_VRoot_CausExt_PassExt_VerbTerm	PossConc3_LocPre_BPre3_NStem
ne_e_n_sebenzi	AdvPre_LocPre_BPre3_NStem	AdvPre_LocPre_BPre3_NStem	AdvPre_LocPre_BPre3_NStem	AdvPre_LocPre_BPre3_NStem
zo_m_khandlu	PossConc8_NPrePre3_BPre3_NStem	PossConc8_BPre3_NStem	PossConc8_NPrePre3_BPre3_NStem	PossConc8_BPre3_NStem
o_vezw_e	RelConc1_VRoot_PassExt_VerbTerm	RelConc3_VRoot_VerbTerm	RelConc1_VRoot_PassExt_VerbTerm	RelConc3_VRoot_VerbTerm
ku_mojul_a	BPre15_NStem	OC15_VRoot_VerbTerm	BPre15_NStem	OC15_VRoot_VerbTerm
4	Num	Num	Num	Num
.	Punc	Punc	Punc	Punc
Njenge_mi_thangalasisekelo	NegPre_NStem	AdvPre_BPre4_NStem	NegPre_NStem	NegPre_BPre4_NStem
e_sekel_a	RelConc4_VRoot_VerbTerm	RelConc9_VRoot_VerbTerm	RelConc4_VRoot_VerbTerm	RelConc9_VRoot_VerbTerm
u_ku_hlaliswa	NPrePre15_BPre15_NStem	NPrePre15_BPre15_NStem	NPrePre15_BPre15_NStem	NPrePre15_BPre15_NStem
kwa_ba_ntu	PossConc15_NPrePre2_BPre2_NStem	PossConc15_BPre2_NStem	PossConc15_NPrePre2_BPre2_NStem	PossConc15_BPre2_NStem
(	Punc	Punc	Punc	Punc
u_kw_akh_el_w_a	NPrePre15_BPre15_VRoot_PassExt_VerbTerm	NPrePre15_BPre15_VRoot_ApplExt_PassExt_VerbTerm	NPrePre15_BPre15_VRoot_PassExt_VerbTerm	NPrePre15_BPre15_VRoot_ApplExt_PassExt_VerbTerm
i_zin_dlu	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem
,	Punc	Punc	Punc	Punc
a_manzi	NPrePre6_NStem	NPrePre6_NStem	NPrePre6_NStem	NPrePre6_NStem
,	Punc	Punc	Punc	Punc
i_hlwengiso	NPrePre4_NStem	NPrePre4_NStem	NPrePre4_NStem	NPrePre9_NStem
,	Punc	Punc	Punc	Punc
i_in_dlela	NPrePre10_NPre10_NStem	NPrePre10_NPre10_NStem	NPrePre10_NPre10_NStem	NPrePre10_NPre10_NStem
,	Punc	Punc	Punc	Punc
a_ma_phaga	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem
njalonjalo	Adv	Adv	Adv	Adv
)	Punc	Punc	Punc	Punc
i_n_dlela	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem
e_kw_enz_iw_a	RelConc4_NPrePre15_BPre15_VRoot_PassExt_VerbTerm	LocPre_OC15_VRoot_PassExt_VerbTerm	RelConc4_NPrePre15_BPre15_VRoot_PassExt_VerbTerm	LocPre_SC15_VRoot_PassExt_VerbTerm
nga_yo	AdvPre_PronStem9	AdvPre_PronStem9	AdvPre_PronStem9	AdvPre_PronStem9
i_zi_nto	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem
i_hlangahlangen_e	NPrePre4_NStem	SC4_VRoot_VerbTerm	NPrePre4_NStem	SC4_VRoot_VerbTerm
nge_n_dlela	AdvPre_NPrePre9_BPre9_NStem	AdvPre_BPre9_NStem	AdvPre_NPrePre9_BPre9_NStem	AdvPre_BPre9_NStem
e_nga_na_si_dingo	LocPre_NegPre_AdvPre_BPre7_NStem	LocPre_NegPre_AdvPre_BPre7_NStem	LocPre_NegPre_AdvPre_BPre7_NStem	LocPre_AdvPre_AdvPre_BPre7_NStem
.	Punc	Punc	Punc	Punc
U_m_sebenzi	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem
wo_ku_tlama	PossConc6_NPrePre15_BPre15_VRoot_VerbTerm	PossConc3_BPre15_NStem	PossConc6_NPrePre15_BPre15_VRoot_VerbTerm	PossConc3_BPre15_NStem
u_tholakal_a	NPrePre1a_NStem	SC1_VRoot_VerbTerm	NPrePre1a_NStem	SC3_VRoot_VerbTerm
ezi_ng_eni	LocPre_NPrePre5_BPre5_NStem_LocSuf	RelConc8_NStem_LocSuf	LocPre_NPrePre5_BPre5_NStem_LocSuf	RelConc10_NegPre_LocSuf
la_ka_rhulumende	BPre5_PossKA_NStem	BPre5_PossKA_NStem	BPre5_PossKA_NStem	BPre5_PossKA_NStem
we_khaya	PossConc3_NPrePre5_BPre5_NStem	PossConc3_NStem	PossConc3_NPrePre5_BPre5_NStem	PossConc3_NStem
,	Punc	Punc	Punc	Punc
u_m_sebenzi	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem
wo_kw_akh_el_w_a	PossConc6_NStem	PossConc1a_BPre15_VRoot_PassExt_PassExt_VerbTerm	PossConc6_NStem	PossConc1a_BPre15_VRoot_ApplExt_PassExt_VerbTerm
i_zin_dlu	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem
u_tholakal_a	NPrePre1a_NStem	SC1_VRoot_VerbTerm	NPrePre1a_NStem	SC1_VRoot_VerbTerm
ezi_ng_eni	LocPre_NPrePre5_BPre5_NStem_LocSuf	RelConc8_NStem_LocSuf	LocPre_NPrePre5_BPre5_NStem_LocSuf	RelConc10_NStem_LocSuf
la_ka_rhulumende	BPre5_PossKA_NStem	BPre5_PossKA_NStem	BPre5_PossKA_NStem	BPre5_PossKA_NStem
we_si_funda	PossConc1_NPrePre7_BPre7_NStem	PossConc1_BPre7_NStem	PossConc1_NPrePre7_BPre7_NStem	PossConc1_BPre7_NStem
,	Punc	Punc	Punc	Punc
begodu	Conj	Conj	Conj	Conj
i_si_bopho	NPrePre7_BPre7_NStem	NPrePre7_BPre7_NStem	NPrePre7_BPre7_NStem	NPrePre7_BPre7_NStem
so_ku_nikel_a	PossConc7_NPrePre15_BPre15_NStem	PossConc7_BPre15_VRoot_VerbTerm	PossConc7_NPrePre15_BPre15_NStem	PossConc7_BPre15_VRoot_VerbTerm
a_manzi	RelConc6_NStem	NPrePre6_NStem	RelConc6_NStem	NPrePre6_NStem
ne_gezi	AdvPre_NPre9_NStem	AdvPre_NStem	AdvPre_NPre9_NStem	AdvPre_NStem
si_hlukan_is_w_e	NStem	SC7_VRoot_CausExt_PassExt_VerbTerm	NStem	SC7_VRoot_CausExt_PassExt_VerbTerm
phakathi	Adv	Adv	Adv	Adv
kwa_labo	PossConc15_Dem2_Pos2	PossConc15	PossConc15_Dem2_Pos2	PossConc15
aba_ne_si_bopho	RelConc2_AdvPre_BPre7_NStem	RelConc2_AdvPre_BPre7_NStem	RelConc2_AdvPre_BPre7_NStem	RelConc2_AdvPre_BPre7_NStem
se_misebenzi	PossConc7_LocPre_NStem	PossConc7_NStem	PossConc7_LocPre_NStem	PossConc7_NStem
e_mi_nengi	AdjPref4_AdjStem	PossConc6_BPre4_NStem	AdjPref4_AdjStem	PossConc6_BPre4_NStem
ka_nye	AdvPre_AdjStem	AdvPre_AdjStem	AdvPre_AdjStem	AdvPre_AdjStem
ne_sakhiwo	AdvPre_NStem	AdvPre_NStem	AdvPre_NStem	AdvPre_NStem
sa_ma_phayiphu	PossConc1a_NStem	PossConc7_BPre6_NStem	PossConc1a_NStem	PossConc1a_BPre6_NStem
.	Punc	Punc	Punc	Punc
E_qinisw_eni	LocPre_NPrePre5_BPre5_NStem_LocSuf	LocPre_NStem_LocSuf	LocPre_NPrePre5_BPre5_NStem_LocSuf	LocPre_NStem_LocSuf
,	Punc	Punc	Punc	Punc
a_ma_lungiselelo	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem
la	Dem16_Pos1		Dem16_Pos1	
aka_sebenzi	SC1_NegPre_VRoot_VerbTerm	NegPre_NStem	SC1_NegPre_VRoot_VerbTerm	NegPre_NStem
.	Punc	Punc	Punc	Punc
E_bu_jam_eni	LocPre_SC14_VRoot_VerbTerm_LocSuf	LocPre_BPre14_NStem_LocSuf	LocPre_SC14_VRoot_VerbTerm_LocSuf	LocPre_BPre14_NStem_LocSuf
obu_nengi	AdjPref14_AdjStem	AdjPref14_AdjStem	AdjPref14_AdjStem	AdjPref14_AdjStem
,	Punc	Punc	Punc	Punc
i_in_dawo	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem
zo_ku_hlalisa	PossConc10_NPrePre15_BPre15_VRoot_VerbTerm	PossConc8_BPre15_NStem	PossConc10_NPrePre15_BPre15_VRoot_VerbTerm	PossConc8_BPre15_NStem
aba_ntu	NPrePre2_BPre2_NStem	RelConc2_NStem	NPrePre2_BPre2_NStem	RelConc2_NStem
zi_tlany_w_e	SC10_VRoot_PassExt_VerbTerm	SC10_VRoot_PassExt_VerbTerm	SC10_VRoot_PassExt_VerbTerm	SC10_VRoot_PassExt_VerbTerm
ku_mbi	AdjPref15_AdjStem	AdjPref15_AdjStem	AdjPref15_AdjStem	AdjPref15_AdjStem
,	Punc	Punc	Punc	Punc
begodu	Conj	Conj	Conj	Conj
ku_no_ku_thint_an_a	NegPre_OC15_VRoot_RecipExt_VerbTerm	SC15_AdvPre_BPre15_VRoot_RecipExt_VerbTerm	NegPre_OC15_VRoot_RecipExt_VerbTerm	AdvPre_AdvPre_BPre15_VRoot_RecipExt_VerbTerm
oku_ncani	PossConc15_NStem	RelConc15_NStem	PossConc15_NStem	RelConc15_NStem
phakathi	Adv	Adv	Adv	Adv
kwa_labo	PossConc15_Dem2_Pos2	PossConc15	PossConc15_Dem2_Pos2	PossConc15
aba_ne_si_bopho	RelConc2_AdvPre_BPre7_NStem	RelConc2_AdvPre_BPre7_NStem	RelConc2_AdvPre_BPre7_NStem	RelConc2_AdvPre_BPre7_NStem
so_kw_akha	PossConc7_NPrePre15_BPre15_VRoot_VerbTerm	PossConc7_BPre15_NStem	PossConc7_NPrePre15_BPre15_VRoot_VerbTerm	PossConc7_BPre15_NStem
u_m_thangalasisekelo	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem
wa_ma_phayiphu	PossConc1a_BPre6_NStem	PossConc1a_BPre6_NStem	PossConc1a_BPre6_NStem	PossConc1a_BPre6_NStem
wa_manzi	PossConc3_NPrePre6_NStem	PossConc6_NStem	PossConc3_NPrePre6_NStem	PossConc6_NStem
na_labo	AdvPre_Dem2_Pos2	AdvPre	AdvPre_Dem2_Pos2	AdvPre
aba_ne_si_bopho	RelConc2_AdvPre_BPre7_NStem	RelConc2_AdvPre_BPre7_NStem	RelConc2_AdvPre_BPre7_NStem	RelConc2_AdvPre_BPre7_NStem
so_ku_nikel_a	PossConc7_NPrePre15_BPre15_NStem	PossConc7_BPre15_VRoot_VerbTerm	PossConc7_NPrePre15_BPre15_NStem	PossConc7_BPre15_VRoot_VerbTerm
i_mi_thangalasisekelo	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem
e_mi_nengi	AdjPref4_AdjStem	PossConc6_BPre4_NStem	AdjPref4_AdjStem	PossConc6_BPre4_NStem
.	Punc	Punc	Punc	Punc
I_si_bopho	NPrePre7_BPre7_NStem	NPrePre7_BPre7_NStem	NPrePre7_BPre7_NStem	NPrePre7_BPre7_NStem
so_kw_akh_iw_a	PossConc7_NPrePre15_BPre15_VRoot_PassExt_VerbTerm	PossConc7_BPre15_VRoot_PassExt_VerbTerm	PossConc7_NPrePre15_BPre15_VRoot_PassExt_VerbTerm	PossConc7_BPre15_VRoot_PassExt_VerbTerm
kwe_zi_ndlu	PossConc15_NPrePre10_BPre10_NStem	PossConc15_BPre10_NStem	PossConc15_NPrePre10_BPre10_NStem	PossConc15_BPre10_NStem
ku_fan_el_e	OC16_VRoot_ApplExt_VerbTerm	OC15_VRoot_ApplExt_VerbTerm	OC16_VRoot_ApplExt_VerbTerm	OC15_VRoot_ApplExt_VerbTerm
si_tjhidis_el_w_e	NStem	SC7_VRoot_ApplExt_PassExt_VerbTerm	NStem	SC7_VRoot_ApplExt_PassExt_VerbTerm
ezi_ng_eni	LocPre_NPrePre5_BPre5_NStem_LocSuf	RelConc10_NStem_LocSuf	LocPre_NPrePre5_BPre5_NStem_LocSuf	RelConc10_NegPre_LocSuf
lo_ku_tlama	AdvPre_NPrePre4_NStem	PossConc5_BPre15_NStem	AdvPre_NPrePre4_NStem	PossConc5_BPre15_NStem
:	Punc	Punc	Punc	Punc
i_zinga	NPrePre5_BPre5_NStem	NPrePre9_NStem	NPrePre5_BPre5_NStem	NPrePre9_NStem
la_ka_masipala	PossConc5_LocPre_NStem	PossConc5_LocPre_NStem	PossConc5_LocPre_NStem	PossConc5_LocPre_NStem
.	Punc	Punc	Punc	Punc
U_m_tlamo	NPrePre3_BPre3_NStem	NPrePre1_BPre1_NStem	NPrePre3_BPre3_NStem	NPrePre1_BPre1_NStem
lo	Dem3_Pos1		Dem3_Pos1	
we_ndlal_a	PossConc1_NStem	PossConc1_VRoot_VerbTerm	PossConc1_NStem	PossConc1_VRoot_VerbTerm
i_im_phakamiso	NPrePre4_BPre4_NStem	NPrePre4_BPre10_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre10_NStem
zo_ku_thuthuk_is_a	PossConc10_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	PossConc10_BPre15_VRoot_CausExt_VerbTerm	PossConc10_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	PossConc10_BPre15_VRoot_CausExt_VerbTerm
i_in_dawo	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem
ze_ma_dorobh_eni	PossConc8_BPre6_NStem_LocSuf	PossConc8_BPre6_NStem_LocSuf	PossConc8_BPre6_NStem_LocSuf	PossConc8_BPre6_NStem_LocSuf
nge_pumelelo	NegPre_NPre9_NStem	AdvPre_NStem	NegPre_NPre9_NStem	AdvPre_NStem
.	Punc	Punc	Punc	Punc
I_phrojekthi	NPrePre5_NStem	NPrePre5_NStem	NPrePre5_NStem	NPrePre5_NStem
e_yo_dwa	RelConc9_QuantConc9_QuantStem	RelConc9_QuantConc9_QuantStem	RelConc9_QuantConc9_QuantStem	RelConc9_QuantConc9_QuantStem
yo_ku_thuthuk_is_a	PossConc9_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	PossConc9_BPre15_VRoot_CausExt_VerbTerm	PossConc9_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	PossConc9_BPre15_VRoot_CausExt_VerbTerm
i_in_dawo	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem
ze_ma_khaya	PossConc8_BPre6_NStem	PossConc10_BPre6_NStem	PossConc8_BPre6_NStem	PossConc8_BPre6_NStem
y_enz_a	SC9_VRoot_VerbTerm	SC9_VRoot_VerbTerm	SC9_VRoot_VerbTerm	SC9_VRoot_VerbTerm
bo_nyana	BPre2_NStem	BPre2_NStem	BPre2_NStem	BPre2_NStem
i_mali	NPrePre9_NStem	NPrePre9_NStem	NPrePre9_NStem	NPrePre9_NStem
yo_ku_bolek_w_a	PossConc4_NPrePre15_BPre15_NStem	PossConc9_BPre15_VRoot_PassExt_VerbTerm	PossConc4_NPrePre15_BPre15_NStem	PossConc4_BPre15_VRoot_PassExt_VerbTerm
i_b_e	SC4_VRoot_VerbTerm	SC4_VRoot_VerbTerm	SC4_VRoot_VerbTerm	SC4_VRoot_VerbTerm
khona	PronStem15_PronSuf	Conj	PronStem15_PronSuf	Conj
ki_bo_baba	PossConc2_BPre2_NStem	PossConc15_BPre2_NStem	PossConc2_BPre2_NStem	PossConc15_BPre2_NStem
njenge_e_n_hloko	AdvPre_NStem	AdvPre_LocPre_BPre10_NStem	AdvPre_NStem	AdvPre_LocPre_BPre9_NStem
zo_m_khaya	PossConc8_NPrePre15_BPre15_NStem	PossConc10_BPre3_NStem	PossConc8_NPrePre15_BPre15_NStem	PossConc10_BPre3_NStem
u_kw_enz_el_a	NPrePre15_BPre15_VRoot_ApplExt_VerbTerm	NPrePre15_BPre15_VRoot_ApplExt_VerbTerm	NPrePre15_BPre15_VRoot_ApplExt_VerbTerm	NPrePre15_BPre15_VRoot_ApplExt_VerbTerm
bo_nyana	BPre2_NStem	BPre2_NStem	BPre2_NStem	BPre2_NStem
ku_thuthuk_is_w_e	BPre15_NStem	SC15_VRoot_CausExt_PassExt_VerbTerm	BPre15_NStem	SC15_VRoot_CausExt_PassExt_VerbTerm
zo_ku_lim_a	PossConc10_NPrePre15_BPre15_VRoot_VerbTerm	PossConc10_BPre15_VRoot_VerbTerm	PossConc10_NPrePre15_BPre15_VRoot_VerbTerm	PossConc10_BPre15_VRoot_VerbTerm
oku_ncani	PossConc15_NStem	RelConc15_NStem	PossConc15_NStem	RelConc15_NStem
.	Punc	Punc	Punc	Punc
Lokhu	Dem15_Pos1		Dem15_Pos1	
be_ku_yi_pendulo	PossConc2a_BPre15_Past_NStem	PossConc14_BPre15_Pres_NStem	PossConc2a_BPre15_Past_NStem	PossConc2_BPre15_Pres_NStem
e_phathel_en_e	RelConc4_VRoot_ApplExt_RecipExt_Perf	RelConc4_VRoot_RecipExt_Perf	RelConc4_VRoot_ApplExt_RecipExt_Perf	RelConc4_VRoot_RecipExt_Perf
no_ku_lingan_is_w_a	AdvPre_NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm	AdvPre_BPre15_VRoot_CausExt_PassExt_VerbTerm	AdvPre_NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm	AdvPre_BPre15_VRoot_CausExt_PassExt_VerbTerm
kwe_e_n_dingo	PossConc15_LocPre_BPre3_NStem	PossConc15_LocPre_BPre3_NStem	PossConc15_LocPre_BPre3_NStem	PossConc15_LocPre_BPre3_NStem
ngo_ku_tjhejisis_a	AdvPre_OC15_Intrans_VerbTerm	AdvPre_OC15_Intrans_VerbTerm	AdvPre_OC15_Intrans_VerbTerm	AdvPre_OC15_Intrans_VerbTerm
oku_thol_e	RelConc15_VRoot_VerbTerm	RelConc15_VRoot_VerbTerm	RelConc15_VRoot_VerbTerm	RelConc15_VRoot_VerbTerm
bo_nyana	BPre2_NStem	BPre2_NStem	BPre2_NStem	BPre2_NStem
u_ku_lim_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm
e_n_daw_eni	LocPre_NPrePre9_BPre9_NStem_LocSuf	LocPre_BPre9_NStem_LocSuf	LocPre_NPrePre9_BPre9_NStem_LocSuf	LocPre_BPre9_NStem_LocSuf
le	Dem4_Pos1		Dem4_Pos1	
ku_dinga	BPre15_VRoot_VerbTerm	BPre15_NStem	BPre15_VRoot_VerbTerm	BPre15_NStem
u_ku_bulungw_a	NPrePre15_BPre15_VRoot_PassExt_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_PassExt_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm
kwe_mali	PossConc15_NPrePre9_BPre9_NStem	PossConc15_NStem	PossConc15_NPrePre9_BPre9_NStem	PossConc15_NStem
e_nengi	AdjPref9_AdjStem	AdjPref9_AdjStem	AdjPref9_AdjStem	AdjPref9_AdjStem
u_kuze	Conj	BPre1a_NStem	Conj	BPre3_NStem
ku_b_e	OC15_VRoot_VerbTerm	OC15_VRoot_VerbTerm	OC15_VRoot_VerbTerm	OC15_VRoot_VerbTerm
no_m_khiqizo	AdvPre_NPrePre3_BPre3_NStem	AdvPre_BPre3_NStem	AdvPre_NPrePre3_BPre3_NStem	AdvPre_BPre3_NStem
.	Punc	Punc	Punc	Punc
Nge_si_khathi	AdvPre_NPrePre7_BPre7_NStem	AdvPre_BPre7_NStem	AdvPre_NPrePre7_BPre7_NStem	AdvPre_BPre7_NStem
a_ma_phrojekthi	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem
a_ma_nengi	AdjPref6_AdjStem	NPrePre6_BPre6_NStem	AdjPref6_AdjStem	NPrePre6_BPre6_NStem
a_b_hal_el_w_a	SC2_VRoot_ApplExt_PassExt_VerbTerm	SC6_SC2_VRoot_ApplExt_PassExt_VerbTerm	SC2_VRoot_ApplExt_PassExt_VerbTerm	SC6_SC2_VRoot_ApplExt_PassExt_VerbTerm
aba_sekeli	NPrePre2_BPre2_NStem	RelConc2_NStem	NPrePre2_BPre2_NStem	RelConc2_NStem
nge_e_mali	AdvPre_LocPre_NStem	AdvPre_LocPre_NStem	AdvPre_LocPre_NStem	AdvPre_LocPre_NStem
b_enz_a	SC2_VRoot_VerbTerm	SC2_VRoot_VerbTerm	SC2_VRoot_VerbTerm	SC2_VRoot_VerbTerm
i_rhubhululo	NPrePre4_NStem	NPrePre4_NStem	NPrePre4_NStem	NPrePre4_NStem
ba_thol_a	SC2_VRoot_VerbTerm	SC2_VRoot_VerbTerm	SC2_VRoot_VerbTerm	SC2_VRoot_VerbTerm
bo_nyana	BPre2_NStem	BPre2_NStem	BPre2_NStem	BPre2_NStem
i_i_mali	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem
ezi_bolek_iw_e_ko	RelConc10_VRoot_PassExt_VerbTerm_RelSuf	RelConc10_VRoot_PassExt_VerbTerm_RelSuf	RelConc10_VRoot_PassExt_VerbTerm_RelSuf	RelConc10_VRoot_PassExt_VerbTerm_RelSuf
azika_sebenziselwa	RelConc6_NegPre_VRoot_CausExt_ApplExt_PassExt_VerbTerm	NegPre_NStem	RelConc6_NegPre_VRoot_CausExt_ApplExt_PassExt_VerbTerm	NegPre_NStem
u_ku_lim_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm
namkha	Conj	Conj	Conj	Conj
nangabe	Conj	Conj	Conj	Conj
zi_setjenzis_el_w_e	BPre10_NStem	SC10_VRoot_ApplExt_PassExt_VerbTerm	BPre10_NStem	SC10_VRoot_ApplExt_PassExt_VerbTerm
u_ku_lim_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm
namkha	Conj	Conj	Conj	Conj
nangabe	Conj	Conj	Conj	Conj
