morphemes	target	prediction	morphemes_predseg	prediction_predseg
.	Punc	Punc	.	Punc
Bu_hle	BPre14_NStem	BPre14_AdjStem	Bu_hle	BPre14_AdjStem
ba_leli_ve	PossConc14_Dem5_NStem	BPre2_Dem5_NStem	ba_leli_ve	BPre2_Dem5_NStem
lobu_catsanis_ek_a_ko	RelConc14_VRoot_NeutExt_VerbTerm_RelSuf	RelConc14_VRoot_NeutExt_VerbTerm_RelSuf	lobu_catsanis_ek_a_ko	RelConc14_VRoot_NeutExt_VerbTerm_RelSuf
bu_fak_a	SC14_VRoot_VerbTerm	SC14_VRoot_VerbTerm	bu_fak_a	SC14_VRoot_VerbTerm
e_khatsi	LocPre_Adv	LocPre_Adv	e_khatsi	LocPre_Adv
e_ma_minerali	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	e_ma_minerali	NPrePre6_BPre6_NStem
kanye	Conj	Conj	kanye	Conj
ne_mi_tfombo	AdvPre_BPre4_NStem	AdvPre_BPre4_NStem	ne_mi_tfombo	AdvPre_BPre4_NStem
ye_m_velo	PossConc4_NPrePre9_NStem	PossConc4_NPrePre9_NStem	ye_m_velo	PossConc4_NPrePre9_NStem
,	Punc	Punc	,	Punc
u_m_khakha	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	u_m_khakha	NPrePre3_BPre3_NStem
we_te_ti_mali	PossConc3_PossConc10_NPre10_NStem	PossConc3_PossConc10_BPre10_NStem	we_te_ti_mali	PossConc3_PossConc10_BPre10_NStem
ne_we_tin_hlelo	AdvPre_PossConc3_NPre10_NStem	AdvPre_PossConc3_BPre10_NStem	ne_we_tin_hlelo	AdvPre_PossConc3_BPre10_NStem
te_li_bhizimisi	PossConc10_BPre5_NStem	PossConc10_BPre5_NStem	te_li_bhizimisi	PossConc10_BPre5_NStem
we_si_manje	PossConc3_BPre7_NStem	PossConc1_BPre7_NStem	we_si_manje	PossConc1_BPre7_NStem
,	Punc	Punc	,	Punc
ku_b_a	BPre15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm	ku_ba	SC15_AuxVStem
s_e_dvute	PreLoc-s_LocPre_Adv	PreLoc-s_LocPre_NStem	se_dvute	PossConc7_NStem
ne_ti_makethe	AdvPre_BPre10_NStem	AdvPre_BPre10_NStem	ne_ti_makethe	AdvPre_BPre10_NStem
ta_s_e-_Afrika	PossConc10_PreLoc-s_LocPre_ProperName	PossConc10_PreLoc-s_LocPre_ProperName	ta_se__Afrika	PossConc10_PossConc7_BPre9_ProperName
leti_khul_a	RelConc10_VRoot_VerbTerm	RelConc10_VRoot_VerbTerm	leti_khul_a	RelConc10_VRoot_VerbTerm
nge_ku_shesh_a	AdvPre_OC15_VRoot_VerbTerm	AdvPre_OC15_VRoot_VerbTerm	nge_ku_shesh_a	AdvPre_OC15_VRoot_VerbTerm
,	Punc	Punc	,	Punc
e_ma_nyuvesi	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	e_ma_nyuvesi	NPrePre6_BPre6_NStem
e_li_zinga	PossConc6_BPre5_NStem	PossConc6_BPre5_NStem	eli_zinga	RelConc5_NStem
leli_s_e_tulu	RelConc5_PreLoc-s_LocPre_Adv	RelConc5_PreLoc-s_LocPre_Adv	leli_s_e_tulu	RelConc5_PreLoc-s_LocPre_Adv
kanye	Conj	Adv	kanye	Adv
ne_m_khakha	AdvPre_BPre3_NStem	AdvPre_BPre3_NStem	ne_m_khakha	AdvPre_BPre3_NStem
we_te_ku_lima	PossConc3_PossConc10_BPre15_NStem	PossConc3_PossConc10_BPre15_NStem	we_te_ku_lim_a	PossConc3_PossConc10_OC15_Intrans_VerbTerm
we_si_manje	PossConc3_BPre7_NStem	PossConc3_BPre7_NStem	we_si_manje	PossConc3_BPre7_NStem
na_lo_khicit_a_ko	AdvPre_RelConc3_VRoot_VerbTerm_RelSuf	AdvPre_RelConc3_VRoot_VerbTerm_RelSuf	na_lo_khicit_a_ko	AdvPre_RelConc3_VRoot_VerbTerm_RelSuf
.	Punc	Punc	.	Punc
I_Ningizimu	BPre9_ProperName	BPre5_ProperName	I_Ningizimu	BPre5_ProperName
Afrika	ProperName	ProperName	Afrika	ProperName
i_phindze	BPre9_NStem	BPre9_NStem	i_phindz_e	SC9_VRoot_VerbTerm
i_b_e	SC1_VRoot_VerbTerm	SC1_VRoot_VerbTerm	i_b_e	SC1_VRoot_VerbTerm
ne_tin_kampani	AdvPre_NPre10_NStem	AdvPre_BPre10_NStem	ne_tin_kampani	AdvPre_BPre10_NStem
leti_hol_a_ko	RelConc10_VRoot_VerbTerm_RelSuf	RelConc10_VRoot_VerbTerm_RelSuf	leti_hol_a_ko	RelConc10_VRoot_VerbTerm_RelSuf
e_m_hlabe_ni	LocPre_BPre3_NStem_LocSuf	LocPre_BPre3_NStem_LocSuf	e_m_hlabe_ni	LocPre_BPre3_NStem_LocSuf
e_mi_khakhe_ni	LocPre_BPre4_NStem_LocSuf	LocPre_BPre4_NStem_LocSuf	e_mi_khakhe_ni	LocPre_BPre4_NStem_LocSuf
le_njenge_kw_akh_a	PossConc5_AdvPre_OC15_VRoot_VerbTerm	RelConc4_AdvPre_OC15_VRoot_VerbTerm	le_njenge_kw_akha	RelConc4_AdvPre_BPre15_NStem
.	Punc	Punc	.	Punc
Lw_ati	BPre11_NStem	BPre11_NStem	Lw_at_i	BPre11_VRoot_VerbTerm
-si_bonelo	BPre7_NStem	PossConc7_NStem	_si_bonelo	PossConc2a_BPre7_NStem
,	Punc	Punc	,	Punc
u_m_khandlu	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	u_m_khandlu	NPrePre3_BPre3_NStem
we_n_dzawo	PossConc3_NPre9_NStem	PossConc3_BPre9_NStem	we_n_dzawo	PossConc3_BPre9_NStem
ku_ng_ent_ek_a	SC15_Pot_VRoot_NPas_VerbTerm	SC15_Pot_VRoot_NPas_VerbTerm	ku_ng_ent_ek_a	SC15_Pot_VRoot_NPas_VerbTerm
u_nga_nik_i	SC3_NegPre_VRoot_VerbTerm	SC_NegPre_VRoot_VerbTerm	u_nga_niki	SC1a_AdvPre_Interrog
u_m_mango	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	u_m_mango	NPrePre3_BPre3_NStem
e_ma_minitsi	PossConc6_BPre6_NStem	NPrePre6_BPre6_NStem	e_ma_minitsi	NPrePre6_BPre6_NStem
,	Punc	Punc	,	Punc
nobe	Conj	Conj	nobe	Conj
li_phakelomali	BPre5_NStem	BPre5_NStem	li_phakelomali	BPre5_NStem
,	Punc	Punc	,	Punc
nobe	Conj	Conj	nobe	Conj
i_mi_biko	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	i_mi_biko	NPrePre4_BPre4_NStem
ye_te_ma_fa	PossConc4_PossConc10_BPre6_NStem	PossConc4_PossConc8_BPre6_NStem	ye_te_ma_fa	PossConc4_PossConc8_BPre6_NStem
nobe	Conj	Conj	nobe	Conj
lemi_nye	AdjPref4_AdjStem	AdjPref4_AdjStem	lemi_nye	AdjPref4_AdjStem
i_mi_bhalo	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	i_mi_bhalo	NPrePre4_BPre4_NStem
.	Punc	Punc	.	Punc
Ngakoke	Conj	Conj	Ngakoke	Conj
u_m_mango	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	u_m_mango	NPrePre3_BPre3_NStem
a_wu_kw_at_i	NegPre_SC3_OC15_VRoot_VerbTerm	NegPre_OC3_OC15_VRoot_VerbTerm	a_wu_kw_at_i	NegPre_OC3_OC15_VRoot_VerbTerm
kw_ent_a	BPre15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm	kw_ent_a	BPre15_VRoot_VerbTerm
ti_ncumo	NPre8_NStem	BPre8_NStem	ti_ncumo	BPre8_NStem
leti_ne_lw_ati	RelConc8_AdvPre_BPre11_NStem	RelConc10_AdvPre_BPre11_NStem	leti_ne_lw_at_i	RelConc10_AdvPre_BPre11_VRoot_VerbTerm
nge_kutsi	AdvPre_Conj	AdvPre_Conj	nge_kutsi	AdvPre_Conj
yini	Interrog	Interrog	yini	Interrog
lu_sito	BPre11_NStem	BPre11_NStem	lu_sito	BPre11_NStem
lwe_ti_mali	PossConc11_BPre10_NStem	PossConc11_BPre10_NStem	lwe_ti_mali	PossConc11_BPre10_NStem
lolu_khona	RelConc11_Adv	RelConc11_NStem	lolu_khona	RelConc11_NStem
lwe_kw_akh_a	PossConc11_OC15_VRoot_VerbTerm	PossConc11_SC15_VRoot_VerbTerm	lwe_kw_akha	PossConc11_BPre15_NStem
u_m_tfolamphilo	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	u_m_tfolamphilo	NPrePre3_BPre3_NStem
nobe	Conj	Conj	nobe	Conj
si_kolo	BPre7_NStem	BPre7_NStem	si_kolo	BPre7_NStem
.	Punc	Punc	.	Punc
Uma	Conj	Conj	Uma	Conj
ba_bek_a	SC2_VRoot_VerbTerm	SC2_VRoot_VerbTerm	ba_bek_a	SC2_VRoot_VerbTerm
u_m_bono	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	u_m_bono	NPrePre3_BPre3_NStem
ba_tjel_w_a	SC2_VRoot_PassExt_VerbTerm	SC2_VRoot_PassExt_VerbTerm	ba_tjelwa	BPre2_NStem
kutsi	Conj	Conj	kutsi	Conj
kute	Conj	Conj	ku_te	SC15_AuxVStem
ti_mali	BPre10_NStem	BPre8_NStem	ti_mali	BPre10_NStem
,	Punc	Punc	,	Punc
kepha	Conj	Conj	kepha	Conj
a_ba_kw_at_i	NegPre_SC2_OC15_VRoot_VerbTerm	NegPre_SC2_OC15_VRoot_VerbTerm	a_ba_kw_at_i	NegPre_SC2_OC15_VRoot_VerbTerm
ku_phik_is_a	BPre15_VRoot_CausExt_VerbTerm	BPre15_VRoot_CausExt_VerbTerm	ku_phik_is_a	BPre15_VRoot_CausExt_VerbTerm
u_m_condvo	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	u_m_condvo	NPrePre3_BPre3_NStem
ngoba	Conj	Conj	ngoba	Conj
a_ba_ka_lu_tfol_i	NegPre_SC2_ExclNeg_OC11_VRoot_VerbTerm	NegPre_OC2_ExclNeg_NegPre_VRoot_VerbTerm	a_ba_kalu_tfol_i	NegPre_SC2_NegPre_VRoot_VerbTerm
lw_ati	BPre11_NStem	BPre11_NStem	lw_at_i	SC11_VRoot_VerbTerm
lw_e_ma_ciniso	PossConc11_NPrePre6_BPre6_NStem	PossConc11_NPrePre6_BPre6_NStem	lw_e_ma_ciniso	PossConc11_NPrePre6_BPre6_NStem
.	Punc	Punc	.	Punc
Tsats_a	VRoot_VerbTerm	VRoot_VerbTerm	Tsats_a	VRoot_VerbTerm
ti_m_phendvula	BPre10_BPre3_NStem	BPre8_BPre3_NStem	tim_phendvul_a	SC8_VRoot_VerbTerm
e_ma_cenj_ini	LocPre_BPre6_NStem_LocSuf	LocPre_BPre6_NStem_LocSuf	e_ma_cenj_ini	LocPre_BPre6_NStem_LocSuf
.	Punc	Punc	.	Punc
Khomb_a	VRoot_VerbTerm	VRoot_VerbTerm	Khomb_a	VRoot_VerbTerm
ba_bambi	BPre2_NStem	BPre2_NStem	ba_bambi	BPre2_NStem
li_chaza	BPre5_NStem	BPre5_NStem	li_chaz_a	SC5_VRoot_VerbTerm
3.3	Num	Num	3.3	Num
e_ma_notsi_ni	LocPre_BPre6_NStem_LocSuf	NPrePre6_BPre6_NStem_LocSuf	e_ma_notsi_ni	NPrePre6_BPre6_NStem_LocSuf
e_si_fundvo	PossConc6_BPre7_NStem	PossConc6_BPre7_NStem	e_si_fundvo	PossConc6_BPre7_NStem
njenge_si_bonelo	AdvPre_NPre7_NStem	AdvPre_BPre7_NStem	njenge_si_bonelo	AdvPre_BPre7_NStem
lesi_phel_el_e	RelConc7_VRoot_ApplExt_VerbTerm	RelConc7_VRoot_ApplExt_VerbTerm	lesi_phelel_e	RelConc7_VRoot_VerbTerm
.	Punc	Punc	.	Punc
E_ma_su	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	E_ma_su	NPrePre6_BPre6_NStem
a_hlose	RelConc6_NStem	RelConc6_NStem	a_hlos_e	SC6_VRoot_VerbTerm
ku_nemb_a	SC15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm	ku_ne_mb_a	SC15_AdvPre_VRoot_VerbTerm
futsi	Conj	Conj	futsi	Conj
la_hamb_is_an_a	SC5_VRoot_CausExt_RecipExt_VerbTerm	SC5_VRoot_CausExt_RecipExt_VerbTerm	la_hamb_is_an_a	SC5_VRoot_CausExt_RecipExt_VerbTerm
ne_ku_buk_an_a	NegPre_OC15_VRoot_RecipExt_VerbTerm	AdvPre_BPre15_VRoot_RecipExt_VerbTerm	ne_ku_buk_an_a	AdvPre_BPre15_VRoot_RecipExt_VerbTerm
na_bocalangaye	AdvPre_NStem	AdvPre_NStem	na_bocalangaye	AdvPre_NStem
ba_wo	PossConc14_PronStem3	PossConc2_PronStem6	ba_wo	PossConc2_PronStem6
o_nkhe	QuantConc6_QuantStem	QuantConc6_QuantStem	o_nkhe	QuantConc6_QuantStem
e_ma_cembu	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	e_ma_cembu	NPrePre6_BPre6_NStem
,	Punc	Punc	,	Punc
loku_fak_a	RelConc15_VRoot_VerbTerm	RelConc15_VRoot_VerbTerm	loku_fak_a	RelConc15_VRoot_VerbTerm
e_khatsi	LocPre_Adv	LocPre_Adv	e_khatsi	LocPre_Adv
na_lawo	AdvPre_Dem3	AdvPre_Dem6	na_lawo	AdvPre_Dem6
la_s_e_bu_cayi_ni	PossConc5_PreLoc-s_LocPre_BPre14_NStem_LocSuf	PossConc5_PreLoc-s_LocPre_BPre14_NStem_LocSuf	la_s_e_bu_cayi_ni	PossConc5_PreLoc-s_LocPre_BPre14_NStem_LocSuf
ka_khulu	AdvPre_AdjStem	AdvPre_AdjStem	ka_khulu	AdvPre_AdjStem
.	Punc	Punc	.	Punc
U_mlandvo	NPrePre1a_NStem	NPrePre1a_NStem	U_m_landvo	NPrePre3_BPre3_NStem
we_ma_khono	PossConc3_BPre6_NStem	PossConc1_BPre6_NStem	w_e_ma_khono	PossConc3_NPrePre6_BPre6_NStem
e_m_sebent_ini	LocPre_BPre3_NStem_LocSuf	LocPre_BPre3_NStem_LocSuf	e_m_sebenti_ni	LocPre_BPre3_NStem_LocSuf
wa_hulumende	PossConc1_NStem	PossConc3_NStem	wa_hulumende	PossConc1_NStem
u_khomb_is_a	SC3_VRoot_CausExt_VerbTerm	SC3_VRoot_CausExt_VerbTerm	u_khomb_is_a	SC3_VRoot_CausExt_VerbTerm
e_ma_khono	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	e_ma_khono	NPrePre6_BPre6_NStem
la_khona	RelConc6_Adv	RelConc6_Adv	la_khona	RelConc6_Adv
ku_velonkhe	LocPre_NStem	LocPre_NStem	ku_velonkhe	LocPre_NStem
.	Punc	Punc	.	Punc
Ku_nga_bi_kho	BPre15_NegPre_NStem_RelSuf	BPre15_NegPre_AuxVStem_PronStem15	Ku_nga_bi_kho	BPre15_NegPre_NStem_PronStem15
kwa_bo_dokotela	PossConc15_BPre2_NStem	PossConc15_BPre2a_NStem	kwa_bo_dokot_el_a	PossConc15_BPre2a_VRoot_ApplExt_VerbTerm
laba_s_e_zinge_ni	RelConc2_PreLoc-s_LocPre_NStem_LocSuf	RelConc2_PreLoc-s_LocPre_NStem_LocSuf	laba_s_e_zinge_ni	RelConc2_PreLoc-s_LocPre_NStem_LocSuf
lab_enel_e	RelConc2_VRoot_VerbTerm	RelConc2_RecipExt_VerbTerm	lab_enel_e	RelConc2_VRoot_VerbTerm
,	Punc	Punc	,	Punc
bo_n_jiniyela	BPre2a_BPre9_NStem	PronStem2_BPre9_NStem	bonjiniyel_a	VRoot_VerbTerm
,	Punc	Punc	,	Punc
ti_sebenti	BPre8_NStem	BPre8_NStem	ti_sebenti	BPre8_NStem
leti_cecesh_iw_e	RelConc10_VRoot_PassExt_VerbTerm	RelConc10_VRoot_PassExt_VerbTerm	leti_cecesh_iw_e	RelConc10_VRoot_PassExt_VerbTerm
ku_thekhinoloji	LocPre_NStem	LocPre_NStem	ku_thekhinoloji	LocPre_NStem
,	Punc	Punc	,	Punc
t_ati	BPre8_NStem	BPre8_NStem	t_at_i	SC8_VRoot_VerbTerm
ku_te_lu_phenyo	BPre17_PossConc10_BPre11_NStem	LocPre_PossConc10_BPre11_NStem	ku_te_lu_phenyo	LocPre_PossConc10_BPre11_NStem
lw_e_sayensi	PossConc11_LocPre_NStem	PossConc11_LocPre_ProperName	lwe_sayensi	PossConc11_ProperName
,	Punc	Punc	,	Punc
ba_phenyi	BPre2_NStem	BPre2_EnumStem	ba_pheny_i	SC2_VRoot_VerbTerm
,	Punc	Punc	,	Punc
ba_hleli	BPre2_NStem	BPre2_NStem	ba_hleli	BPre2_NStem
,	Punc	Punc	,	Punc
ba_phenyimabhuku	PossConc2a_NStem	BPre2_NStem	ba_pheny_ima_bhuku	BPre2_VRoot_BPre6_NStem
,	Punc	Punc	,	Punc
ba_shushisi	BPre2_NStem	PossConc2_NStem	ba_shushisi	BPre2_NStem
,	Punc	Punc	,	Punc
be_luleki	BPre2_NStem	BPre2_NStem	be_luleki	BPre2_NStem
be_kharikhulamu	PossConc2_NStem	PossConc2_NStem	be_kharikhulamu	PossConc2_NStem
njalo	Adv	Adv	njalo	Adv
njalo	Adv	Adv	njalo	Adv
njalo	Adv	Adv	njalo	Adv
.	Punc	Punc	.	Punc
Nge_tulu	AdvPre_NStem	AdvPre_NStem	Nge_tulu	AdvPre_Adv
lwa_loko	PossConc11_NStem	PossConc11_Dem15	lwa_loko	PossConc11_Dem15
,	Punc	Punc	,	Punc
likhono	NStem	NStem	li_khono	BPre5_NStem
leku_phats_a	RelConc15_VRoot_VerbTerm	RelConc15_VRoot_VerbTerm	leku_phats_a	RelConc15_VRoot_VerbTerm
leti_sebenti	RelConc8_NStem	RelConc10_NStem	leti_sebenti	RelConc10_NStem
leti_s_e_tulu	RelConc10_PreLoc-s_LocPre_Adv	RelConc10_PreLoc-s_LocPre_Adv	leti_s_e_tulu	RelConc8_PreLoc-s_LocPre_Adv
leti_sebent_a	RelConc10_VRoot_VerbTerm	RelConc10_VRoot_VerbTerm	leti_sebent_a	RelConc10_VRoot_VerbTerm
e_n_hlanganw_eni	LocPre_BPre9_NStem_LocSuf	LocPre_BPre9_NStem_LocSuf	e_n_hlanganw_eni	LocPre_BPre9_NStem_LocSuf
le_nkimbit_ek_ile	PossConc5_VRoot_NeutExt_Perf	RelConc9_VRoot_NeutExt_Perf	le_nkimbitek_ile	RelConc9_VRoot_Perf
,	Punc	Punc	,	Punc
esi_me_ni	RelConc7_NStem_LocSuf	RelConc7_NStem_LocSuf	e_si_me_ni	LocPre_BPre7_NStem_LocSuf
setembusave	NStem	NStem	s_e_te_m_busave	PreLoc-s_LocPre_PossConc10_BPre3_NStem
ne_setenhlalo	AdvPre_NStem	AdvPre_NStem	ne_s_e_te_n_hlalo	AdvPre_PreLoc-s_LocPre_PossConc10_NPre10_NStem
ku_dzing_a	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm	ku_dzinga	LocPre_NStem
ku_nak_w_a	BPre15_VRoot_PassExt_VerbTerm	BPre15_VRoot_PassExt_VerbTerm	ku_nak_w_a	BPre15_VRoot_PassExt_VerbTerm
loku_khulu	AdjPref15_AdjStem	AdjPref15_AdjStem	loku_khulu	AdjPref15_AdjStem
.	Punc	Punc	.	Punc
Kute	Conj	Conj	Kute	Conj
ku_sonjulul_w_e	SC15_VRoot_PassExt_VerbTerm	SC15_VRoot_PassExt_VerbTerm	ku_sonjulul_w_e	SC15_VRoot_PassExt_VerbTerm
ku_b_a_te	BPre15_VRoot_VerbTerm_NegPre	BPre15_PossConc2_VerbTerm_NegPre	ku_b_a_te	BPre15_VRoot_VerbTerm_NegPre
nga_lo_kw_enel_e	AdvPre_Dem1_BPre15_VRoot_VerbTerm	AdvPre_RelConc3_OC15_VRoot_VerbTerm	nga_lokw_enel_e	AdvPre_RelConc15_VRoot_VerbTerm
kw_e_ma_khono	PossConc15_NPrePre6_BPre6_NStem	PossConc15_NPrePre6_BPre6_NStem	kw_e_ma_khono	PossConc15_NPrePre6_BPre6_NStem
la_cecesh_el_w_e	SC5_VRoot_ApplExt_PassExt_VerbTerm	PossConc5_VRoot_ApplExt_PassExt_VerbTerm	la_cecesh_el_w_e	PossConc5_VRoot_ApplExt_PassExt_VerbTerm
ne_we_ku_phats_a	AdvPre_PossConc1_BPre15_VRoot_VerbTerm	AdvPre_PossConc3_BPre15_VRoot_VerbTerm	ne_we_ku_phats_a	AdvPre_PossConc3_BPre15_VRoot_VerbTerm
,	Punc	Punc	,	Punc
hulumende	NStem	NStem	hulumende	NStem
ku_mel_e	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm	ku_mel_e	SC15_VRoot_VerbTerm
a_tsats_e	RelConc6_VRoot_VerbTerm	SC1_VRoot_VerbTerm	a_tsats_e	RelConc6_VRoot_VerbTerm
u_m_bono	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	u_m_bono	NPrePre3_BPre3_NStem
we_si_khatsi	PossConc1_BPre7_NStem	PossConc3_BPre7_NStem	we_si_khatsi	PossConc3_BPre7_NStem
lesi_dze	AdjPref7_AdjStem	AdjPref7_AdjStem	lesi_dze	AdjPref7_AdjStem
we_ku_tfutfuk_is_a	PossConc3_BPre15_VRoot_CausExt_VerbTerm	PossConc3_OC15_VRoot_CausExt_VerbTerm	we_ku_tfutfuk_is_a	PossConc3_OC15_VRoot_CausExt_VerbTerm
e_ma_khono	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	e_ma_khono	NPrePre6_BPre6_NStem
la_wa_dzing_a_ko	PossConc5_BPre3_VRoot_VerbTerm_RelSuf	RelConc6_OC3_VRoot_VerbTerm_RelSuf	lawa_dzing_a_ko	PossConc6_VRoot_VerbTerm_RelSuf
nge_ku_condzis_a	AdvPre_BPre15_Intrans_VerbTerm	AdvPre_OC15_VRoot_VerbTerm	nge_ku_condz_is_a	AdvPre_OC15_VRoot_CausExt_VerbTerm
i_mi_sebenti	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	i_mi_sebenti	NPrePre4_BPre4_NStem
,	Punc	Punc	,	Punc
ku_fundz_is_a	BPre15_VRoot_CausExt_VerbTerm	BPre15_VRoot_CausExt_VerbTerm	ku_fundz_is_a	BPre15_VRoot_CausExt_VerbTerm
kanye	Adv	Conj	kanye	Adv
ne_bu_dlelwane	AdvPre_BPre14_NStem	AdvPre_BPre14_NStem	ne_bu_dlelwane	AdvPre_BPre14_NStem
lobu_sondzelene	RelConc14_NStem	RelConc14_NStem	lobusondzelen_e	VRoot_VerbTerm
ne_ma_nyuvesi	AdvPre_BPre6_NStem	AdvPre_BPre6_NStem	ne_ma_nyuvesi	AdvPre_BPre6_NStem
ne_ti_kolwatekufundzela	AdvPre_BPre8_NStem	AdvPre_BPre8_NStem	ne_ti_kolw_ate_ku_fundz_el_a	AdvPre_BPre8_NStem_Fut_OC15_VRoot_ApplExt_VerbTerm
ku_phats_a	BPre15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm	ku_phats_a	BPre15_VRoot_VerbTerm
.	Punc	Punc	.	Punc
Lu_hlelo	BPre11_NStem	BPre11_NStem	Lu_hlelo	BPre11_NStem
lu_ba	SC11_AuxVStem	SC11_AuxVStem	lu_b_a	SC11_VRoot_VerbTerm
ngu_lolu_tsemb_ek_ile	CopPre_RelConc15_VRoot_NPas_Perf	CopPre_RelConc11_VRoot_NeutExt_Perf	ngu_lolu_tsembek_ile	CopPre_RelConc11_VRoot_Perf
njengobe	Adv	Conj	njengobe	Conj
i_n_dlela	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	i_n_dlel_a	NPrePre9_BPre9_Intrans_VerbTerm
ye_kwe_tful_w_a	PossConc9_BPre15_VRoot_PassExt_VerbTerm	PossConc9_OC15_VRoot_PassExt_VerbTerm	ye_kwe_tful_w_a	PossConc9_OC15_VRoot_PassExt_VerbTerm
kwa_lo	PossConc15_PronStem11	PossConc15_PronStem11	kwa_lo	PossConc15_PronStem11
i_ne_kw_ent_ek_a	SC9_AdvPre_OC15_VRoot_NPas_VerbTerm	BPre9_AdvPre_OC15_VRoot_NPas_VerbTerm	i_ne_kw_ent_ek_a	BPre9_AdvPre_OC15_VRoot_NPas_VerbTerm
.	Punc	Punc	.	Punc
Ku_ne_ngoti	BPre17_AdvPre_NStem	BPre15_AdvPre_NStem	Ku_ne_ngoti	BPre15_AdvPre_NStem
le_n_khulu	PossConc5_BPre9_Adv	PossConc5_BPre9_Adv	lenkhulu	Adv
ye_ku_ts_i	PossConc9_BPre15_VRoot_VerbTerm	PossConc9_BPre15_VRoot_VerbTerm	ye_ku_tsi	PossConc9_BPre15_NStem
lu_hlelo	BPre11_NStem	BPre11_NStem	lu_hlelo	BPre11_NStem
lwe_n_tfutfuko	PossConc11_NPre9_NStem	PossConc11_NPre9_NStem	lwe_n_tfutfuko	PossConc11_NPre9_NStem
lwe_Ningizimu	PossConc11_NStem	PossConc11_NStem	lwe_Ningizimu	PossConc11_NStem
Afrika	ProperName	ProperName	Afrika	ProperName
lu_nga_hluleka	BPre11_AdvPre_NStem	BPre11_AdvPre_NStem	lunga_hlulek_a	AdvPre_VRoot_VerbTerm
ngobe	Adv	Conj	ngobe	Conj
hulumende	NStem	NStem	hulumende	NStem
aka_khon_i	NegPre_VRoot_VerbTerm	NegPre_VRoot_VerbTerm	a_ka_khoni	NegPre_ExclNeg_NStem
ku_lw_e_tful_a	SC15_OC11_LocPre_VRoot_VerbTerm	SC15_VRoot_VerbTerm_VRoot_VerbTerm	ku_lwe_tful_a	SC15_SC11_VRoot_VerbTerm
.	Punc	Punc	.	Punc
I_Khomishini	NPrePre4_NStem	NPrePre4_NStem	I_Khomishini	NPrePre4_NStem
y_ent_a	SC9_VRoot_VerbTerm	SC9_VRoot_VerbTerm	y_ent_a	SC9_VRoot_VerbTerm
ti_phakamiso	BPre8_NStem	BPre8_NStem	ti_phakamiso	BPre8_NStem
te_ku_hlel_w_a	PossConc8_BPre15_VRoot_PassExt_VerbTerm	PossConc10_BPre15_VRoot_PassExt_VerbTerm	te_ku_hlel_w_a	PossConc10_BPre15_VRoot_PassExt_VerbTerm
ka_bu_sha	AdvPre_BPre14_AdjStem	AdvPre_BPre14_AdjStem	ka_bu_sha	AdvPre_BPre14_AdjStem
kwe_ti_khungo	PossConc15_BPre8_NStem	PossConc15_BPre8_NStem	kwe_ti_khungo	PossConc15_BPre8_NStem
kute	Conj	Conj	ku_te	SC15_AuxVStem
ku_lung_is_w_e	SC15_VRoot_CausExt_PassExt_VerbTerm	SC15_VRoot_CausExt_PassExt_VerbTerm	ku_lung_is_w_e	SC15_VRoot_CausExt_PassExt_VerbTerm
ku_nga_lingan_i	BPre15_NegPre_VRoot_VerbTerm	BPre15_NegPre_VRoot_VerbTerm	ku_nga_lingani	BPre15_AdvPre_NStem
kanye	Adv	Adv	kanye	Adv
ne_ku_nga_sebent_i	AdvPre_BPre15_NegPre_VRoot_VerbTerm	AdvPre_SC15_NegPre_VRoot_VerbTerm	ne_ku_nga_sebenti	AdvPre_BPre15_NegPre_NStem
ka_hle	AdvPre_AdjStem	AdvPre_AdjStem	ka_hle	AdvPre_AdjStem
loku_vam_ile	RelConc15_VRoot_Perf	RelConc15_VRoot_Perf	loku_vam_ile	RelConc15_VRoot_Perf
