morphemes	target	prediction
te_ku_ti_khets_el_a	PossConc8_BPre15_ReflPre_Intrans_VerbExt_VerbTerm	PossConc8_LocPre_BPre8_Num_ApplExt_VerbTerm
ti_niket_w_a	SC10_VRoot_PassExt_VerbTerm	BPre8_Abbr_CopPre_VerbTerm
ngu_masipala	CopPre_NStem	CopPre_NStem
ku_teute	BPre17_NStem	LocPre_BPre17
ku_to_<?unk?>_is_w_a	LocPre_Fut_VRoot_CausExt_PassExt_VerbTerm	LocPre_PronStem10_NStem_CausExt_CopPre_VerbTerm
ku_setjentis_w_a	SC15_VRoot_PassExt_VerbTerm	LocPre_SC6_CopPre_VerbTerm
<?unk?>	NStem	NStem
.	Punc	Punc
kwa_esekel_w_a_ngco	PossConc15_VRoot_PassExt_VerbTerm_Ideoph	PossConc15_RelStem_CopPre_VerbTerm_Ideoph
nga_ti_mali	AdvPre_BPre10_NStem	AdvPre_BPre8_NStem
kwa_i_mi_mango	PossConc15_NPrePre4_BPre4_NStem	PossConc15_VerbTerm_BPre4_NStem
ku_gcugcutel_a	BPre15_VRoot_VerbTerm	LocPre_NStem_VerbTerm
bu_nikati	BPre14_NStem	BPre14_RelConc5
ba_tin_hlelo	PossConc2_BPre10_NStem	AuxVStem_BPre10_NStem
ta_ku_sebent_a	PossConc8_BPre15_VRoot_VerbTerm	PossConc8_LocPre_VRoot_VerbTerm
futsi	Conj	Conj
ku_akh_a	BPre15_VRoot_VerbTerm	LocPre_Conj_VerbTerm
lu_hlobo	NPre11_NStem	BPre11_NStem
lolu_tsite	RelConc11_RelStem	Dem11_RelStem
lwe_ku_ti_phendvul_el_a	PossConc11_BPre15_SC8_VRoot_ApplExt_VerbTerm	PossConc11_LocPre_BPre8_NStem_ApplExt_VerbTerm
.	Punc	Punc
ku_phindz_e	SC15_VRoot_VerbTerm	LocPre_NStem_VerbTerm
ku_tfutfuk_is_w_e	SC15_VRoot_CausExt_PassExt_VerbTerm	LocPre_Conj_CausExt_CopPre_VerbTerm
na_e_ma_khono	AdvPre_NPrePre6_BPre6_NStem	AdvPre_VerbTerm_BPre6_NStem
e_ku_phats_a	LocPre_OC15_VRoot_VerbTerm	VerbTerm_LocPre_Adv_VerbTerm
,	Punc	Punc
e_ku_landz_elel_a	PossConc6_BPre15_VRoot_IntensExt_VerbTerm	VerbTerm_LocPre_NStem_IntensExt_VerbTerm
na_we_kw_ent_a	AdvPre_OC3_SC15_VRoot_VerbTerm	AdvPre_PossConc3_Num_Adv_VerbTerm
u_li_phakelotimali	NPrePre1_NPre5_NStem	NPrePre1a_BPre5_NStem
.	Punc	Punc
lu_hlelo	BPre11_NStem	BPre11_NStem
lolu_banti	RelConc5_NStem	Dem11_RelStem
lwa_ku_camb_a	PossConc11_OC15_VRoot_VerbTerm	PossConc11_LocPre_SC2ps_VerbTerm
ka_bu_sha	AdvPre_BPre14_AdjStem	AdvPre_BPre14_Adv
lolu_chuman_is_a	RelConc11_VRoot_CausExt_VerbTerm	Dem11_Foreign_CausExt_VerbTerm
e_ma_nyuvesi	NPrePre6_BPre6_NStem	VerbTerm_BPre6_Conj
,	Punc	Punc
i_mi_khandlu	NPrePre4_BPre4_NStem	VerbTerm_BPre4_NStem
ya_i_<?unk?>	PossConc4_NPre9_NStem	PossConc9_VerbTerm_NStem
kanye	Conj	Conj
na_laba_nye	AdvPre_AdjPref2_AdjStem	AdvPre_Dem2_AdjStem
ba_dlali_n_dzima	BPre2_NStem_BPre9_NStem	AuxVStem_NStem_BPre9_NStem
ku_ta_lu_cwaningo	LocPre_PossConc10_BPre11_NStem	LocPre_PossConc8_BPre11_NStem
na_ta_in_tfutfuko	AdvPre_PossConc10_NPre9_NStem	AdvPre_PossConc8_NPre9_NStem
kanye	Conj	Conj
na_mi_khakha	AdvPre_BPre4_NStem	AdvPre_BPre4_NStem
ya_ta_m_notfo	PossConc9_PossConc10_BPre3_NStem	PossConc9_PossConc8_BPre3_NStem
le_hamb_a	RelConc4_VRoot_VerbTerm	RelConc4_Adv_VerbTerm
e_m_bili	LocPre_BPre3_NStem	VerbTerm_BPre3_AdjStem
.	Punc	Punc
cedz_is_a	VRoot_CausExt_VerbTerm	NStem_CausExt_VerbTerm
nge_ku_khomb_a	AdvPre_BPre15_VRoot_VerbTerm	AdvPre_LocPre_NStem_VerbTerm
ba_bambi	BPre2_NStem	AuxVStem_NStem
li_chaza	BPre5_NStem	BPre5_NStem
loku_cukats_w_e	RelConc15_VRoot_PassExt_VerbTerm	Dem15_NStem_CopPre_VerbTerm
e_ma_notsi_ini	LocPre_BPre6_NStem_LocSuf	VerbTerm_BPre6_NStem_LocSuf
esi_fundvo	RelConc7_NStem	RelConc7_NStem
e_si_ehluko_ini	LocPre_BPre7_NStem_LocSuf	VerbTerm_BPre7_NStem_LocSuf
4	Num	Num
.	Punc	Punc
tin_chubo	BPre10_NStem	BPre10_NStem
ta_ku_sebent_a	PossConc10_OC15_VRoot_VerbTerm	PossConc8_LocPre_VRoot_VerbTerm
-	Punc	Punc
ti_fak_a	SC10_VRoot_VerbTerm	BPre8_NStem_VerbTerm
e_khatsi	LocPre_Adv	VerbTerm_Adv
ku_fez_a	BPre15_VRoot_VerbTerm	LocPre_Abbr_VerbTerm
lu_hla	BPre11_NStem	BPre11_NStem
lwa_e_ma_<?unk?>	PossConc11_NPrePre6_BPre6_NStem	PossConc11_VerbTerm_BPre6_NStem
nge_ku_ent_a	AdvPre_SC15_VRoot_VerbTerm	AdvPre_LocPre_Adv_VerbTerm
le_i_mi_sebenti	PossConc5_NPrePre4_BPre4_NStem	RelConc4_VerbTerm_BPre4_NStem
le_cukats_w_e	RelConc9_VRoot_PassExt_VerbTerm	RelConc4_NStem_CopPre_VerbTerm
ku_lolu_hla	LocPre_Dem11_NStem	LocPre_Dem11_NStem
.	Punc	Punc
kuna_tin_chubo	AdvPre_NPre10_NStem	AdvPre_BPre10_NStem
leti_tsite	RelConc10_RelStem	Dem10_RelStem
leti_s_e_khatsi	RelConc10_PreLoc-s_LocPre_NStem	Dem10_PossConc7_VerbTerm_Adv
kwa_leto	PossConc15_Dem8	PossConc15_Dem10
ta_ku_sebent_a	PossConc10_OC15_VRoot_VerbTerm	PossConc8_LocPre_VRoot_VerbTerm
.	Punc	Punc
ti_nyenti	AdjPref8_AdjStem	BPre8_AdjStem
ti_zatfu	BPre8_NStem	BPre8_NStem
ta_ku_vel_a	PossConc8_OC15_VRoot_VerbTerm	PossConc8_LocPre_Conj_VerbTerm
kwa_ku_shay_is_an_a	PossConc15_OC15_VRoot_CausExt_RecipExt_VerbTerm	PossConc15_LocPre_Abbr_CausExt_RecipExt_VerbTerm
.	Punc	Punc
leti_nye	AdjPref10_AdjStem	Dem10_AdjStem
ta_to	PossConc8_PronStem8	PossConc8_PronStem10
'	Punc	Punc
ti_nga_phats_ek_a	SC8_Pot_VRoot_NeutExt_VerbTerm	BPre8_AdvPre_Adv_NPas_VerbTerm
'	Punc	Punc
leti_nye	AdjPref10_AdjStem	Dem10_AdjStem
ta_to	PossConc8_PronStem8	PossConc8_PronStem10
ti_nga_b_a	SC8_Pot_VRoot_VerbTerm	BPre8_AdvPre_Foreign_VerbTerm
'	Punc	Punc
yi_<?unk?>	CopPre_NStem	CopPre_NStem
'	Punc	Punc
,	Punc	Punc
loku_yi_n_dlela	RelConc15_CopPre_BPre9_NStem	Dem15_CopPre_BPre9_NStem
u_mu_ntfu	NPrePre1_BPre1_NStem	NPrePre1a_BPre3_NStem
la_bon_a	RelConc1_VRoot_VerbTerm	PossConc5_Abbr_VerbTerm
nga_yo	AdvPre_PronStem9	AdvPre_PronStem9
leso	Dem7	Dem7
si_mo	BPre7_NStem	BPre7_NStem
.	Punc	Punc
i_mi_biko	NPrePre4_BPre4_NStem	VerbTerm_BPre4_NStem
le_hlel_iw_e	RelConc4_VRoot_PassExt_VerbTerm	RelConc4_NStem_PassExt_VerbTerm
-	Punc	Punc
e_ma_komidi	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
a_li_wadi	PossConc6_BPre5_NStem	VerbTerm_BPre5_NStem
ku_mel_e	SC15_VRoot_VerbTerm	LocPre_ProperName_VerbTerm
a_tfol_e	SC6_VRoot_VerbTerm	VerbTerm_VRoot_VerbTerm
lu_ati	BPre11_NStem	BPre11_NStem
nge_in_chubo	AdvPre_NPre9_NStem	AdvPre_NPre9_NStem
ya_u_mu_khandlu	PossConc9_NPrePre3_BPre3_NStem	PossConc9_NPrePre1a_BPre3_NStem
nge_ti_khatsi	AdvPre_NPre8_Adv	AdvPre_BPre8_Adv
leti_hlel_iw_e	RelConc8_VRoot_PassExt_VerbTerm	Dem10_NStem_PassExt_VerbTerm
.	Punc	Punc
a_nga_but_a	SC6_Pot_VRoot_VerbTerm	VerbTerm_AdvPre_Adv_VerbTerm
li_khansela	BPre5_NStem	BPre5_NStem
kutsi	Conj	Conj
yini	Interrog	Interrog
le_bamb_elel_e	RelConc9_VRoot_IntensExt_VerbTerm	RelConc4_Abbr_IntensExt_VerbTerm
le_i_n_chubo	RelConc9_NPrePre9_BPre9_NStem	RelConc4_VerbTerm_BPre9_NStem
,	Punc	Punc
ba_phakam_is_e	SC2_VRoot_CausExt_VerbTerm	AuxVStem_NStem_CausExt_VerbTerm
tin_dlela	BPre10_NStem	BPre10_NStem
ta_ku_hlangabet_a	PossConc10_OC15_VRoot_VerbTerm	PossConc8_LocPre_NStem_VerbTerm
tin_hlelo	BPre10_NStem	BPre10_NStem
nga_ku_phumelel_is_a	AdvPre_OC15_VRoot_CausExt_VerbTerm	AdvPre_LocPre_NStem_CausExt_VerbTerm
ka_ncono	AdvPre_NStem	AdvPre_NStem
.	Punc	Punc
ku_ti_bandzakany_a	BPre15_ReflPre_VRoot_VerbTerm	LocPre_BPre8_NStem_VerbTerm
kwe_m_mango	PossConc15_BPre3_NStem	PossConc15_BPre3_NStem
ku_lu_hlelo	LocPre_BPre11_NStem	LocPre_BPre11_NStem
lolu_dzing_a	RelConc11_VRoot_VerbTerm	Dem11_Num_VerbTerm
ku_bandzakany_w_a	BPre15_VRoot_PassExt_VerbTerm	LocPre_NStem_CopPre_VerbTerm
kwe_m_mango	PossConc15_BPre3_NStem	PossConc15_BPre3_NStem
ku_to	LocPre_PronStem8	LocPre_PronStem10
to_nkhe	QuantConc8_QuantStem	PronStem10_QuantStem
ti_gaba	BPre8_NStem	BPre8_NStem
.	Punc	Punc
e_ma_komidi	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
e_ma_wadi	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
a_dzing_a	SC6_VRoot_VerbTerm	VerbTerm_Num_VerbTerm
ku_tfol_a	BPre15_VRoot_VerbTerm	LocPre_VRoot_VerbTerm
in_dlela	NPre9_NStem	NPre9_NStem
le_ncono	PossConc5_NStem	RelConc4_NStem
ya_ku_ndlul_is_a	PossConc9_OC15_VRoot_CausExt_VerbTerm	PossConc9_LocPre_PossConc8_CausExt_VerbTerm
u_mu_layeto	NPrePre3_BPre3_NStem	NPrePre1a_BPre3_NStem
ku_y_e	SC15_VRoot_VerbTerm	LocPre_CopPre_VerbTerm
nga_kutsi	AdvPre_Conj	AdvPre_Conj
u_mu_layeto	NPrePre3_BPre3_NStem	NPrePre1a_BPre3_NStem
u_condz_e	SC3_VRoot_VerbTerm	NPrePre1a_VRoot_VerbTerm
ku_bo_bani	LocPre_OC2_Interrog	LocPre_PronStem2_Interrog
.	Punc	Punc
si_bonelo	BPre7_NStem	BPre7_NStem
uma	Conj	Conj
ngabe	Conj	Conj
lu_dzaba	BPre11_NStem	BPre11_NStem
lu_fak_a	SC11_VRoot_VerbTerm	BPre11_NStem_VerbTerm
e_khatsi	LocPre_Adv	VerbTerm_Adv
ba_ntfu	BPre2_NStem	AuxVStem_NStem
laba_sha	AdjPref2_AdjStem	Dem2_Adv
lu_nga_niket_w_a	SC11_Pot_VRoot_PassExt_VerbTerm	BPre11_AdvPre_Abbr_CopPre_VerbTerm
nga_ti_teshi	AdvPre_BPre8_NStem	AdvPre_BPre8_NStem
ta_u_mu_sakato	PossConc8_NPrePre3_BPre3_NStem	PossConc8_NPrePre1a_BPre3_NStem
nobe	Conj	Conj
nga_lesi_nye	AdvPre_AdjPref7_AdjStem	AdvPre_Dem7_AdjStem
si_ehlakalo	BPre7_NStem	BPre7_NStem
,	Punc	Punc
lesi_njenga_si_hlakalo	RelConc7_AdvPre_BPre7_NStem	Dem7_AdvPre_BPre7_LocPre
sa_te_mi_dlalo	PossConc7_PossConc10_BPre4_NStem	PossConc7_PossConc8_BPre4_NStem
,	Punc	Punc
ba_ntfu	BPre2_NStem	AuxVStem_NStem
laba_sha	AdjPref2_AdjStem	Dem2_Adv
laba_ti_bandzakany_a	RelConc2_ReflPre_VRoot_VerbTerm	Dem2_BPre8_NStem_VerbTerm
ku_so	LocPre_PronStem7	LocPre_PronStem7
.	Punc	Punc
to_nkhe	QuantConc10_QuantStem	PronStem10_QuantStem
tin_hlaka	BPre10_NStem	BPre10_NStem
ta_u_mu_mango	PossConc8_NPrePre3_BPre3_NStem	PossConc8_NPrePre1a_BPre3_NStem
,	Punc	Punc
ku_fak_a	BPre15_VRoot_VerbTerm	LocPre_NStem_VerbTerm
e_khatsi	LocPre_Adv	VerbTerm_Adv
ti_<?unk?>	BPre8_NStem	BPre8_NStem
na_te_ku_<?unk?>	AdvPre_PossConc8_BPre15_NStem	AdvPre_PossConc8_LocPre_NStem
,	Punc	Punc
ku_mel_e	SC15_VRoot_VerbTerm	LocPre_ProperName_VerbTerm
ti_<?unk?>	BPre10_NStem	BPre8_NStem
kutsi	Conj	Conj
u_<?unk?>	NPrePre1a_NStem	NPrePre1a_NStem
we_ntfutfuko	PossConc3_NStem	PossConc3_NStem
u_ya_<?unk?>	NPrePre1a_Pres_NStem	NPrePre1a_PossConc9_NStem
ku_laba_phuy_ile	LocPre_RelConc2_VRoot_Perf	LocPre_Dem2_Num_Perf
na_li_nyenti	AdvPre_BPre5_NStem	AdvPre_BPre5_AdjStem
la_laba_ncish_w_e	SC2_RelConc2_VRoot_PassExt_VerbTerm	PossConc5_Dem2_NStem_CopPre_VerbTerm
e_ma_tfuba	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
,	Punc	Punc
ku_lingan_is_w_e	BPre15_VRoot_CausExt_PassExt_VerbTerm	LocPre_Abbr_CausExt_CopPre_VerbTerm
i_mi_tamo	NPrePre4_BPre4_NStem	VerbTerm_BPre4_NStem
ya_<?unk?>	PossConc9_NStem	PossConc9_NStem
ka_hle	AdvPre_AdjStem	AdvPre_AdjStem
ya_uku_vikel_a	PossConc9_SC15_VRoot_VerbTerm	PossConc9_BPre15_PossConc5_VerbTerm
ti_n_shisekelo	BPre8_BPre9_NStem	BPre8_BPre9_NStem
ta_bo	PossConc10_PronStem2	PossConc8_PronStem2
nge_ku_tsats_el_a	AdvPre_BPre15_VRoot_ApplExt_VerbTerm	AdvPre_LocPre_NStem_ApplExt_VerbTerm
i_mi_mango	NPrePre4_BPre4_NStem	VerbTerm_BPre4_NStem
le_te	RelConc9_NStem	RelConc4_PossConc8
e_ma_ndla	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
.	Punc	Punc
i_Ningizimu	BPre9_ProperName	VerbTerm_ProperName
Afrika	ProperName	ProperName
ku_mel_e	SC15_VRoot_VerbTerm	LocPre_ProperName_VerbTerm
i_sebent_is_e	SC9_VRoot_CausExt_VerbTerm	VerbTerm_VRoot_CausExt_VerbTerm
e_ma_ndla	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
a_yo	PossConc6_PronStem4	VerbTerm_PronStem9
kute	Conj	Conj
ye_enyus_e	CopPre_VRoot_VerbTerm	PossConc4_Abbr_VerbTerm
i_m_phahla	NPrePre9_BPre3_NStem	VerbTerm_BPre3_Conj
le_yi_tfum_el_a	RelConc9_OC9_VRoot_ApplExt_VerbTerm	RelConc4_CopPre_Adv_ApplExt_VerbTerm
ku_lama_nye	LocPre_AdjPref6_AdjStem	LocPre_AdjPref6_AdjStem
e_ma_ve	LocPre_BPre6_NStem	VerbTerm_BPre6_NStem
.	Punc	Punc
uma	Conj	Conj
ngabe	Conj	Conj
u_mu_notfo	NPrePre3_BPre3_NStem	NPrePre1a_BPre3_NStem
u_cudzelan_a	SC3_VRoot_VerbTerm	NPrePre1a_Abbr_VerbTerm
ka_ncane	AdvPre_AdjStem	AdvPre_AdjStem
e_u_mu_khakha_ini	LocPre_NPrePre3_BPre3_NStem_LocSuf	VerbTerm_NPrePre1a_BPre3_NStem_LocSuf
mu_nye	AdjPref3_AdjStem	BPre3_AdjStem
,	Punc	Punc
ku_tawu_mel_e	SC15_Fut_VRoot_VerbTerm	LocPre_Fut_ProperName_VerbTerm
i_ent_a	SC9_VRoot_VerbTerm	VerbTerm_Adv_VerbTerm
ncono	Adv	NStem
ku_lemi_nye	LocPre_AdjPref4_AdjStem	LocPre_AdjPref4_AdjStem
i_mi_khakha	NPrePre4_BPre4_NStem	VerbTerm_BPre4_NStem
.	Punc	Punc
bu_hle	BPre14_NStem	BPre14_AdjStem
ba_leli_ve	PossConc14_Dem5_NStem	AuxVStem_Dem5_NStem
lobu_catsanis_ek_a_ko	RelConc14_VRoot_NeutExt_VerbTerm_RelSuf	RelConc14_Dem15_NPas_VerbTerm_PronStem15
bu_fak_a	SC14_VRoot_VerbTerm	BPre14_NStem_VerbTerm
e_khatsi	LocPre_Adv	VerbTerm_Adv
e_ma_<?unk?>	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
kanye	Conj	Conj
na_mi_tfombo	AdvPre_BPre4_NStem	AdvPre_BPre4_NStem
ya_i_n_velo	PossConc4_NPrePre9_BPre9_NStem	PossConc9_VerbTerm_BPre9_NStem
,	Punc	Punc
u_mu_khakha	NPrePre3_BPre3_NStem	NPrePre1a_BPre3_NStem
wa_ta_ti_mali	PossConc3_PossConc10_NPre10_NStem	PossConc3_PossConc8_BPre8_NStem
na_wa_tin_hlelo	AdvPre_PossConc3_NPre10_NStem	AdvPre_PossConc3_BPre10_NStem
ta_li_bhizimisi	PossConc10_BPre5_NStem	PossConc8_BPre5_NStem
wa_si_manje	PossConc3_BPre7_NStem	PossConc3_BPre7_Adv
,	Punc	Punc
ku_b_a	BPre15_VRoot_VerbTerm	LocPre_Foreign_VerbTerm
s_e_dvute	PreLoc-s_LocPre_Adv	PossConc7_VerbTerm_NStem
na_tin_makethe	AdvPre_BPre10_NStem	AdvPre_BPre10_NStem
ta_s_e_Afrika	PossConc10_PreLoc-s_LocPre_ProperName	PossConc8_PossConc7_VerbTerm_ProperName
leti_khul_a	RelConc10_VRoot_VerbTerm	Dem10_NStem_VerbTerm
nga_ku_shesh_a	AdvPre_OC15_VRoot_VerbTerm	AdvPre_LocPre_Adv_VerbTerm
,	Punc	Punc
e_ma_nyuvesi	NPrePre6_BPre6_NStem	VerbTerm_BPre6_Conj
a_li_zinga	PossConc6_BPre5_NStem	VerbTerm_BPre5_NStem
leli_s_e_tulu	RelConc5_PreLoc-s_LocPre_Adv	Dem5_PossConc7_VerbTerm_NStem
kanye	Conj	Conj
na_mu_khakha	AdvPre_BPre3_NStem	AdvPre_BPre3_NStem
wa_ta_ku_lima	PossConc3_PossConc10_BPre15_NStem	PossConc3_PossConc8_LocPre_NStem
wa_si_manje	PossConc3_BPre7_NStem	PossConc3_BPre7_Adv
na_lo_khicit_a_ko	AdvPre_RelConc3_VRoot_VerbTerm_RelSuf	AdvPre_PronStem5_NStem_VerbTerm_PronStem15
.	Punc	Punc
i_Ningizimu	BPre9_ProperName	VerbTerm_ProperName
Afrika	ProperName	ProperName
i_phindze	BPre9_NStem	VerbTerm_NStem
i_b_e	SC1_VRoot_VerbTerm	VerbTerm_Foreign_VerbTerm
na_tin_kampani	AdvPre_NPre10_NStem	AdvPre_BPre10_NStem
leti_hol_a_ko	RelConc10_VRoot_VerbTerm_RelSuf	Dem10_ProperName_VerbTerm_PronStem15
e_u_mu_hlaba_ini	LocPre_NPrePre3_BPre3_NStem_LocSuf	VerbTerm_NPrePre1a_BPre3_NStem_LocSuf
e_i_mi_khakha_ini	LocPre_NPrePre4_BPre4_NStem_LocSuf	VerbTerm_VerbTerm_BPre4_NStem_LocSuf
le_njenge_ku_akh_a	PossConc5_AdvPre_OC15_VRoot_VerbTerm	RelConc4_Adv_LocPre_Conj_VerbTerm
.	Punc	Punc
lu_ati	BPre11_NStem	BPre11_NStem
si_bonelo	BPre7_NStem	BPre7_NStem
,	Punc	Punc
u_m_khandlu	NPrePre3_BPre3_NStem	NPrePre1a_BPre3_NStem
we_in_dzawo	PossConc3_NPre9_NStem	PossConc3_NPre9_NStem
ku_nga_ent_ek_a	SC15_Pot_VRoot_NPas_VerbTerm	LocPre_AdvPre_Adv_NPas_VerbTerm
u_nga_nik_i	SC3_NegPre_VRoot_VerbTerm	NPrePre1a_AdvPre_Foreign_VerbTerm
u_mu_mango	NPrePre3_BPre3_NStem	NPrePre1a_BPre3_NStem
a_ma_minitsi	PossConc6_BPre6_NStem	VerbTerm_BPre6_NStem
,	Punc	Punc
nobe	Conj	Conj
li_phakelomali	BPre5_NStem	BPre5_NStem
,	Punc	Punc
nobe	Conj	Conj
i_mi_biko	NPrePre4_BPre4_NStem	VerbTerm_BPre4_NStem
ya_ta_ma_fa	PossConc4_PossConc10_BPre6_NStem	PossConc9_PossConc8_BPre6_NStem
nobe	Conj	Conj
lemi_nye	AdjPref4_AdjStem	AdjPref4_AdjStem
i_mi_bhalo	NPrePre4_BPre4_NStem	VerbTerm_BPre4_NStem
.	Punc	Punc
ngakoke	Conj	Conj
u_mu_mango	NPrePre3_BPre3_NStem	NPrePre1a_BPre3_NStem
a_wu_ku_at_i	NegPre_SC3_OC15_VRoot_VerbTerm	VerbTerm_SC3_LocPre_NStem_VerbTerm
ku_ent_a	BPre15_VRoot_VerbTerm	LocPre_Adv_VerbTerm
ti_ncumo	NPre8_NStem	BPre8_NStem
leti_na_lu_ati	RelConc8_AdvPre_BPre11_NStem	Dem10_AdvPre_BPre11_NStem
nga_kutsi	AdvPre_Conj	AdvPre_Conj
yini	Interrog	Interrog
lu_sito	BPre11_NStem	BPre11_NStem
lwa_ti_mali	PossConc11_BPre10_NStem	PossConc11_BPre8_NStem
lolu_khona	RelConc11_Adv	Dem11_Conj
lwa_ku_akh_a	PossConc11_OC15_VRoot_VerbTerm	PossConc11_LocPre_Conj_VerbTerm
u_mu_tfolamphilo	NPrePre3_BPre3_NStem	NPrePre1a_BPre3_NStem
nobe	Conj	Conj
si_kolo	BPre7_NStem	BPre7_NStem
.	Punc	Punc
uma	Conj	Conj
ba_bek_a	SC2_VRoot_VerbTerm	AuxVStem_NegPre_VerbTerm
u_mu_bono	NPrePre3_BPre3_NStem	NPrePre1a_BPre3_NStem
ba_tjel_w_a	SC2_VRoot_PassExt_VerbTerm	AuxVStem_NStem_CopPre_VerbTerm
kutsi	Conj	Conj
kute	Conj	Conj
ti_mali	BPre10_NStem	BPre8_NStem
,	Punc	Punc
kepha	Conj	Conj
a_ba_ku_at_i	NegPre_SC2_OC15_VRoot_VerbTerm	VerbTerm_AuxVStem_LocPre_NStem_VerbTerm
ku_phik_is_a	BPre15_VRoot_CausExt_VerbTerm	LocPre_NStem_CausExt_VerbTerm
u_mu_condvo	NPrePre3_BPre3_NStem	NPrePre1a_BPre3_NStem
ngoba	Conj	Conj
a_ba_ka_lu_tfol_i	NegPre_SC2_ExclNeg_OC11_VRoot_VerbTerm	VerbTerm_AuxVStem_AdvPre_BPre11_VRoot_VerbTerm
lu_ati	BPre11_NStem	BPre11_NStem
lwa_e_ma_ciniso	PossConc11_NPrePre6_BPre6_NStem	PossConc11_VerbTerm_BPre6_NStem
.	Punc	Punc
tsats_a	VRoot_VerbTerm	NStem_VerbTerm
ti_m_phendvulo	BPre10_BPre3_NStem	BPre8_BPre3_NStem
e_ma_cembu_ini	LocPre_BPre6_NStem_LocSuf	VerbTerm_BPre6_NStem_LocSuf
.	Punc	Punc
khomb_a	VRoot_VerbTerm	NStem_VerbTerm
ba_bambi	BPre2_NStem	AuxVStem_NStem
li_chaza	BPre5_NStem	BPre5_NStem
<?unk?>	Num	NStem
e_ma_notsi_ini	LocPre_BPre6_NStem_LocSuf	VerbTerm_BPre6_NStem_LocSuf
a_si_fundvo	PossConc6_BPre7_NStem	VerbTerm_BPre7_NStem
njenga_si_bonelo	AdvPre_NPre7_NStem	AdvPre_BPre7_NStem
lesi_phel_el_e	RelConc7_VRoot_ApplExt_VerbTerm	Dem7_NStem_ApplExt_VerbTerm
.	Punc	Punc
e_ma_su	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
a_hlose	RelConc6_NStem	VerbTerm_NStem
ku_<?unk?>_a	SC15_VRoot_VerbTerm	LocPre_NStem_VerbTerm
futsi	Conj	Conj
la_hamb_is_an_a	SC5_VRoot_CausExt_RecipExt_VerbTerm	PossConc5_Adv_CausExt_RecipExt_VerbTerm
ne_ku_buk_an_a	NegPre_OC15_VRoot_RecipExt_VerbTerm	Ideoph_LocPre_Interrog_RecipExt_VerbTerm
na_bocalangaye	AdvPre_NStem	AdvPre_NStem
ba_wo	PossConc14_PronStem3	AuxVStem_PronStem6
o_nkhe	QuantConc6_QuantStem	QuantConc6_QuantStem
e_ma_cembu	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
,	Punc	Punc
loku_fak_a	RelConc15_VRoot_VerbTerm	Dem15_NStem_VerbTerm
e_khatsi	LocPre_Adv	VerbTerm_Adv
na_lawo	AdvPre_Dem3	AdvPre_Dem5
la_s_e_bu_cayi_ini	PossConc5_PreLoc-s_LocPre_BPre14_NStem_LocSuf	PossConc5_PossConc7_VerbTerm_BPre14_Conj_LocSuf
ka_khulu	AdvPre_AdjStem	AdvPre_AdjStem
.	Punc	Punc
u_mlandvo	NPrePre1a_NStem	NPrePre1a_NStem
we_ma_khono	PossConc3_BPre6_NStem	PossConc3_BPre6_NStem
e_mu_sebenti_ini	LocPre_BPre3_NStem_LocSuf	VerbTerm_BPre3_NStem_LocSuf
wa_hulumende	PossConc1_NStem	PossConc3_NStem
u_khomb_is_a	SC3_VRoot_CausExt_VerbTerm	NPrePre1a_NStem_CausExt_VerbTerm
e_ma_khono	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
la_khona	RelConc6_Adv	PossConc5_Conj
ku_velonkhe	LocPre_NStem	LocPre_NStem
.	Punc	Punc
ku_nga_bi_kho	BPre15_NegPre_NStem_RelSuf	LocPre_AdvPre_AdjStem_PronStem17
kwa_bo_<?unk?>	PossConc15_BPre2_NStem	PossConc15_PronStem2_NStem
laba_s_e_zinga_ini	RelConc2_PreLoc-s_LocPre_NStem_LocSuf	Dem2_PossConc7_VerbTerm_NStem_LocSuf
laba_enel_e	RelConc2_VRoot_VerbTerm	Dem2_NStem_VerbTerm
,	Punc	Punc
bo_i_n_<?unk?>	BPre2a_NPrePre9_BPre9_NStem	PronStem2_VerbTerm_BPre9_NStem
,	Punc	Punc
ti_sebenti	BPre8_NStem	BPre8_NStem
leti_cecesh_iw_e	RelConc10_VRoot_PassExt_VerbTerm	Dem10_NStem_PassExt_VerbTerm
ku_thekhinoloji	LocPre_NStem	LocPre_NStem
,	Punc	Punc
ti_ati	BPre8_NStem	BPre8_NStem
ku_te_lu_phenyo	BPre17_PossConc10_BPre11_NStem	LocPre_PossConc8_BPre11_NStem
lw_e_i_<?unk?>	PossConc11_LocPre_NPrePre4_NStem	PossConc11_VerbTerm_VerbTerm_NStem
,	Punc	Punc
ba_<?unk?>	BPre2_NStem	AuxVStem_NStem
,	Punc	Punc
ba_hleli	BPre2_NStem	AuxVStem_NStem
