morphemes	target	prediction
i_phrojekthi	NPrePre5_NStem	VerbTerm_NStem
aba_nye	AdjPref2_AdjStem	RelConc2_AdjStem
ba_th_i	OC2_VRoot_VerbTerm	PossConc2_NStem_VerbTerm
ngi_kho	CopPre_NStem	CopPre_PronStem15
oku_<?unk?>	RelConc15_NStem	RelConc15_Foreign
wa_u_ku_phath_a	PossConc3_NPrePre15_BPre15_VRoot_VerbTerm	PossConc1a_NPrePre1a_BPre15_PossConc7_VerbTerm
i_phrojekthi	NPrePre5_NStem	VerbTerm_NStem
.	Punc	Punc
ku_akh_a	SC15_VRoot_VerbTerm	BPre15_NStem_VerbTerm
i_si_sekelo	NPrePre7_BPre7_NStem	VerbTerm_BPre7_NStem
sa_lapho	PossConc7_Dem16	PossConc7_Dem16
i_tuthuko	NPrePre4_NStem	VerbTerm_NStem
ye_phrojekthi	PossConc9_NStem	PossConc4_NStem
i_n_<?unk?>	NPrePre8_BPre8_NStem	VerbTerm_BPre9_Foreign
kho_na	PronStem15_PronSuf	PronStem15_Interrog
.	Punc	Punc
ku_na_bo_nobangela	LocPre_AdvPre_PossConc2_NStem	BPre15_Interrog_PossConc2_NPrePre4
aba_nengi	AdjPref2_AdjStem	RelConc2_AdjStem
bona	AbsPron2	AbsPron2
ku_bayini	BPre15_NStem	BPre15_NStem
ku_b_e	SC15_VRoot_VerbTerm	BPre15_SC2_VerbTerm
na_i_nturhu	AdvPre_NPre9_NStem	Interrog_VerbTerm_NStem
.	Punc	Punc
aba_nye	AdjPref2_AdjStem	RelConc2_AdjStem
a_bo_nobangela	NPrePre2_BPre2_NStem	VerbTerm_PossConc2_NPrePre4
ba_nga_b_a	SC2a_Pot_VRoot_VerbTerm	PossConc2_AdvPre_SC2_VerbTerm
'	Punc	Punc
nga_ba_mambala	AdvPre_BPre2_NStem	AdvPre_PossConc2_NStem
'	Punc	Punc
aba_nye	AdjPref2_AdjStem	RelConc2_AdjStem
ba_nga_b_a	SC2_Pot_VRoot_VerbTerm	PossConc2_AdvPre_SC2_VerbTerm
nga_i_n_dlela	AdvPre_NPrePre9_BPre9_NStem	AdvPre_VerbTerm_BPre9_NStem
'	Punc	Punc
ku_bon_w_a	SC15_VRoot_PassExt_VerbTerm	BPre15_NStem_PossConc1a_VerbTerm
nga_yo	AdvPre_PronStem9	AdvPre_PronStem9
'	Punc	Punc
nga_i_n_dlela	AdvPre_NPrePre9_BPre3_NStem	AdvPre_VerbTerm_BPre9_NStem
a_ba_ntu	NPrePre2_BPre2_NStem	VerbTerm_PossConc2_NStem
ba_qal_a	SC2_VRoot_VerbTerm	PossConc2_Adv_VerbTerm
nga_yo	AdvPre_PronStem9	AdvPre_PronStem9
u_bu_jamo	NPre14_NPrePre14_NStem	NPrePre1a_BPre14_NStem
o_<?unk?>	RelConc14_NStem	VerbTerm_Foreign
.	Punc	Punc
i_mi_biko	NPrePre4_BPre4_NStem	VerbTerm_BPre4_NStem
ya_qobe	PossConc1a_NStem	PossConc9_Adv
-	Punc	Punc
a_ma_komidi	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
we_wadi	PossConc6_NStem	PossConc3_NStem
ku_fan_el_e	SC15_VRoot_ApplExt_VerbTerm	BPre15_VRoot_ApplExt_VerbTerm
a_thol_e	RelConc6_VRoot_VerbTerm	VerbTerm_VRoot_VerbTerm
i_mi_biko	NPrePre4_BPre4_NStem	VerbTerm_BPre4_NStem
e_buy_a_ko	RelConc4_VRoot_VerbTerm_RelSuf	VerbTerm_NStem_VerbTerm_RelSuf
njalo	Adv	Adv
mayelana	NStem	NStem
na_ragelo	AdvPre_NStem	Interrog_NStem
phambili	Adv	Adv
le_i_khansela	Dem5_NPrePre4_NStem	Dem9_VerbTerm_NStem
.	Punc	Punc
ba_nga_buz_a	SC2_Pot_Intrans_VerbTerm	PossConc2_AdvPre_NStem_VerbTerm
a_ma_khansela	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
bona	AbsPron2	AbsPron2
ku_bayini	BPre15_NStem	BPre15_NStem
i_ragelo	NPrePre5_NStem	VerbTerm_NStem
phambili	Adv	Adv
li_<?unk?>_ile	SC5_VRoot_Perf	BPre5_Foreign_Perf
be_s_e	SC2_VRoot_VerbTerm	PossConc2_PossConc7_VerbTerm
ba_<?unk?>_is_a	SC2_VRoot_CausExt_VerbTerm	PossConc2_Foreign_CausExt_VerbTerm
i_in_dlela	NPrePre10_NPre10_NStem	VerbTerm_Foreign_NStem
zoku_hlangabezan_a	Fut_VRoot_VerbTerm	Fut_ProperName_VerbTerm
na_i_mi_tlamo	AdvPre_NPrePre4_BPre4_NStem	Interrog_VerbTerm_BPre4_NStem
nga_i_n_dlela	AdvPre_NPrePre9_BPre9_NStem	AdvPre_VerbTerm_BPre9_NStem
e_phumelel_is_a_ko	LocPre_VRoot_CausExt_VerbTerm_RelSuf	VerbTerm_NStem_CausExt_VerbTerm_RelSuf
.	Punc	Punc
u_ku_hlanganyela	NPrePre15_BPre15_NStem	NPrePre1a_BPre15_VerbTerm
kwa_u_mu_phakathi	PossConc15_NPrePre3_BPre3_NStem	PossConc15_NPrePre1a_BPre1_Adv
ku_yi_kambiso	BPre15_CopPre_NStem	BPre15_CopPre_NStem
e_tlhog_a	RelConc9_Intrans_VerbTerm	VerbTerm_Adv_VerbTerm
u_ku_fak_w_a	NPrePre15_BPre15_VRoot_PassExt_VerbTerm	NPrePre1a_BPre15_VRoot_PossConc1a_VerbTerm
kwa_u_mu_phakathi	PossConc15_NPrePre3_BPre3_NStem	PossConc15_NPrePre1a_BPre1_Adv
ki_zo	LocPre_PronStem10	NStem_PronStem10
zo_ke	QuantConc8_QuantStem	PronStem10_Conj
i_in_gaba	NPrePre8_NPre8_NStem	VerbTerm_Foreign_NStem
.	Punc	Punc
a_ma_komidi	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
w_a_mawadi	PossConc6_LocPre_NStem	PossConc1a_VerbTerm_NStem
a_tlhog_a	RelConc6_Intrans_VerbTerm	VerbTerm_Adv_VerbTerm
u_ku_thol_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre1a_BPre15_VRoot_VerbTerm
i_n_dlela	NPrePre9_BPre9_NStem	VerbTerm_BPre9_NStem
e_hle	AdjPref9_AdjStem	VerbTerm_AdjStem
ya_u_ku_dlul_is_a	PossConc9_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	PossConc9_NPrePre1a_BPre15_RelConc14_CausExt_VerbTerm
u_mu_layezo	NPrePre3_BPre3_NStem	NPrePre1a_BPre1_SC15
ku_lawul_w_e	SC15_VRoot_PassExt_VerbTerm	BPre15_NegPre_PossConc1a_VerbTerm
ku_ku_th_i	BPre15_OC15_VRoot_VerbTerm	BPre15_BPre15_NStem_VerbTerm
u_mu_layezo	NPrePre3_BPre3_NStem	NPrePre1a_BPre1_SC15
loyo	Dem3	Dem3
u_ya	BPre3_NStem	NPrePre1a_PossConc9
ku_bani	BPre15_Interrog	BPre15_NStem
.	Punc	Punc
i_si_bonelo	NPrePre7_BPre7_NStem	VerbTerm_BPre7_NStem
nangabe	Conj	Conj
i_n_daba	NPrePre9_BPre9_NStem	VerbTerm_BPre9_NStem
i_phath_el_an_ile	SC4_VRoot_ApplExt_RecipExt_Perf	VerbTerm_PossConc7_ApplExt_RecipExt_Perf
na_a_ba_ntu	AdvPre_NPrePre2_BPre2_NStem	Interrog_VerbTerm_PossConc2_NStem
aba_tjha	RelConc2_NStem	RelConc2_NStem
u_mu_biko	NPrePre3_BPre3_NStem	NPrePre1a_BPre1_NStem
obu_y_a_ko	RelConc3_VRoot_VerbTerm_RelSuf	RelConc14_PossConc9_VerbTerm_RelSuf
u_nga_nikelwe	BPre3_NegPre_NStem	NPrePre1a_AdvPre_NStem
e_i_li_hlelo_ini	LocPre_NPrePre5_BPre5_NStem_LocSuf	VerbTerm_VerbTerm_BPre5_NStem_LocSuf
la_a_ba_ntu	PossConc5_NPrePre2_BPre2_NStem	Dem16_VerbTerm_PossConc2_NStem
a_ba_tjha	NPrePre2_BPre2_NStem	VerbTerm_PossConc2_NStem
e_<?unk?>_eni	LocPre_NStem_LocSuf	VerbTerm_Foreign_LocSuf
nanyana	Conj	Conj
kwa_esi_nye	PossConc15_AdjPref7_AdjStem	PossConc15_RelConc7_AdjStem
i_si_ehlakalo	NPrePre7_BPre7_NStem	VerbTerm_BPre7_NStem
,	Punc	Punc
esi_fan_a	RelConc7_VRoot_VerbTerm	RelConc7_VRoot_VerbTerm
na_i_ze_mi_dlalo	AdvPre_NPrePre8_BPre8_BPre4_NStem	Interrog_VerbTerm_Pres_BPre4_NStem
,	Punc	Punc
leyo	Dem9	Dem9
a_ba_ntu	NPrePre2_BPre2_NStem	VerbTerm_PossConc2_NStem
aba_tjha	AdjPref2_AdjStem	RelConc2_NStem
aba_zi_bandakany_a	RelConc2_OC10_VRoot_VerbTerm	RelConc2_NStem_NStem_VerbTerm
ki_yo	LocPre_PronStem9	NStem_PronStem9
.	Punc	Punc
zo_ke	QuantConc10_QuantStem	PronStem10_Conj
i_in_koro	NPrePre10_BPre10_NStem	VerbTerm_Foreign_NStem
za_u_mu_phakathi	PossConc10_NPrePre3_BPre3_NStem	PossConc10_NPrePre1a_BPre1_Adv
,	Punc	Punc
u_ku_fak_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre1a_BPre15_VRoot_VerbTerm
hlanga_ana	NStem_DimSuf	NStem_DimSuf
i_im_<?unk?>	NPrePre8_BPre9_NStem	VerbTerm_BPre4_Foreign
na_i_li_phiko	AdvPre_NPrePre5_BPre5_NStem	Interrog_VerbTerm_BPre5_NStem
le_zo_<?unk?>	AdvPre_Pres_NStem	Dem9_PronStem10_Foreign
,	Punc	Punc
ku_fan_el_e	OC15_VRoot_ApplExt_VerbTerm	BPre15_VRoot_ApplExt_VerbTerm
zi_qinis_ek_is_e	SC8_VRoot_NeutExt_CausExt_VerbTerm	NStem_Conj_NeutExt_CausExt_VerbTerm
bo_nyana	BPre2_NStem	PossConc2_NStem
a_ma_khakhazela	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
w_e_tuthuko	PossConc6_LocPre_NStem	PossConc1a_VerbTerm_NStem
a_funyanwa	RelConc6_NStem	VerbTerm_NStem
ngi_labo	SC2_PronStem2	CopPre_Dem2
a_ba_tlhaga	NPrePre2_BPre2_NStem	VerbTerm_PossConc2_NStem
khulu	Adv	Adv
na_labo	AdvPre_Dem2	Interrog_Dem2
e_be_gade	LocPre_BPre2_Adv	VerbTerm_PossConc2_NStem
ba_dinyw_e	SC2_Intrans_VerbTerm	PossConc2_Foreign_VerbTerm
a_ma_thuba	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
,	Punc	Punc
nga_u_ku_enz_a	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	AdvPre_NPrePre1a_BPre15_VRoot_VerbTerm
njalo	Adv	Adv
ku_za_b_e	SC15_Fut_VRoot_VerbTerm	BPre15_PossConc10_SC2_VerbTerm
ku_<?unk?>_a	SC15_VRoot_VerbTerm	BPre15_Foreign_VerbTerm
i_kghonakalo	NPrePre4_NStem	VerbTerm_NStem
ya_i_mi_zamo	PossConc4_NPrePre4_BPre4_NStem	PossConc9_VerbTerm_BPre4_NStem
e_nga_enz_iw_a	RelConc4_AdvPre_VRoot_PassExt_VerbTerm	VerbTerm_AdvPre_VRoot_PassExt_VerbTerm
zi_in_qhenyana	BPre8_BPre9_NStem	NStem_Foreign_NStem
ezi_zi_tjhej_a	RelConc8_BPre8_Intrans_VerbTerm	RelConc10_NStem_NStem_VerbTerm
zo_na	PronStem10_PronSuf	PronStem10_Interrog
zi_zo_dwa	SC4_OC8_PronStem8	NStem_PronStem10_QuantStem
yo_ku_vikela	PossConc9_BPre15_NStem	PronStem9_BPre15_NStem
i_in_kareko	NPrePre10_BPre10_NStem	VerbTerm_Foreign_NStem
za_zo	PossConc10_PronStem10	PossConc10_PronStem10
ngo_ku_<?unk?>_a	AdvPre_OC15_VRoot_VerbTerm	AdvPre_BPre15_Foreign_VerbTerm
i_mi_phakathi	NPrePre4_BPre4_NStem	VerbTerm_BPre4_Adv
e_nga_na_mandla	RelConc4_AdvPre_CopPre_RelStem	VerbTerm_AdvPre_Interrog_RelStem
njenga_zo	AdvPre_PronStem8	AdvPre_PronStem10
.	Punc	Punc
i_sewula	NPrePre4_NStem	VerbTerm_NStem
Afrika	ProperName	ProperName
ku_fan_el_e	OC16_VRoot_ApplExt_VerbTerm	BPre15_VRoot_ApplExt_VerbTerm
ba_nyana	BPre2_NStem	PossConc2_NStem
i_sebenz_is_e	SC9_VRoot_CausExt_VerbTerm	VerbTerm_Adv_CausExt_VerbTerm
a_ma_<?unk?>	NPrePre6_BPre6_NStem	VerbTerm_BPre6_Foreign
u_ku_khul_is_a	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	NPrePre1a_BPre15_NStem_CausExt_VerbTerm
i_nani	NPrePre5_NStem	VerbTerm_NStem
le_i_pahla	AdvPre_NPrePre4_NStem	Dem9_VerbTerm_NStem
e_thengis_el_w_a	RelConc9_VRoot_ApplExt_PassExt_VerbTerm	VerbTerm_VRoot_ApplExt_PossConc1a_VerbTerm
i_i_narha	NPrePre4_NPrePre10_NStem	VerbTerm_VerbTerm_NStem
za_nga_phandle	PossConc10_AdvPre_Adv	PossConc10_AdvPre_Adv
.	Punc	Punc
nangabe	Conj	Conj
i_rherho	NPrePre5_NStem	VerbTerm_NStem
le_zo_mnotho	PossConc5_PossConc3_NStem	Dem9_PronStem10_NStem
li_ya_bhalelwa	BPre5_Pres_NStem	BPre5_PossConc9_NStem
<?unk?>_khunye	PossConc15_NStem	Foreign_NStem
,	Punc	Punc
ku_fan_el_e	OC16_VRoot_ApplExt_VerbTerm	BPre15_VRoot_ApplExt_VerbTerm
li_enz_e	OC5_VRoot_VerbTerm	BPre5_VRoot_VerbTerm
ngcono_ana	NStem_DimSuf	NStem_DimSuf
<?unk?>_khunye	PossConc15_NStem	Foreign_NStem
.	Punc	Punc
i_in_zuzo	NPrePre4_BPre9_NStem	VerbTerm_Foreign_BPre15
ezi_<?unk?>_ko	RelConc8_NStem_RelSuf	RelConc10_Foreign_RelSuf
ze_narha	PossConc10_NStem	Pres_NStem
zi_fak_a	SC10_VRoot_VerbTerm	NStem_VRoot_VerbTerm
ku_hlanga_ana	NPre15_NStem_DimSuf	BPre15_NStem_DimSuf
i_mi_thombo	NPrePre4_BPre4_NStem	VerbTerm_BPre4_NStem
ya_zo	PossConc9_NStem	PossConc9_PronStem10
ya_i_zenjiwa	PossConc4_NPrePre4_NStem	PossConc9_VerbTerm_NStem
na_i_zin_tho	AdvPre_NPrePre10_BPre10_NStem	Interrog_VerbTerm_BPre10_NStem
ze_m_velo	Pres_BPre3_NStem	Pres_BPre3_NStem
,	Punc	Punc
i_koro	NPrePre4_NStem	VerbTerm_NStem
ya_i_mi_sebenzi	PossConc4_NPrePre4_BPre4_NStem	PossConc9_VerbTerm_BPre4_NStem
ye_emali	PossConc4_NStem	PossConc4_NStem
na_i_mi_sebenzi	AdvPre_NPrePre4_BPre4_NStem	Interrog_VerbTerm_BPre4_NStem
e_ne_lu_azi	NPre6_AdvPre_BPre11_NStem	VerbTerm_AdvPre_BPre11_NegPre
eli_nab_ile_ko	RelConc5_VRoot_Perf_RelSuf	RelConc5_NStem_Perf_RelSuf
,	Punc	Punc
ukuba	Conj	Conj
s_e_duze	PossConc7_LocPre_NStem	PossConc7_VerbTerm_Adv
na_ma_makethe	AdvPre_BPre6_NStem	Interrog_BPre6_NStem
w_e_Afrika	PossConc6_LocPre_ProperName	PossConc1a_VerbTerm_ProperName
a_khul_a	SC6_VRoot_VerbTerm	VerbTerm_NStem_VerbTerm
ngo_ku_rhab_a	AdvPre_OC15_Intrans_VerbTerm	AdvPre_BPre15_Adv_VerbTerm
,	Punc	Punc
a_ma_yunivesithi	NPrePre6_BPre6_NStem	VerbTerm_BPre6_OC15
we_khwalithi	PossConc1a_NStem	PossConc3_NStem
e_phezulu	LocPre_Adv	VerbTerm_Adv
ka_nye	AdvPre_AdjStem	AdvPre_AdjStem
na_i_koro	AdvPre_BPre5_NStem	Interrog_VerbTerm_NStem
e_khiqiz_a_ko	RelConc9_VRoot_VerbTerm_RelSuf	VerbTerm_NStem_VerbTerm_RelSuf
ye_ze_limo	PossConc9_PossConc8_NStem	PossConc4_Pres_Adv
ya_i_si_khathi	PossConc9_NPrePre7_BPre7_NStem	PossConc9_VerbTerm_BPre7_NStem
sa_nje	SC7_Adv	PossConc7_Adv
.	Punc	Punc
be_godu	PossConc14_NStem	PossConc2_Ideoph
i_sewula	NPrePre4_NStem	VerbTerm_NStem
Afrika	ProperName	ProperName
i_na_ma_khampani	NPrePre8_BPre8_BPre6_NStem	VerbTerm_Interrog_BPre6_NStem
a_ba_rholi	NPrePre2_BPre2_NStem	VerbTerm_PossConc2_NStem
e_phasi_ini	LocPre_NStem_LocSuf	VerbTerm_Adv_LocSuf
lo_ke	QuantConc11_QuantStem	Dem1_Conj
e_en_koro_eni	LocPre_BPre9_NStem_LocSuf	VerbTerm_BPre9_NStem_LocSuf
ezi_njenge_koro	NPre6_AdvPre_NStem	RelConc10_AdvPre_NStem
ya_u_ku_akh_a	PossConc9_NPrePre15_BPre15_VRoot_VerbTerm	PossConc9_NPrePre1a_BPre15_NStem_VerbTerm
i_zi_akhiwo	NPrePre8_BPre8_NStem	VerbTerm_NStem_NStem
za_u_mu_phakathi	PossConc10_NPrePre3_BPre3_NStem	PossConc10_NPrePre1a_BPre1_Adv
.	Punc	Punc
i_lu_az_i	SC9_OC11_VRoot_VerbTerm	VerbTerm_BPre11_VRoot_VerbTerm
-	Punc	Punc
i_si_bonelo	NPrePre7_BPre7_NStem	VerbTerm_BPre7_NStem
,	Punc	Punc
u_mu_khandlu	NPrePre3_BPre3_NStem	NPrePre1a_BPre1_NStem
wa_i_li_khaya	PossConc3_NPrePre5_BPre5_NStem	PossConc1a_VerbTerm_BPre5_NStem
awu_ka_vumel_ek_i	NegPre_AdvPre_VRoot_NeutExt_VerbTerm	NegPre_AdvPre_NStem_NeutExt_VerbTerm
u_ku_nikel_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre1a_BPre15_NegCopPre_VerbTerm
u_mu_phakathi	NPrePre3_BPre3_NStem	NPrePre1a_BPre1_Adv
a_ma_minidi	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
namtjhana	Conj	Conj
a_ma_bhajedi	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
namtjhana	Conj	Conj
i_mi_biko	NPrePre4_BPre4_NStem	VerbTerm_BPre4_NStem
ye_e_mali	PossConc4_LocPre_NStem	PossConc4_VerbTerm_NStem
ka_nye	AdvPre_AdjStem	AdvPre_AdjStem
na_emi_nye	AdvPre_AdjPref4_AdjStem	Interrog_AdjPref4_AdjStem
i_mi_tlolo	NPrePre4_BPre4_NStem	VerbTerm_BPre4_BPre4
e_tholakal_a_ko	RelConc4_VRoot_VerbTerm_RelSuf	VerbTerm_NStem_VerbTerm_RelSuf
e_u_mu_phakathi_ini	LocPre_NPrePre3_BPre3_NStem_LocSuf	VerbTerm_NPrePre1a_BPre1_Adv_LocSuf
.	Punc	Punc
nga_lokho	AdvPre_Dem15	AdvPre_Dem15
na_u_mu_phakathi	AdvPre_NPrePre3_BPre3_NStem	Interrog_NPrePre1a_BPre1_Adv
awu_ku_az_i	NegPre_OC15_VRoot_VerbTerm	NegPre_BPre15_VRoot_VerbTerm
u_ku_enz_a	NPre15_BPre15_VRoot_VerbTerm	NPrePre1a_BPre15_VRoot_VerbTerm
i_in_qunto	NPrePre8_BPre8_NStem	VerbTerm_Foreign_Adv
ezi_hlelek_ile_ko	RelConc8_VRoot_Perf_RelSuf	RelConc10_NPrePre8_Perf_RelSuf
bo_nyana	BPre2_NStem	PossConc2_NStem
ngi_li_phi	SC5_EnumConc5_EnumStem	CopPre_BPre5_EnumStem
i_sizo	NPrePre5_NStem	VerbTerm_NStem
le_ze_emali	PossConc5_PossConc8_NStem	Dem9_Pres_NStem
eli_khona	RelConc5_Adv	RelConc5_Adv
u_ku_akh_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre1a_BPre15_NStem_VerbTerm
u_m_tholapilo	NPrePre3_BPre3_NStem	NPrePre1a_BPre3_NStem
namtjhana	Conj	Conj
i_si_kolo	NPrePre7_BPre7_NStem	VerbTerm_BPre7_NStem
.	Punc	Punc
lokha	Conj	Conj
na_wu_enz_a	AdvPre_OC7_VRoot_VerbTerm	Interrog_OC3_VRoot_VerbTerm
i_si_phakamiso	NPrePre7_BPre7_NStem	VerbTerm_BPre7_NStem
u_tjel_w_a	SC1_VRoot_PassExt_VerbTerm	NPrePre1a_Adv_PossConc1a_VerbTerm
bona	AbsPron2	AbsPron2
i_i_mali	NPrePre4_BPre4_NStem	VerbTerm_VerbTerm_NStem
a_zikho	NegPre_NStem	VerbTerm_NStem
,	Punc	Punc
kodwana	Conj	Conj
u_ya_bhalel_w_a	NPrePre1_Pres_VRoot_PassExt_VerbTerm	NPrePre1a_PossConc9_NStem_PossConc1a_VerbTerm
ku_<?unk?>	BPre15_NStem	BPre15_Foreign
i_lu_azi	BPre9_BPre11_NStem	VerbTerm_BPre11_NegPre
ngombana	Conj	Conj
awu_kghon_i	NegPre_VRoot_VerbTerm	NegPre_SC2_VerbTerm
u_ku_fumana	NPrePre15_BPre15_NStem	NPrePre1a_BPre15_NStem
i_lu_azi	BPre9_BPre11_NStem	VerbTerm_BPre11_NegPre
eli_nemb_a_ko	RelConc5_VRoot_VerbTerm_RelSuf	RelConc5_Adv_VerbTerm_RelSuf
.	Punc	Punc
thath_a	VRoot_VerbTerm	VRoot_VerbTerm
i_im_pendulo	NPrePre10_BPre10_NStem	VerbTerm_BPre4_NStem
ezi_buy_a	RelConc10_VRoot_VerbTerm	RelConc10_NStem_VerbTerm
e_e_n_qhema_eni	RelConc9_LocPre_BPre9_NStem_LocSuf	VerbTerm_VerbTerm_BPre9_NStem_LocSuf
.	Punc	Punc
<?unk?>_a	VRoot_VerbTerm	Foreign_VerbTerm
a_ba_hlanganyeli	NPre2_BPre2_NStem	VerbTerm_PossConc2_NStem
ku_<?unk?>	PossConc15_Num	BPre15_Foreign
e_manothi_ini	LocPre_NStem_LocSuf	VerbTerm_NStem_LocSuf
w_e_khoso	PossConc6_LocPre_NStem	PossConc1a_VerbTerm_NStem
njenga_i_si_bonelo	AdvPre_NPrePre7_BPre7_NStem	AdvPre_VerbTerm_BPre7_NStem
esi_phelel_e_ko	RelConc7_VRoot_VerbTerm_RelSuf	RelConc7_NStem_VerbTerm_RelSuf
.	Punc	Punc
i_mi_tlamo	NPrePre4_BPre4_NStem	VerbTerm_BPre4_NStem
i_qothelwe	NPrePre4_NStem	VerbTerm_NStem
khulu_ana	Adv_DimSuf	Adv_DimSuf
begodu	Conj	Conj
i_bonakal_a	SC9_VRoot_VerbTerm	VerbTerm_NStem_VerbTerm
i_ku_fan_el_e	SC4_OC15_VRoot_ApplExt_VerbTerm	VerbTerm_BPre15_VRoot_ApplExt_VerbTerm
u_ku_sebenz_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre1a_BPre15_Adv_VerbTerm
nga_ma_tjhejontangi	AdvPre_BPre6_NStem	AdvPre_BPre6_NStem
we_e_n_qhema	PossConc1_LocPre_BPre9_NStem	PossConc3_VerbTerm_BPre9_NStem
zo_ke	QuantConc10_QuantStem	PronStem10_Conj
,	Punc	Punc
ezi_fak_a	RelConc10_VRoot_VerbTerm	RelConc10_VRoot_VerbTerm
hlanga_ana	NStem_DimSuf	NStem_DimSuf
lezo	Dem10	Dem10
ezi_limal_a	RelConc8_VRoot_VerbTerm	RelConc10_NStem_VerbTerm
lula	NStem	NStem
.	Punc	Punc
u_bu_jamo	NPrePre14_BPre14_NStem	NPrePre1a_BPre14_NStem
ba_ma_kghono	PossConc2_BPre6_NStem	PossConc2_BPre6_NStem
e_i_mi_sebenzi_ini	LocPre_NPrePre4_BPre4_NStem_LocSuf	VerbTerm_VerbTerm_BPre4_NStem_LocSuf
ya_u_mu_buso	PossConc4_NPrePre3_BPre3_NStem	PossConc9_NPrePre1a_BPre1_NStem
bu_vez_a	CopPre_VRoot_VerbTerm	BPre14_Adv_VerbTerm
u_bu_jamo	NPrePre14_BPre14_NStem	NPrePre1a_BPre14_NStem
ba_kghono	BPre2_NStem	PossConc2_NStem
be_li_zwe	PossConc2_BPre7_NStem	PossConc2_BPre5_NStem
lo_ke	QuantConc11_QuantStem	Dem1_Conj
.	Punc	Punc
ku_na_u_ku_tlhayela	BPre15_AdvPre_NPrePre15_BPre15_NStem	BPre15_Interrog_NPrePre1a_BPre15_NStem
oku_khulu	AdjPref15_AdjStem	RelConc15_Adv
kwa_a_<?unk?>	PossConc1a_LocPre_NStem	PossConc15_VerbTerm_Foreign
aba_wa_azi_ko	RelConc2_CopPre_NStem_RelSuf	RelConc2_PossConc1a_NegPre_RelSuf
u_mu_sebenzi	NPrePre3_BPre3_NStem	NPrePre1a_BPre1_NStem
,	Punc	Punc
a_bo_<?unk?>	NPrePre2_BPre2_NStem	VerbTerm_PossConc2_Foreign
,	Punc	Punc
a_bo_sobizelomsebenzi	NPrePre2_BPre2_NStem	VerbTerm_PossConc2_NStem
be_theknoloji	PossConc2_NStem	PossConc2_NStem
ye_lwazi	PossConc4_NStem	PossConc4_NStem
,	Punc	Punc
a_bo_siyazi	NPrePre2a_BPre2a_NStem	VerbTerm_PossConc2_NStem
be_e_sayensi	PossConc14_LocPre_NStem	PossConc2_VerbTerm_NStem
yo_ku_<?unk?>	PossConc9_BPre15_NStem	PronStem9_BPre15_Foreign
i_mi_landu	NPrePre4_BPre4_NStem	VerbTerm_BPre4_NStem
,	Punc	Punc
a_ba_<?unk?>	NPrePre2_BPre2_NStem	VerbTerm_PossConc2_Foreign
,	Punc	Punc
a_ba_tlami	NPrePre2_BPre2_NStem	VerbTerm_PossConc2_AdvPre
,	Punc	Punc
a_ba_phathi	NPrePre2_BPre2_NStem	VerbTerm_PossConc2_NStem
be_e_n_cwadi	PossConc2_LocPre_BPre8_NStem	PossConc2_VerbTerm_BPre9_Dem9
ze_e_mali	PossConc8_LocPre_NStem	Pres_VerbTerm_NStem
,	Punc	Punc
a_ba_<?unk?>	NPrePre2_BPre2_NStem	VerbTerm_PossConc2_Foreign
,	Punc	Punc
a_be_luleki	NPrePre2_BPre2_NStem	VerbTerm_PossConc2_Conj
be_<?unk?>	PossConc2_NStem	PossConc2_Foreign
njalonjalo	Adv	Adv
.	Punc	Punc
<?unk?>	Adv	Foreign
kwa_lokho	PossConc15_Dem15	PossConc15_Dem15
,	Punc	Punc
i_kghono	NPrePre4_NStem	VerbTerm_NStem
la_u_ku_phath_a	PossConc5_NPrePre15_BPre15_VRoot_VerbTerm	Dem16_NPrePre1a_BPre15_PossConc7_VerbTerm
le_i_stafu	Dem1_NPrePre4_NStem	Dem9_VerbTerm_NStem
esi_phethe_ko	RelConc7_NStem_RelSuf	RelConc7_NStem_RelSuf
esi_sebenz_a	RelConc7_VRoot_VerbTerm	RelConc7_Adv_VerbTerm
e_bu_jam_e_ini	LocPre_SC14_VRoot_VerbTerm_LocSuf	VerbTerm_BPre14_LocPre_VerbTerm_LocSuf
obu_<?unk?>	RelConc14_NStem	RelConc14_Foreign
be_e_n_hlangano	PossConc2_LocPre_BPre9_NStem	PossConc2_VerbTerm_BPre9_NStem
,	Punc	Punc
be_polotiki	PossConc2_NStem	PossConc2_NStem
na_i_hlalakuhle	AdvPre_NPre9_NStem	Interrog_VerbTerm_NStem
